model,teff,logg,atmos,metallicity,av,lum_unscaled,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,Umag_MCPS,Bmag_MCPS,Vmag_MCPS,Imag_MCPS,Bmag_APASS,Vmag_APASS,gmag_APASS,rmag_APASS,imag_APASS,Umag_SMASH,Gmag_SMASH,Rmag_SMASH,Imag_SMASH,Zmag_SMASH,uvw1mag_SWIFT,uvw2mag_SWIFT,uvm2mag_SWIFT,Jmag_2MASS_flux,Hmag_2MASS_flux,Kmag_2MASS_flux,Umag_MCPS_flux,Bmag_MCPS_flux,Vmag_MCPS_flux,Imag_MCPS_flux,Bmag_APASS_flux,Vmag_APASS_flux,gmag_APASS_flux,rmag_APASS_flux,imag_APASS_flux,Umag_SMASH_flux,Gmag_SMASH_flux,Rmag_SMASH_flux,Imag_SMASH_flux,Zmag_SMASH_flux,uvw1mag_SWIFT_flux,uvw2mag_SWIFT_flux,uvm2mag_SWIFT_flux
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.3,2.9141773246020343e+57,-36.98278897909458,-37.19308034617518,-37.24974058604661,-35.25668979935481,-35.5759347492377,-35.98602715801589,-36.633037077236686,-35.535778027258914,-35.975914461235135,-35.82047902909088,-36.06686363370757,-36.11512272447118,-35.05745977019983,-35.84760047473437,-36.0809538537731,-36.118772978472194,-36.18735162873888,-33.721709005441156,-32.25947953144226,-32.57602729587075,194321.63449327447,85400.82149916262,34012.95063928197,517752.2534941126,1055663.8248578443,902751.7099516507,415645.16761252814,1101634.9993278065,893284.2135511419,1048049.3856762033,762495.8129515424,541920.8735712836,788848.284714331,1027706.8809190152,715281.6133600099,499512.1302193478,386506.4613855039,123916.74231606747,43067.06073110294,49992.61576554017
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.35,2.8103715274589468e+57,-36.974278158614396,-37.18520627406766,-37.24806567880859,-35.17381597120097,-35.50747489677601,-35.934683834213416,-36.6071003985346,-35.46676800030866,-35.92497287848146,-35.75661725654174,-36.02326214377664,-36.08209058504683,-34.977102017707,-35.785508054219875,-36.03936889249641,-36.08792726705533,-36.16416237747729,-33.61783910315723,-32.12373318867634,-32.43210851363233,192804.34932478098,84783.71054822451,33960.5211279605,479703.0354125727,991155.2793501205,861055.1928002685,405833.65947200113,1033793.302834286,852340.3056584749,988182.2272863219,732481.8489226943,525681.8996744509,732572.116855092,970582.1414606787,688403.5114547656,485520.7044283936,378338.953371818,112611.31416695748,38005.52145539936,43786.31005912206
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.4,2.7119175532426163e+57,-36.965771464312986,-37.1773324199232,-37.24639155074229,-35.09096122194684,-35.439055477266066,-35.88335992535278,-36.58118230926666,-35.397796424490814,-35.87405067189091,-35.692799100289136,-35.97967070564535,-36.049065478547526,-34.89674959861968,-35.72346480205758,-35.99779744454252,-36.05708965076947,-36.14097722108302,-33.51443775317811,-31.98917734240053,-32.28846895279118,191299.63829386918,84171.0757718233,33908.19676848683,444457.83542247664,930623.3192921669,821299.2507945383,396260.5413130902,970163.8411257669,813287.5860279644,931772.2587063159,703655.8327652024,509932.83917877916,680314.01349976,916674.1726438939,662543.652778639,471924.699629525,370345.43480078096,102381.49965907197,33575.64444123548,38360.346705415606
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.45,2.618484786290133e+57,-36.95726888798455,-37.16945878385582,-37.24471820142568,-35.00812547631384,-35.37067654306629,-35.83205544566025,-36.555282829589956,-35.3288633736103,-35.823147853521604,-35.62902448812653,-35.93608931755882,-36.01604740938447,-34.816402497110786,-35.66147062267702,-35.956239504128945,-36.02626012815265,-36.11779616195007,-33.41150203324435,-31.855821277583235,-32.14510975008934,189807.39044089004,83562.88458946296,33855.97731064642,411809.41228832235,873820.7574485566,783392.9065311538,386919.8730431428,910483.046916062,776038.0504319506,878617.6663298281,675970.4897615177,494658.8156571828,631786.8413169096,865799.4856909455,637663.1520282046,458712.84235393227,362522.1707766731,93120.90729173046,29694.904384445275,33615.44328463867
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.5,2.5297661718415446e+57,-36.94877042142153,-37.1615853659796,-37.24304563043622,-34.92530865920093,-35.30233814551043,-35.78077040922109,-36.52940197962308,-35.259968920511014,-35.77226443530548,-35.565293346387946,-35.89251797765857,-35.983036381921416,-34.73606069742635,-35.59952541847856,-35.9146950652712,-35.99543869766589,-36.09461920245623,-33.309029102321006,-31.723672638438018,-32.00203198649238,188327.4958467475,82959.10465854406,33803.862504881006,381565.88793498586,820515.8939656606,747249.4777813591,377805.865917216,854503.965425879,740507.8191503701,828528.5431998488,649380.4365533914,479845.40721463383,586724.0040356002,817785.1910368586,613724.6205423796,445874.18327465974,354865.50715755543,84734.06202870632,26291.930497668316,29465.087641219965
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.55,2.4454762856351713e+57,-36.940276056414795,-37.1537121664086,-37.2413738373509,-34.842510695687615,-35.2340403349017,-35.72950482997981,-36.503539779446065,-35.19111313706727,-35.721400429048835,-35.501605599961266,-35.848956683982536,-35.95003240047449,-34.655724183885184,-35.53762908985444,-35.873164121783134,-35.96462535769324,-36.071446344963036,-33.20701619830896,-31.592737367963316,-31.859236685892988,186859.84562260588,82359.70387262169,33751.852102287245,353549.60498511145,770491.5387382666,712786.3733440082,368912.8786045825,801995.2001306531,706616.9423380449,781326.1792377791,623842.1050782938,465478.632518785,544877.972181493,772468.3785605046,590692.1082609426,433398.08781067457,347371.868797441,77135.2452607344,23304.960295723573,25833.878753301127
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.6,2.3653495854958166e+57,-36.93178578475375,-37.14583918525695,-37.239702821746185,-34.75973151103693,-35.1657831605071,-35.678258721740434,-36.477696249100184,-35.12229609417536,-35.67055584643281,-35.43796117230174,-35.80540543446514,-35.917035469312054,-34.57539294087856,-35.47578153521035,-35.8316466672775,-35.93382010654182,-36.04827759181567,-33.10546063560232,-31.463019658582642,-31.716724813893983,185404.3318996841,81764.65035967677,33699.94585461432,327596.06952936767,723544.0959246575,679924.8986639222,360235.4133592811,752739.9258406778,674289.2146370327,736842.3942069269,599313.6695803562,451544.9372623436,506018.9181715173,729695.5344799638,568531.0479504439,421274.22700541443,340037.7578269789,70247.46226143291,20680.51185568083,22656.085145309025
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.65,2.289138825372259e+57,-36.92329959822647,-37.13796642263878,-37.23803258319811,-34.676971030698326,-35.09756667055181,-35.627032098166865,-36.45187140858791,-35.053517861745256,-35.61973069901396,-35.37435998544575,-35.76186422693744,-35.8840455926545,-34.49506695286985,-35.413982650987236,-35.79014269516631,-35.903022942441964,-36.02511294534299,-33.0043598025057,-31.33452191462753,-31.57449727667402,183960.8478191694,81173.91248039843,33648.14351426386,303552.9727495885,679482.7066328985,648590.0707457638,351768.1122919633,706534.9647874217,643451.9985921205,694918.9108128622,575754.9765708868,438031.18104369874,469933.4492095524,689321.9927191094,547208.2016081775,409492.5686717406,332859.7519718143,64001.52266376052,18372.2432143059,19874.392079489782
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.7,2.2166136146162823e+57,-36.91481748861982,-37.13009387866825,-37.236363121282174,-34.59422918031053,-35.029390912213806,-35.575824972783124,-36.42606527787278,-34.98477850869246,-35.56892499822476,-35.31080196002469,-35.71833305912714,-35.85106277467413,-34.4147462043942,-35.35223233168349,-35.7486521986614,-35.87223386354721,-36.00195240785741,-32.9037111585246,-31.20724472723638,-31.43255491993898,182529.28752222384,80587.45882648093,33596.444834285016,281279.2854940058,638128.446057752,618710.4419159719,343505.7537402745,663189.9216697731,614036.0564487876,655406.7655021759,553127.477618684,424924.6246528838,436423.4309683831,651211.4186849988,526691.6089586731,398043.3687954289,325834.50290773786,58335.22117860555,16339.97211601139,17438.812594829866
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.75,2.1475591073291757e+57,-36.90633944771962,-37.122221553459546,-37.234694435573424,-34.51150588570436,-34.961255931618545,-35.52463735897375,-36.40027787687925,-34.916078102929944,-35.518138755374224,-35.24728701527916,-35.674811928658755,-35.818087019494975,-34.33443068005817,-35.2905304698774,-35.70717517077488,-35.84145286793442,-35.97879598165488,-32.80351223154239,-31.08118686205851,-31.290898527961772,181109.5461401088,80005.25821893247,33544.84956837612,260644.42034687364,599313.5715865743,590217.9320073399,335443.24873512436,622526.3738748526,585975.3899332553,618165.7546709445,531394.1648553034,412212.91775024467,405304.89554668847,615235.323519967,506950.53796038585,386917.1631896149,318958.73465187737,53192.6072673862,14548.833207225078,15305.74078006608
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.8,2.0817748083744343e+57,-36.897865467310744,-37.11434944712688,-37.233026525646416,-34.42880107290542,-34.89316177383384,-35.4734692699841,-36.37450922549263,-34.84741671136028,-35.46737198164844,-35.183815069073276,-35.631300833053665,-35.78511833119263,-34.254120364539425,-35.22887695625001,-35.665711604319654,-35.81067995360386,-35.95564366901485,-32.70376061489629,-30.956345259958656,-31.149528822713034,179701.5197843933,79427.27970639314,33493.35747088028,241527.45614444083,562880.8186169562,563047.6685611192,327575.6375603002,584377.1133328136,559207.087633391,583063.9141341654,510519.50908499013,399884.0869256288,376407.02765745274,581272.6070093578,487955.4372435718,376104.75939281384,312229.24198909977,48523.333791744786,12968.553087048398,13437.128540979464
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.85,2.0190734842027403e+57,-36.889395539177286,-37.10647755978449,-37.23135939107523,-34.346114668136835,-34.82510848286485,-35.42232071892072,-36.348759343558896,-34.77879439986786,-35.416624688111185,-35.12038603790921,-35.58779976973026,-35.75215671379409,-34.173815242586365,-35.16727167960817,-35.62426149190994,-35.77991511847927,-35.93249547220016,-32.60445396436538,-30.832715050718114,-31.00844646308502,178305.10553728498,78853.49256347302,33441.96829678495,223816.42026816498,528682.7410380844,537137.8346612592,319898.0864028819,548585.4366932211,533671.1796176153,549977.0298392401,490469.40039365785,387926.5241262798,349571.2234378586,549209.1274354064,469677.8904035345,365597.22880335426,305642.8889328652,44282.07581783987,11572.826453334797,11799.769610867314
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.9,1.9592801679876357e+57,-36.880929655102676,-37.09860589154664,-37.22969303143347,-34.2634465978218,-34.757096101649225,-35.37119171875174,-36.32302825088461,-34.710211233311306,-35.365896885704515,-35.05699983694197,-35.54430873600402,-35.719202171277644,-34.09351529901781,-35.10571452690793,-35.58282482596181,-35.74915836040796,-35.90935139345707,-32.50558999508264,-30.710289579529505,-30.86765204421061,176920.20144204207,78283.86628909309,33390.68180171953,207407.6243962423,496581.0935238422,512429.5240340426,312405.88409205084,515004.4807244599,509310.498946365,518788.17792987026,471211.09115542844,376328.97544201993,324650.2166736055,518937.2967708873,452090.57207627536,355385.89904325636,299196.6072197651,40428.011769496465,10338.778999421498,10364.676708872828
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,0.95,1.902231249753783e+57,-36.87246780686979,-37.09073444252762,-37.22802744629425,-34.18079678858624,-34.68912467205244,-35.3200822823072,-36.29731596723677,-34.641667275515964,-35.3151885852494,-34.9936563799942,-35.50082772908765,-35.686254707572644,-34.01322051872264,-35.04420538327823,-35.54140159869371,-35.7184096771609,-35.88621143501517,-32.40716647838289,-30.58906044588863,-30.727146096879167,175546.70649349416,77718.37060484536,33339.49774195356,192205.04971858108,466446.2529689763,488866.603064001,305094.43892390357,483496.6000373609,486070.5497472438,489387.2923825673,452713.1413395367,365080.5302365757,301507.2676041818,490355.6997029459,435167.20572660264,345462.34654485126,292887.39483700914,36924.36002056639,9246.504780620471,9106.539618552228
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.0,ms,-0.75,1.0,1.8477736432168536e+57,-36.86400998626111,-37.08286321284175,-37.226362635230224,-34.098165167261286,-34.621194234863204,-35.26899242227951,-36.27162251234265,-34.5731625892666,-35.26449979744637,-34.930355579571376,-35.457356746091214,-35.653314326559425,-33.932930886659484,-34.982744132044814,-35.4999918021271,-35.68766906643279,-35.86307559908731,-32.30918123859847,-30.469017554303292,-30.586929087050517,174184.52062865807,77156.97545336233,33288.41587439579,178119.77791978145,438156.67657092947,466395.579394002,297959.2755699743,453932.7844211472,463899.38154081156,461670.7585467968,434945.3660242381,354170.6106143722,280015.4098226145,463368.7350683818,418882.5230814832,335818.3893535481,286712.3145821265,33737.96480693483,8278.667533061207,8003.25357743427
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0,3.698065680343147e+57,-37.04399048055662,-37.258825551126684,-37.27682825993291,-35.779178594836736,-35.96238076462905,-36.28767707810275,-36.79061697236375,-35.923273633264415,-36.27552966794455,-36.18397353921681,-36.32863941898862,-36.32234628370438,-35.520743178509306,-36.20221999086192,-36.33248636134822,-36.31301473603017,-36.31997493683572,-34.53910370099426,-33.38326812405832,-33.74416310841189,205589.8905676624,90731.92608567166,34872.202535378055,837755.94035333,1506968.0534436097,1191868.351355544,480567.8285111349,1574113.2245456658,1177160.6651976116,1464804.1165444816,970393.2731945433,655881.3819685405,1208667.512205921,1424679.1574302437,901758.1258352487,597369.0834927807,436723.017301402,263080.0197715407,121244.11555749613,146608.84960014943
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.05,3.550893785443383e+57,-37.0354603986193,-37.250950427174786,-37.275148085859875,-35.695896519302565,-35.89372291376355,-36.236233254622114,-36.764547447168646,-35.85409453699457,-36.224485085512455,-36.11989942111813,-36.28498653420697,-36.28927677443134,-35.440304736645,-36.139892055837485,-36.290831922985596,-36.282119855092866,-36.29676360544377,-34.43038872844294,-33.237153945553914,-33.59801691966011,203981.00284048176,90076.20502044435,34818.27962234522,775898.0953846794,1414623.6204174762,1136712.8208097229,469166.38020200917,1476945.0208868282,1123098.6591678115,1380860.8113105705,932151.7589371529,636205.6173369933,1122358.169566403,1345197.0206270171,867817.2711539849,580610.3720263715,427485.6583931277,238013.65679444314,105977.82408029554,128145.01329294112
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.1,3.4120346620953735e+57,-37.02693448135594,-37.243075520652795,-37.273468693811296,-35.612635052312044,-35.82510527432222,-36.184808772886946,-36.738496419471936,-35.78495350386228,-36.1734598269545,-36.05586930882524,-36.24134370464123,-36.25621427209252,-35.35987209736011,-36.07761370206519,-36.249191023501226,-36.251233062843085,-36.27355636154684,-34.32215774029599,-33.09206301552283,-33.45213846113714,202385.48211889734,89425.24077005679,34764.4651301853,718621.3221949196,1327987.0793442216,1084129.0097251253,458043.23423456086,1385823.4815557715,1071538.563227608,1301780.7934236103,895425.569041327,617124.0880147979,1042217.6325012393,1270207.156418432,835164.3147558849,564326.0169840764,418445.25906290894,215431.63700735982,92721.11091806027,112034.12511476944
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.15,3.28091864735465e+57,-37.01841272056949,-37.235200831674625,-37.27179008336853,-35.529394119208476,-35.75652790325518,-36.133403647929214,-36.712463910336595,-35.71585061129022,-36.122453905124644,-35.99188313695822,-36.19771092906994,-36.22315878134708,-35.27944524238742,-36.015384843891745,-36.20756365816789,-36.22035435826533,-36.25035320762188,-34.21440725018464,-32.94801442257469,-33.30652924397348,200803.21013902893,88778.99870741085,34710.75880047907,665585.3063171032,1246702.703215532,1033996.1356792002,447191.42668703606,1300369.452528207,1022363.7366112353,1227279.2482081773,860154.332858564,598618.7312472576,967804.5831023407,1199452.384018714,803749.9949584707,548502.4743641445,409597.5876255191,195078.44517811222,81200.59082187772,97973.05268672798
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.2,3.1570221245855825e+57,-37.00989510806053,-37.22732636035418,-37.27011225411243,-35.44617364540993,-35.68799085651496,-36.082017894638504,-36.68644994078812,-35.64678593578445,-36.07146733274755,-35.92794083861242,-36.15408820616783,-36.19011030680775,-35.19902415354187,-35.95320539354187,-36.16594982205433,-36.189483740267086,-36.22715414612984,-34.10713387775991,-32.80502653456758,-33.16119073732469,199234.06974879638,88137.44445827251,34657.16037548595,616475.0950454661,1170437.1082169784,986199.1284061172,436604.17175525153,1220227.725333299,975463.015053712,1157088.218344465,826280.0977003875,580672.036706144,898709.3062095514,1132690.431641047,773526.9490448799,533126.590143904,400938.5039674638,176725.79195759963,71180.99164602853,85698.10871884125
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.25,3.039863174957524e+57,-37.001381635627396,-37.21945210680543,-37.26843520562337,-35.36297355641333,-35.61949418905002,-36.03065152776218,-36.660454531814395,-35.57775955292543,-36.02050012241901,-35.86404234537072,-36.11047553450588,-36.15706885304053,-35.11860881272026,-35.89107526113765,-36.12434951002561,-36.15862120767885,-36.203959179515635,-34.00033434823597,-32.66311689743235,-33.01612436659611,197677.94489688636,87500.54389942519,34603.66959814246,570999.2011359853,1098877.839988307,940628.3578509379,426274.85710713384,1145065.5145968178,930730.4519075797,1090955.5958305253,793747.2314926364,563267.0294959279,834551.4240498547,1069693.061722336,744449.6395093409,518185.58896020387,392463.9575520936,160169.6124399586,62459.741019408,74979.87105953516
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.3,2.9289977002944748e+57,-36.9928722950663,-37.21157807114233,-37.266758937481185,-35.27979377779854,-35.55103795479853,-35.979304561905636,-36.63447770436553,-35.508771537359166,-35.96955228660634,-35.80018758731599,-36.066872912551354,-36.12403442456456,-35.038199201900866,-35.828994354718205,-36.08276271674355,-36.127766759254214,-36.18076831020806,-33.89400549165034,-32.52230213448969,-32.871331511713926,196134.72062182846,86868.26315682822,34550.286212060055,528887.8487736786,1031732.0499574821,897179.3752531108,416197.0393605697,1074571.032989224,888065.0715771817,1028644.1748217463,762502.3293684532,546387.253685737,774977.7934338023,1010245.2480678123,716474.2831879101,503667.06312091905,384169.9854684438,145227.40662585487,54862.333266463815,65618.68869052034
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.35,2.82401596029232e+57,-36.98436707817153,-37.20370425347889,-37.26508344926525,-35.19663423523228,-35.482622206682144,-35.9279770115325,-36.608519479353745,-35.439821962788486,-35.91862383764889,-35.73637649304384,-36.023280338667895,-36.091007025851994,-34.957795303143165,-35.76696258025982,-36.04118943666706,-36.09692039366987,-36.15758154061975,-33.78814424185401,-32.38259784731931,-32.726813505446714,194604.28304120022,86240.56860379381,34497.00996152339,489891.3510961794,968725.2559723075,855752.6666311565,406364.4396811928,1008452.1573104613,847370.6346809065,969930.761636481,732494.1240399849,530016.7563505538,719660.5538317905,954144.40180044,689558.7831607591,489558.96193774865,376052.71052284585,131735.88160204256,48238.36275484313,57440.782134327535
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.4,2.724539474569775e+57,-36.975865976735534,-37.195830653929136,-37.263408740554425,-35.113494854472115,-35.41424699659992,-35.87666889096488,-36.58257987765324,-35.37091090196439,-35.86771478775847,-35.6726089896756,-35.979697811115564,-36.057986661327746,-34.877397098587466,-35.704979841696435,-35.99962966405255,-36.06608210952569,-36.13439887314715,-33.682747635244944,-32.24401851928391,-32.58257163178157,193086.51934092282,85617.42685917387,34443.84059148868,453778.6093724381,909600.1818259862,816253.4180709929,396770.9394969462,946435.1798487355,808555.4143799243,914605.3384446421,703673.3997950356,514140.0721058648,668295.3154923087,901199.6431886989,663662.6633170053,475849.5813709339,368108.3393723641,119548.86011616749,42458.126622018244,50294.85904196729
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.45,2.630218246443158e+57,-36.96736898254904,-37.18795727260712,-37.26173481092708,-35.03037556137028,-35.345912375422486,-35.82538021438362,-36.556658920100006,-35.30203842667759,-35.81682514901988,-35.60888500287151,-35.93612532805089,-36.02497333536938,-34.7970045704546,-35.64304604094047,-35.95808339295437,-36.03525190534477,-36.111220310170424,-33.577812809258454,-32.10657742283524,-32.43860712435896,191581.3177646798,84998.80478556342,34390.777847581165,420335.7246831192,854115.6706217333,778591.2922492869,387410.57632618403,888263.6395299612,771531.983339267,862470.2773703228,675992.9099714502,498742.20812045323,620599.477544009,851231.1166037637,638747.0054771816,462527.55397660885,360333.1606991185,108535.42448585949,37409.7141136901,44049.17636478261
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/synth_phot_temp_estimation/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t6500_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,6500,1.5,ms,-0.75,0.5,2.5407282708579617e+57,-36.95887608740127,-37.180084109626925,-37.26006165996111,-34.9472762818775,-35.27761839298622,-35.77411099582856,-36.53075662749172,-35.23320460775011,-35.765954933391306,-35.54520445684412,-35.89256288752699,-35.99196705230693,-34.71661770104558,-35.58116107790402,-35.916550617225255,-36.00442977957351,-36.088045854053426,-33.473337000627666,-31.970286531734065,-32.29492116497029,190088.56760345394,84384.66948751526,34337.821476094534,389364.7136404431,802045.6672470497,742680.2156507261,378277.5397163389,833697.2277287964,736217.0108125448,813339.6019404344,649407.2977679246,483808.62959244486,576310.6667464245,804069.3460233576,614774.3889727028,449581.8391479382,352723.5434246218,98578.26851276899,32996.51192676564,38588.989713854506
