Star_Index,RA,DEC,Offset_MCPS_APASS_4380A,Offset_MCPS_APASS_5450A,Offset_SMASH_APASS_4600A,Offset_SMASH_APASS_5600A,Offset_MCPS_SMASH_4600A,Offset_MCPS_SMASH_5600A,choose_MCPS,choose_APASS,choose_SMASH
315,16.197788,-72.044441,-15.831774637936295,-14.439886696996865,-15.744587517779372,,0.16537329297404568,,1,1,0
316,16.230061,-72.513527,-16.091896075062042,-14.47165736196847,-15.917850023683474,,0.12593951145299798,,1,1,0
317,16.24057,-72.385185,-0.11232892675815442,-0.015307109253861029,,,,,1,1,0
318,16.264754,-72.108932,-0.08398340951472427,-0.04684879337954939,,,,,1,1,0
319,16.297483,-72.724457,-0.11034309724596447,-0.045754195412337495,,,,,1,1,0
320,16.299472,-71.72628,-15.414908807996175,-13.72063480442469,-15.163734388033177,,0.06419796921587562,,1,1,0
321,16.382862,-72.763603,-0.06630463398390063,-0.004233345266575483,-0.5401995792340326,,0.19503129831265298,,1,1,0
322,16.445653,-71.772797,-0.06948114880537304,-0.039443973422677914,,,,,1,1,0
323,16.457567,-72.369637,-0.196867144329957,-0.029286233249129268,,,,,1,1,0
324,16.537387,-72.402466,-0.10378343958857172,-0.04067412366688217,,,,,1,1,0
325,16.553088,-72.631592,-0.10020961144337548,-0.062362616650727176,,,,,1,1,0
326,16.562863,-72.560211,-15.252271787636895,-13.677258845361745,-15.275198077719217,,0.31342682297377067,,1,1,0
327,16.563437,-72.591248,-0.1356362925328085,-0.06182728698261819,,,,,1,1,0
328,16.571746,-72.462975,-0.030762800132990265,0.01889078168086833,,,,,1,1,0
329,16.671322,-72.896004,-0.626130577681618,-0.07617528096345083,-0.6886672430455771,,0.1026001547246036,,1,1,0
330,16.791081,-73.498528,-0.13587757662665467,-0.019746442656675356,-0.5116456728699728,,0.1304063665631343,,1,1,0
331,16.823183,-73.22393,-0.25046727270843583,0.015103732596973174,0.14778389594497554,,-0.5641682541232562,,1,1,0
332,16.834747,-72.852707,-15.9860775648824,-14.42529644126804,-15.83538747001897,,0.13685953982442456,,1,1,0
333,16.846935,-72.442535,-0.08924408189700905,-0.019866025421871214,,,,,1,1,0
334,16.875432,-72.409515,-0.46109383961234407,-0.20094362290844714,-0.810365218198406,,0.1435665059114708,,1,1,0
335,16.897636,-72.276939,-0.10275347695503001,0.012002235011937756,-0.496201144090497,,0.11025913943841381,,1,1,0
336,16.956915,-72.214272,-0.09809659535148718,-0.020642109332424496,,,,,1,1,0
337,16.976536,-72.683044,-0.09458540889066391,-0.06163539632298942,,,,,1,1,0
338,16.982439,-72.673393,-3.0023140316451524,-1.5959246292642888,-2.9299691099897895,,0.13003749511101326,,1,1,0
339,17.022895,-72.14518,-0.09090749040505486,-0.0391170919494801,,,,,1,1,0
340,17.030683,-71.81395,-15.36881283673869,-13.7544956995714,,,,,1,1,0
341,17.048329,-72.521729,-0.012432307926339092,-0.7994070417665249,,,,,1,1,0
342,17.051814,-71.691063,-0.0931517052607056,-0.021652561793146674,,,,,1,1,0
343,17.061598,-72.624634,-0.11394944829572218,-0.006396032478351188,,,,,1,1,0
344,17.063286,-72.503166,-14.74647513134947,-13.744251479502791,-15.14979732021111,,0.5753652367231492,,1,1,0
345,17.121713,-72.45359,-15.648660233145877,-14.045548333840216,-15.476195424866882,,0.12393752101963784,,1,1,0
346,17.226705,-73.999603,-0.10930298462950816,-0.05324021186491379,-0.4900794364447858,,0.10203100817343902,,1,1,0
347,17.22848,-72.414505,-0.25522458707821016,-0.0851146953581221,,,,,1,1,0
348,17.314073,-72.275597,-0.238268392525379,-0.018131254983435596,-0.6456067218743424,-0.42893526923909775,0.17963177864086077,0.3554724010327206,1,1,1
349,17.321614,-71.556213,-15.689899495421324,-14.289037080622041,-15.539200336788104,,0.10375826048577252,,1,1,0
350,17.334506,-71.411934,-15.803411658295577,-14.288427873617767,-15.597291734794393,,0.07131234591721025,,1,1,0
351,17.354747,-72.260063,-0.10934536764313307,-0.032891322949383905,-0.4496381455805736,,0.08476643653776961,,1,1,0
352,17.629456,-73.466484,-0.15550059624300516,0.13376876401970783,-0.5145663024534741,,0.12514023255421947,,1,1,0
353,17.689535,-73.286728,-0.19401617947653804,-0.0408144297250157,-0.4832085292827202,,0.03271358273675595,,1,1,0
354,17.793628,-73.086525,-0.026019572139352576,-0.05471941947527803,-0.2613974037025866,,0.11537174295822084,,1,1,0
355,18.18153,-73.294205,-0.09311042634953992,-0.03264548198769468,,,,,1,1,0
356,18.234879,-73.533585,-0.09432840844193358,0.03803303556666826,-0.5720194873804871,-0.1927640056338067,0.2379248282755242,0.17643600327767217,1,1,1
357,18.263969,-73.205635,-0.20014298374987938,-0.0834896996015555,-0.5062471536981441,-0.645673087458583,0.06964830892778551,0.5768367348081647,1,1,1
358,18.325872,-73.363472,-0.4412903914615036,-0.20813931602197222,-0.775528426369041,,0.17036370462211536,,1,1,0
359,18.409569,-73.278755,-0.12428294836258402,-0.1262875675982862,-0.31436594759188097,-0.03122398754409872,0.07726795979145606,-0.047429904065849016,1,1,1
360,18.6571,-71.876244,-0.14592528321050935,0.03312692285093277,-0.45003694355028934,,0.02493088686133582,,1,1,0
361,18.69335,-73.35096,-0.6838896479361445,-0.059120578220232645,-0.8767761494574309,,0.09946342753220172,,1,1,0
362,18.752301,-73.799683,-0.19842679290575838,0.028272549164052307,-0.48477975553985253,,0.08570677259423043,,1,1,0
363,18.756336,-73.666168,-0.12762638884638378,0.08865069548605575,-0.41940309305531365,,0.1251957276626765,,1,1,0
364,18.861405,-73.337494,-15.655104170870427,-14.013205904448329,-15.607303562441631,-14.227926841605646,0.25534663104947875,0.3438871795407188,1,1,1
365,18.869048,-73.260292,-0.09986602608208628,0.9881000065976799,-0.21762805933167684,,0.25145334190960433,,0,1,0
366,19.104533,-73.146667,-15.712173536139888,-14.066175878830727,-15.429075337148092,,0.021102932702047994,,1,1,0
367,19.219859,-73.216873,-15.925592007996174,-14.395939075728506,-15.71242503234981,,0.06700541353250777,,1,1,0
368,19.275741,-73.647217,-0.15438496118260225,0.08474525986194337,-0.4980384832577176,,0.12664053411744014,,1,1,0
369,19.3377,-73.595901,-0.09749426252433935,0.15761115965236172,-0.30189976103249627,,0.11268120462635345,,1,1,0
370,19.345612,-73.35466,-0.10170474586336908,-0.2576480391992124,-0.6020522066126688,-0.22746011949845268,0.16234572869173824,0.006660406395655016,1,1,1
371,19.363246,-72.677254,-0.0762411999903474,-0.010455927806669152,-0.24249338042499247,,0.0017385411741184242,,1,1,0
372,19.417553,-73.202896,-0.08195875031501032,-0.12250261701057319,,,,,1,1,0
373,19.435629,-73.481575,-0.556998165028018,-0.25577444133012506,-0.8940515281512447,,0.11402037546272581,,1,1,0
374,19.470878,-73.62368,-0.9686132864437447,-0.5362893382054565,-1.2050340354229068,,0.16965304118077462,,1,1,0
375,19.917681,-73.335297,-16.122605881050067,-14.594130917065476,-15.948005477228902,,0.10578276380082308,,1,1,0
376,19.928189,-73.5327,-0.15577437706646968,0.0504009767209439,-0.5807964642954104,-0.2252327104167442,0.19371556623807962,0.20975474870552624,1,1,1
377,68.923506,-72.361092,-0.07284307243801003,-0.008589138702484789,,-0.23925177533141628,,0.22837670391770182,1,1,0
378,69.807742,-71.735428,-0.11286676654062333,0.3557524251659725,,,,,0,1,0
379,70.332642,-70.115997,-0.3026138120585191,-0.16793120160360964,,-0.4397331141240528,,0.2185997864859015,1,1,0
380,70.510723,-70.524918,-15.07399774691833,-13.738585929746508,-15.080529842576318,-13.9068729715516,0.24728891597458613,0.21614455056682935,1,1,1
381,70.779561,-70.458649,-0.08781456851682101,0.04641980594744233,,,,,1,1,0
382,70.956826,-69.304626,-0.10297588529963164,-0.018446111625681993,,,,,1,1,0
383,71.327625,-69.27739,-14.146083073864439,-13.828281454012957,-14.587338140818515,-13.864722285816029,0.47060110882756057,0.07543439494311777,1,1,1
384,71.40502,-70.251076,-1.1227819569360094,-0.7494358556557756,-0.9016224895975551,-0.5022977617591184,-0.35610101306892084,-0.24400646432294515,1,1,1
385,71.533928,-68.915482,-0.023475675626670522,0.056914381288851956,-0.5658532653200954,,0.2260142087252479,,1,1,0
386,71.888462,-69.242455,-0.1680862756236987,-0.13642972808524867,,,,,1,1,0
387,71.975142,-69.179344,-0.14776419410930508,-0.11455916445891923,,,,,1,1,0
388,72.030049,-69.468002,-0.08094170481494167,-0.07723363131594496,1.4153167494861094,-0.05780024024450725,0.009188027882878202,-0.08552873792212701,1,1,0
389,72.255617,-68.976868,-0.12259288952839675,-0.10429756780307109,-0.38094981066998734,,0.09624849230389287,,1,1,0
390,72.268664,-68.907272,-0.1622804555615911,-0.0970712618096119,,,,,1,1,0
391,72.30168,-69.456535,-0.0019431918894294853,-0.08269895081184764,,,,,1,1,0
392,72.306186,-69.787003,-15.232965440331505,-13.607191172730417,-15.100607124194894,-13.691910400407627,0.16868113891052516,0.1376076244944997,1,1,1
393,72.329389,-69.431839,-0.17413195734611087,-0.0703996423162323,,,,,1,1,0
394,72.47404,-69.754547,-13.8997860391339,-13.241796671251496,,,,,1,1,0
395,72.485769,-69.755859,-13.652283188834499,-12.81258618528368,-14.753590769376482,,1.240047634391514,,1,1,0
396,72.513294,-68.259689,0.6818933523758854,0.4433825419942625,,,,,0,1,0
397,72.569551,-69.969131,-13.735624122966236,-13.381127464119452,,,,,1,1,0
398,72.572915,-69.397163,-0.0668973404221429,-0.057638432083926716,,,,,1,1,0
399,72.593866,-69.332047,-0.13541694339980737,-0.17586991641068295,,,,,1,1,0
400,72.654389,-69.99234,-13.45326570380456,-13.27225158171766,,,,,1,1,0
401,72.662716,-69.983589,-14.451299533744676,-12.8765634744176,-14.736995497771948,-13.52811888773864,0.5766180538049479,0.6742105685854316,1,1,1
402,72.667214,-69.712425,-0.188541842940678,-0.0676453299169637,,,,,1,1,0
403,72.732719,-69.431274,-0.06250492174188338,0.1605994846345311,,,,,1,1,0
404,72.782142,-70.277702,-0.17994771482965,-0.08524271735848465,,,,,1,1,0
405,72.806542,-69.194733,-0.16194280958307594,-0.11218574216289845,,,,,1,1,0
406,72.810664,-68.962128,-0.14159116286162998,-0.10325382240213088,,,,,1,1,0
407,72.937831,-69.504936,-0.16636356695665988,-0.13366521697765243,,,,,1,1,0
408,72.937915,-69.77256,-0.15095664058112668,-0.0999673918753139,,,,,1,1,0
409,72.941734,-68.886284,-0.15579113278778145,-0.08192053072794714,,,,,1,1,0
410,72.976371,-69.024078,-0.14391290488626396,-0.12293817942214069,,,,,1,1,0
411,73.033181,-66.818192,-0.1644350479985519,-0.013782069680200237,,,,,1,1,0
412,73.039665,-70.505318,-0.1798086448009748,-0.09130967725548089,,,,,1,1,0
413,73.073257,-66.912819,-0.19894983060207672,-0.016619246662219922,,,,,1,1,0
414,73.080188,-69.078506,-0.06591844629575405,0.03442263001944035,,,,,1,1,0
415,73.222376,-67.095154,-0.18311550134099797,-0.1299884305129364,,,,,1,1,0
416,73.245894,-69.880737,-0.11201888407825322,0.04613551126699278,-0.6416208408685389,-0.29983511549053077,0.25531929775293705,0.2854860698718138,1,1,1
417,73.291444,-66.960022,-0.09592335230309246,-0.05248421762134825,,,,,1,1,0
418,73.297462,-68.648354,-1.1669006925030896,-0.792608854352908,-1.5522886103543883,-1.293841983087077,0.3913582991352911,0.5156694983474743,1,1,1
419,73.355576,-68.916763,-0.1769839464458247,-0.10707530874397087,,,,,1,1,0
420,73.394164,-67.078598,0.05622498220605188,-0.00976389512665321,,,,,1,1,0
421,73.404957,-69.718651,-0.21382894476679937,-0.11584719623402329,,,,,1,1,0
422,73.422152,-69.073898,-0.13833049047934765,-0.09986700999655618,,,,,1,1,0
423,73.512351,-69.834541,-0.16184345474436235,-0.0885946312061936,,,,,1,1,0
424,73.523972,-69.765968,-0.1591562717782864,-0.10367965618266517,,,,,1,1,0
425,73.566326,-66.301208,-0.1269224187062683,-0.11873436850306263,,,,,1,1,0
426,73.573663,-67.093658,-13.091739667876414,-13.022304215986471,,,,,1,1,0
427,73.59903,-70.901611,0.481383614571099,0.3206258285956203,,,,,0,1,0
428,73.645546,-66.646965,-0.9289800800664256,-0.4932986925146672,,-1.2136980843265608,,0.721045588366751,1,1,0
429,73.672778,-69.4366,-0.1814918080229191,-0.15396472139222084,,,,,1,1,0
430,73.678207,-69.285744,-0.14093248985528284,-0.08321357820346265,-0.31615316612643873,,0.10585057821606014,,1,1,0
431,73.691707,-68.962776,-0.021176026492184974,-0.02001166077897132,,,,,1,1,0
432,73.708893,-66.939491,-0.1442962754037893,0.02857319409885939,,,,,1,1,0
433,73.738997,-66.752464,-0.1395729786682285,0.030140607296814892,,,,,1,1,0
434,73.764138,-68.222588,-0.1495171829802011,-0.06810858382416995,,,,,1,1,0
435,73.770646,-69.798615,-0.1507297596729682,-0.06946701886510986,,,,,1,1,0
436,73.7762,-67.475845,0.2784902226274415,0.4700266857836972,,,,,0,1,0
437,73.790355,-69.486183,-0.14696277005914382,-0.04281194349366757,,,,,1,1,0
438,73.83998,-67.436485,0.15495809547331163,-0.045779156273466626,,,,,1,1,0
439,73.887955,-67.338417,-0.14424391215213106,-0.07168118413280311,,,,,1,1,0
440,73.919471,-69.87233,-0.1909020759238409,-0.10855456073577052,,,,,1,1,0
441,73.970039,-69.706245,-0.16508576638906547,-0.0742513989454352,,,,,1,1,0
442,73.974836,-66.416481,-0.11936665914251421,0.057339469087631656,,-0.32793276323146436,,0.39474155910558295,1,1,0
443,73.978905,-69.725128,-0.1836900444830043,-0.09170741892507905,,,,,1,1,0
444,74.058839,-67.413483,-0.14321959168140808,-0.055860441798651905,,,,,1,1,0
445,74.063274,-66.20369,-0.061015685362038496,0.05079033497607277,,,,,1,1,0
446,74.073144,-66.305267,-0.06823676344408725,-0.05402699495733643,,,,,1,1,0
447,74.108788,-69.673508,-13.264791739732702,-12.970853014003502,,,,,1,1,0
448,74.114236,-67.933502,-0.15454708767701142,-0.09094672755951905,,,,,1,1,0
449,74.114566,-69.379623,-0.050043460687813734,-0.024480820990579133,-0.5138431864696624,,0.24124129471535483,,1,1,0
450,74.118794,-69.711594,-0.16331809779572914,-0.09191004030652294,,,,,1,1,0
451,74.127341,-66.302498,-0.09594686610526715,-0.09543509796814575,,,,,1,1,0
452,74.145976,-66.875214,-0.1138300481085075,0.048014952704489744,-0.272978054147627,,0.06790332464450088,,1,1,0
453,74.147677,-68.25647,-0.12065129058632884,0.005424021896773823,-1.2673813903460687,-0.37541406051244586,0.8681166323639218,0.3278416444732386,1,1,1
454,74.163857,-67.330376,-0.14238247294617423,-0.06707634875679958,,,,,1,1,0
455,74.166683,-69.698967,-0.23753485641744376,-0.1105024099962506,,,,,1,1,0
456,74.182526,-67.488174,-0.13844616911710617,-0.10551607836689847,,,,,1,1,0
457,74.213229,-66.530151,-0.07548305277708067,-0.08011134569338019,,-0.002900762703529125,,-0.04552650419572579,1,1,0
458,74.227917,-67.086021,-0.15912738478997923,-0.0626954452402142,-0.2977299161501321,,0.014823177375227203,,1,1,0
459,74.231543,-67.486946,-0.03000340976435112,0.31784365948324655,-0.5451841611926564,-0.0462968177914167,0.29111653590095976,0.2683940577592612,0,1,1
460,74.257486,-67.995209,-0.8657627114567461,-0.4549934263792661,-1.0601121965806009,,0.047003566996744794,,1,1,0
461,74.284954,-67.046066,-0.13854708767700963,-0.023387588607215903,,,,,1,1,0
462,74.286438,-66.866669,-0.055879686360537306,0.08581409284758301,-0.5904278747601239,-0.2002133370061916,0.2348943600383553,0.22519164139754366,1,1,1
463,74.290445,-67.022011,-0.16287868904994873,0.035379610804824324,,,,,1,1,0
464,74.295525,-67.340118,-0.16015082051901786,-0.04751237892768323,,,,,1,1,0
465,74.320065,-68.410988,-0.12670502163935993,-0.19510872631772003,,,,,1,1,0
466,74.353067,-68.844727,-16.767645219972223,-15.090469280222125,-17.653829747688516,-16.027368943100583,1.1975521264760047,1.0117323142618773,1,1,1
467,74.420186,-66.786026,-0.13107015002675126,0.058662577784808434,-0.58839400895239,-0.26627847425527484,0.21503123074469066,0.27225818062572493,1,1,1
468,74.432613,-66.857719,-0.15219916402654654,-0.012484798957492771,,,,,1,1,0
469,74.434938,-69.521049,-0.1958089842907338,-0.09884178633904561,-0.12843689589832508,,-0.1570014990877322,,1,1,0
470,74.437683,-65.708374,-0.2132450499896077,-0.024729778231909805,,,,,1,1,0
471,74.445788,-69.215889,-0.13385308037251242,-0.04238404511353977,-0.6496178737380482,,0.20051336021388266,,1,1,0
472,74.447295,-69.391327,-13.292572051109948,-13.162909510077814,-13.691254277612027,-13.363003717781005,0.389877370171968,0.18010659754431657,1,1,1
473,74.467946,-69.392502,-1.1639662866071898,-0.9927861250866759,,,,,1,1,0
474,74.489212,-69.538612,-0.17668949923107213,-0.11722926914889875,,,,,1,1,0
475,74.512659,-68.906418,-0.14229902206134248,-0.08145389592129426,,,,,1,1,0
476,74.523225,-69.454338,-0.5010378283673429,-0.8523409190094462,-1.192227401461519,,0.4093127881646925,,1,1,0
477,74.527298,-67.241653,,,,,,,1,0,0
478,74.537554,-67.306412,-0.13949163827804156,-0.04479725258764233,,,,,1,1,0
479,74.565514,-70.532059,-13.246733967277612,-12.812067361776815,,,,,1,1,0
480,74.636575,-70.346024,-1.1306105871198096,-0.6880364724592134,,,,,1,1,0
481,74.668893,-70.527405,-0.1619612063379492,-0.09853382722458193,,,,,1,1,0
482,74.676973,-69.690598,-0.13494917251973249,-0.0690289197252767,-0.5908593187507751,,0.09309775162760303,,1,1,0
483,74.714423,-67.052444,-0.1130844144685863,0.0017609286553135206,,,,,1,1,0
484,74.717101,-69.425728,-0.14872519391614425,-0.07189256534057265,,,,,1,1,0
485,74.834295,-68.843079,-0.15803344443248335,-0.09642752536147015,-0.16446806141277293,,-0.13228141451809172,,1,1,0
486,74.921413,-69.4561,0.5410899890974772,0.5077227893349114,-0.757148587960188,,1.0058190344673257,,0,1,0
487,74.931386,-68.523003,-0.17899512321882938,-0.07989297967447229,,,,,1,1,0
488,74.952992,-67.818863,-0.14538771768250847,-0.0747730135048208,,,,,1,1,0
489,74.964046,-70.222679,-0.19473411966762022,-0.10308568114189143,,,,,1,1,0
490,74.998596,-67.085793,-0.18752767245286606,-0.06570645012036636,-0.21601680501080267,,-0.09089246606921719,,1,1,0
491,75.031533,-68.449997,0.41702101217292054,0.09496536320193982,,,,,0,1,0
492,75.04305,-67.152191,-0.14301192023521914,-0.010990907128443084,,,,,1,1,0
493,75.133394,-67.940735,-0.14176402436442892,-0.0508396370406885,,,,,1,1,0
494,75.136946,-70.496994,-0.19092656613944214,-0.11859014983725125,,,,,1,1,0
495,75.158007,-67.764633,-0.1599130746311399,-0.04574868303588531,,,,,1,1,0
496,75.206093,-68.119324,-0.6793674249677011,-0.36896435600684185,,,,,1,1,0
497,75.206554,-68.434021,-0.14131809779573246,-0.07384804268452605,,,,,1,1,0
498,75.209047,-69.642174,-0.17536271823227878,-0.10526305435712757,,,,,1,1,0
499,75.229871,-66.637321,-1.205917285992042,-0.6586802582300084,,,,,1,1,0
500,75.24744,-66.644096,-0.1042765635064935,-0.036078814276947924,,,,,1,1,0
501,75.255055,-66.10524,-0.12815805409950265,0.04789015128866403,,,,,1,1,0
502,75.343363,-70.258026,-0.17253993972972737,-0.1302934785386558,-0.15944321963677588,,-0.10251343459257889,,1,1,0
503,75.380222,-66.954361,-0.09732303601656334,0.11391945277131832,,,,,1,1,0
504,75.386393,-68.220688,-0.15925440162479632,-0.07414668981984285,,,,,1,1,0
505,75.461606,-69.414696,-0.14587301995142,-0.06536142506171672,0.5955559621504367,,-0.8314829134828585,,1,1,0
506,75.480705,-70.525101,-1.7924969522198868,-0.6276148125645502,-1.8695706311853826,,0.1926509427623806,,1,1,0
507,75.508911,-70.1511,-0.19197643131231956,-0.12767086307026787,,,,,1,1,0
508,75.57528,-66.10759,-13.837272736139889,-13.21518380687146,-13.880945497742804,,0.1366738932967575,,1,1,0
509,75.744805,-65.93792,-0.1751302502689498,1.0673639931575476,,,,,0,1,0
510,75.767477,-70.950439,-0.1936700840069321,-0.10781676327512102,,,,,1,1,0
511,75.783619,-66.230949,-0.5347906656089894,-0.6715677774223359,-1.0636106027641112,,0.37695492223400784,,1,1,0
512,75.792006,-70.16497,-15.744353885840486,-14.090416748168185,-15.661758236428822,-14.242694100666709,0.22434560204265708,0.20229095614121206,1,1,1
513,75.849929,-68.925583,-0.17294213060356256,-0.0968030700905178,,,,,1,1,0
514,75.936254,-69.100464,-0.12907037166981894,-0.09783642755150979,,,,,1,1,0
515,75.951584,-66.133018,-0.11173702018915499,0.013707736720592223,-0.5319337272212685,,0.09038883440209666,,1,1,0
516,75.956276,-68.934052,-1.1562380342483838,-0.7748154849746172,,,,,1,1,0
517,76.021395,-69.018661,-0.17702223996301214,-0.11971566140282341,,,,,1,1,0
518,76.04151,-67.330482,-0.19352112992898185,0.21524919684907218,,,,,0,1,0
519,76.051742,-67.416496,-0.03572443610273801,0.05753276739456936,,,,,1,1,0
520,76.059927,-66.431381,,,,,,,1,0,0
521,76.064453,-69.026779,-1.317301996352958,-0.6028016291571294,-1.1953811748265881,-0.8213886536339601,-0.13819915967695806,0.19288697016747136,1,1,1
522,76.149149,-68.748634,-0.10081981325315326,0.05600966489712178,,,,,1,1,0
523,76.167037,-68.949463,-0.9279082910350578,-0.9573660711149223,-0.9821858937681949,,-0.0667380954368646,,1,1,0
524,76.209054,-68.13121,-0.012727013776178353,0.016130753993593316,,,,,1,1,0
525,76.217287,-69.062897,-0.1199849732359155,-0.06593871611024582,-0.22405503361064483,,-0.042334415574703854,,1,1,0
526,76.229829,-68.551895,-0.1576265180569436,-0.07759811458710608,,,,,1,1,0
527,76.229918,-68.967377,-0.10686041318480477,-0.024381024817326846,-0.47507245399788367,,0.23815466223218706,,1,1,0
528,76.304923,-68.553238,-0.14486760547020872,-0.09970062357350962,,,,,1,1,0
529,76.336289,-70.741852,0.35869505873983165,0.07565107653388026,,,,,0,1,0
530,76.341489,-67.120789,-0.1853381912386194,0.006292296087829996,,,,,1,1,0
531,76.371157,-68.965065,-0.058096213805892916,-0.020064397262656186,-0.35130546607364366,,0.19386136884046934,,1,1,0
532,76.424819,-67.751686,-0.13145911385195674,-0.009910650559385559,,,,,1,1,0
533,76.474828,-68.180702,0.1989161121209122,0.03649821370860806,,,,,1,1,0
534,76.492217,-70.534889,-0.02123286306816219,-0.12274223749744628,,,,,1,1,0
535,76.536993,-71.25724,-0.4411577423062134,-0.14385381375458195,,,,,1,1,0
536,76.568824,-68.368561,0.011138971050201008,0.06273415481829936,-0.05548121802537764,,-0.2863870852473287,,1,1,0
537,76.580081,-71.470123,-0.2491495527102181,-0.024133036647310036,,,,,1,1,0
538,76.595263,-69.819595,-0.21222432718311346,-0.1651181209056034,,,,,1,1,0
539,76.614421,-68.511215,-0.230546917932136,-0.18515918005347487,,,,,1,1,0
540,76.614966,-68.364449,-15.743603600810545,-14.071721275009168,-15.643481146431771,,0.21061280905159663,,1,1,0
541,76.63928,-68.363991,-2.5514004042101934,-1.1961907114304964,-3.5421185653073834,,1.2287053979999687,,1,1,0
542,76.68745,-68.346352,-0.07208610587882092,-0.0005721960166251705,,,,,1,1,0
543,76.690052,-68.986404,-0.14227977658208069,-0.06547395671022471,,,,,1,1,0
544,76.693142,-69.049408,-0.12967655297470237,-0.06909683497498342,,,,,1,1,0
545,76.69987,-70.037064,0.5474468805552597,0.43698905864270543,,,,,0,1,0
546,76.782532,-68.888756,0.6974558063067313,0.5685975735851923,,,,,0,1,0
547,76.814063,-70.200775,-0.17148972674626783,-0.09964484669292872,,,,,1,1,0
548,76.816581,-68.883507,0.1655351029590868,0.13522978396844465,,,,,1,1,0
549,76.828802,-68.427116,0.015196642751959644,0.11173027291211035,,,,,1,1,0
550,76.833749,-70.454239,-0.8319335000037213,-0.5025227560388732,,,,,1,1,0
551,76.871172,-68.311821,-0.11629767014086667,-0.03828240241172409,,,,,1,1,0
552,76.878954,-65.3396,0.02021770656973132,0.045719849368104803,,,,,1,1,0
553,76.938948,-69.162407,-15.082271787636895,-13.507954369628195,-15.034827870216374,,0.24305661547092683,,1,1,0
554,76.976827,-69.458702,-0.16602663597495493,-0.08804769750042851,,,,,1,1,0
555,76.977897,-68.676727,-0.16484294550973289,-0.11013537076927626,,,,,1,1,0
556,76.998653,-66.655083,-0.13815399153876662,-0.012919922526464234,,,,,1,1,0
557,77.004271,-67.097099,-0.7670907197300263,-0.6200149301529603,,,,,1,1,0
558,77.02987,-66.98938,-0.19979549354319381,-0.10859790289816651,,,,,1,1,0
559,77.076109,-68.779739,-0.2794284070036177,-0.0012956322450285995,,,,,1,1,0
560,77.160077,-67.785843,-0.12856857661773802,-0.0033971055493111635,,,,,1,1,0
561,77.242485,-68.48764,-0.013250040869387192,0.0968344745329226,,,,,1,1,0
562,77.286327,-68.985405,-0.18319771967356324,-0.10156908463955361,,,,,1,1,0
563,77.333966,-70.457497,0.49650266944398247,0.27345014311221405,,,,,0,1,0
564,77.357488,-70.553963,-0.16400616626425268,-0.09258013390114606,,,,,1,1,0
565,77.366182,-68.85215,-15.379159663085995,-13.739138538461603,-15.259079438127728,,0.183910128292462,,1,1,0
566,77.418324,-71.04985,-0.11295341086388788,0.12040966735187197,,,,,1,1,0
567,77.472865,-68.612206,-0.129016655736919,-0.04852830375277328,,,,,1,1,0
568,77.504119,-68.902481,-0.1811860059694581,-0.12155376334132129,,,,,1,1,0
569,77.527956,-67.315636,-0.18353960551775472,0.0011310302033091801,,,,,1,1,0
570,77.544668,-68.243187,-0.05403581558298498,0.08042740747082888,,,,,1,1,0
571,77.579111,-65.274826,-0.05637629461301508,-0.07268621765457439,,,,,1,1,0
572,77.660807,-69.715027,-18.321557421169828,-16.35729628794574,-18.01304788722164,-16.327606863188315,0.0622975857696062,0.06009215113392585,1,1,1
573,77.770308,-70.243507,-0.1976639462080847,-0.10671578896485734,,,,,1,1,0
574,77.773078,-68.018791,,,,,,,1,0,0
575,77.904951,-69.304825,0.6628841384860475,0.16807834683978307,,,,,0,1,0
576,77.946825,-69.4328,-18.221381631948272,-16.563973065366472,-20.20817510441484,-18.86248298352801,2.2941562808071154,2.3669221981216815,1,1,1
577,77.960234,-69.351288,-0.1371951014658137,-0.043431583352534275,-0.08145580706062283,,-0.15942583154241774,,1,1,0
578,77.964982,-70.576408,-0.1668140592821885,-0.07527990565688114,,,,,1,1,0
579,77.966916,-67.166054,-0.20234796495372187,0.03831070862379171,,,,,1,1,0
580,78.028352,-67.198875,-0.18007557962809706,0.06794663653422006,-1.7027112432913896,-0.9479485629357516,1.4770470923809533,1.0121592736681109,1,1,1
581,78.141871,-65.826668,0.04046982342980954,0.3511041831067896,,,,,0,1,0
582,78.197533,-69.23555,-0.13448622379683073,-0.0913208135338266,-0.4252922559604606,0.30424182060670724,0.19473210107980243,-0.37392278251263456,1,1,0
583,78.22591,-69.236984,-0.18311567108587568,-0.0940037850972395,-0.32728210579528216,-0.0608666271676519,0.054036664930759315,-0.025823086325027944,1,1,1
584,78.285377,-70.139542,-0.1256141087316749,0.022140293087751672,,,,,1,1,0
585,78.316665,-67.296463,-0.15222809834846984,0.032307975937907685,,,,,1,1,0
586,78.319998,-69.556137,-14.589046206798571,-13.689582221263313,,,,,1,1,0
587,78.37822,-69.539902,-0.03058052910581388,-0.4829674832614277,,,,,1,1,0
588,78.42998,-68.964081,-0.04270102807016585,0.06002715791237634,-0.5163075708908469,,0.16288885111912776,,1,1,0
589,78.454106,-67.446625,-0.12802371957252667,-0.03208608848319017,,,,,1,1,0
590,78.471043,-67.376289,-0.44665220176446674,-0.06659930617611742,,,,,1,1,0
591,78.473614,-67.063515,-0.44311188708266513,-0.8288547606351813,,,,,1,1,0
