Star_Index,RA,DEC,Offset_MCPS_APASS_4380A,Offset_MCPS_APASS_5450A,Offset_SMASH_APASS_4600A,Offset_SMASH_APASS_5600A,Offset_MCPS_SMASH_4600A,Offset_MCPS_SMASH_5600A,choose_MCPS,choose_APASS,choose_SMASH
117,13.163567,-72.740128,-0.2791986877661632,0.016275146082394443,-0.7033708060718133,,0.1853731123096125,,1,1,0
118,13.1687,-72.745171,-0.5884645560296367,-0.4198752375427848,-0.9634743897602167,,0.10986352234532148,,1,1,0
119,13.169555,-72.756119,-0.11127838260576262,-0.06223391520210697,,,,,1,1,0
120,13.173921,-73.065315,-0.6446693531292311,-0.3379320702448272,-1.2003537077946973,-0.6227657695412852,0.2939361265181972,0.23434772518848135,1,1,1
121,13.189993,-73.073402,-0.08477383485758772,0.0060362964685367615,,,,,1,1,0
122,13.201415,-72.968979,-15.831397785241684,-14.32133408828177,-15.72986197636581,,0.17568568209940416,,1,1,0
123,13.211746,-72.775291,-0.05454679100385462,0.020832942213422356,,,,,1,1,0
124,13.233808,-72.232277,-15.93824404152911,-14.361149612803755,-15.730638921634826,,0.08247385611093705,,1,1,0
125,13.237359,-72.394661,-15.843522642726715,-14.32322500904608,-15.789795693200233,-14.54490613426389,0.2253915474368231,0.2741383030589102,1,1,1
126,13.241423,-72.580956,-14.075639136139886,-13.793977131601709,-14.100930594328668,-13.820679038553616,0.04789258988262546,0.018596775248054698,1,1,1
127,13.245275,-73.139763,-15.816897215181804,-14.27045439518191,-15.916732040919161,-14.605809559438976,0.3846443406647335,0.37214471929658366,1,1,1
128,13.249078,-73.441971,-0.07456440802588915,-0.06712823936183554,-0.5428333744762721,,0.12007211297312637,,1,1,0
129,13.256099,-72.399757,-15.229912228355456,-13.754416748168182,-15.119834076234389,,0.1597660933452314,,1,1,0
130,13.256905,-72.508492,-15.284745751708751,-13.821555853021474,-15.125625269129877,,0.1081944215700581,,1,1,0
131,13.259931,-72.498817,-15.457025493026114,-14.121454446289347,-15.437406131344186,-14.202018370260149,0.22155901552089752,0.10460856260291784,1,1,1
132,13.268429,-72.562134,-15.685827849912341,-14.1479508144673,-15.628684119366314,-14.454636531316154,0.2266118921657796,0.2989159776820376,1,1,1
133,13.279305,-72.171394,-16.12392496128959,-14.573634753317258,-15.959523001467655,,0.12082911199166979,,1,1,0
134,13.309965,-72.641273,-15.879868328954258,-14.261920533312528,-15.840838366615738,-14.555185387512907,0.2605340436068211,0.3368580864197881,1,1,1
135,13.315513,-72.367493,-13.134514278654859,-12.86169892189513,,,,,1,1,0
136,13.316536,-73.259033,-0.06847205330901751,0.008375312208110941,,,,,1,1,0
137,13.327935,-72.551033,-13.897110819972225,-13.580439510141696,-13.945482045942084,,0.0781388247295709,,1,1,0
138,13.329248,-71.703796,-0.1100295432957985,0.023959250868184512,-0.4370418515253789,,0.05568647499472057,,1,1,0
139,13.33919,-72.287971,0.28419444638636726,-0.6554065307698078,,,,,0,1,0
140,13.339863,-71.844383,-0.11352509026241009,-0.21114426431176625,,,,,1,1,0
141,13.345563,-72.413216,-15.33449831697821,-14.03571375582791,-15.178990413652466,,0.07766089303875745,,1,1,0
142,13.348422,-72.783722,-14.678387332547073,-13.387582170155879,-14.631819349303752,-13.500455817994974,0.18491458557627105,0.16077906982040702,1,1,1
143,13.350006,-73.11042,-18.364224467876415,-16.425503116537794,-18.17227952704451,-16.59515283149922,0.17380349625116054,0.2440511473686584,1,1,1
144,13.358685,-72.489899,-14.239848372068032,-14.015924497332897,-14.538602678989864,-14.081756940839586,0.30934106735819,0.058398096876910444,1,1,1
145,13.378453,-73.231285,-15.523334120571024,-14.382176134367898,-15.381228815996437,,0.05818205466416693,,1,1,0
146,13.378894,-72.532722,-15.282535375660844,-13.688382911852518,-15.094028928778378,,0.10599887642814387,,1,1,0
147,13.405291,-72.398819,-13.3547917397327,-13.06058608306881,,,,,1,1,0
148,13.407487,-72.422089,-15.753234728954258,-14.473871658634348,-15.664589688768368,,0.14051896575944944,,1,1,0
149,13.407679,-72.54425,-13.176317775660847,-12.770890609909797,,,,,1,1,0
150,13.412949,-72.393631,-15.711828990032103,-14.241803934895582,-15.800742469338013,-14.44667199022089,0.35749305411352594,0.262691513759,1,1,1
151,13.415298,-72.535828,-13.79491906907402,-12.75875140284164,,,,,1,1,0
152,13.417728,-72.409355,-15.127139897816535,-14.001721326116606,-15.075677876889449,-14.063563642076836,0.1458744401080736,0.09523003240980366,1,1,1
153,13.42474,-72.908089,-15.89087174931354,-14.491886696996866,-15.89634243293612,-14.63430273991468,0.25950654585534316,0.18644049411341435,1,1,1
154,13.427622,-72.287094,-12.6197860391339,-11.960984599675534,,,,,1,1,0
155,13.433085,-72.089363,-0.5701189047971233,-0.31554110622585263,,,,,1,1,0
156,13.440647,-72.894165,-14.66338163194827,-13.007142298052234,-14.771762553473526,,0.4157437298658042,,1,1,0
157,13.442446,-72.531502,-15.797827849912343,-14.255585929746509,-15.660012198575906,,0.14593997137536974,,1,1,0
158,13.446713,-73.248802,-0.0916227101135263,0.026516201081912882,,,,,1,1,0
159,13.470145,-71.632614,-0.16656767599516087,0.015241107121767072,,,,,1,1,0
160,13.477901,-72.437256,-16.16302321278659,-14.67883025202999,-16.158758722571214,-14.887113221032855,0.2672659827958288,0.2657710348995206,1,1,1
161,13.485679,-72.911011,-15.419604740930305,-13.820491939980771,-15.44030961315832,-13.892972892513583,0.31626408775419357,0.12153629178396663,1,1,1
162,13.495741,-72.362373,-15.846884482247672,-14.37359344892777,-15.704142419148091,,0.12668062548048908,,1,1,0
163,13.495896,-72.262009,-14.000763993624918,-13.708055980790059,-14.09740199185826,,0.12113613591520789,,1,1,0
164,13.507475,-72.317116,-15.54163590739737,-14.15545789923537,-15.598058585375545,-14.255355855490276,0.30687530667800544,0.20036418011186186,1,1,1
165,13.511337,-73.25885,-0.10029902206134444,-0.015242717358486146,,,,,1,1,0
166,13.525363,-73.061119,-15.563772357696772,-14.026292732784844,-15.55685183544399,,0.2759919866865701,,1,1,0
167,13.531955,-72.380341,-0.19249163751728027,-0.004561975650782202,-0.393825329830344,-0.050223434678668966,0.09032709356209168,0.05729602667712186,1,1,1
168,13.540397,-72.374336,-1.9349334866190766,-0.6872497251988019,-1.9265925446750956,,0.10007281858648298,,1,1,0
169,13.567612,-72.239929,-13.918930470271622,-13.615932016514156,-14.081125764056827,-13.705243744334775,0.18922277278443644,0.08178155475168758,1,1,1
170,13.59046,-72.508453,-13.552572051109948,-13.422262860489548,,,,,1,1,0
171,13.610954,-72.679138,-14.70154905709797,-13.98604470201817,-14.802031322730333,-13.934948605354416,0.2128750140926723,-0.03457383350517951,1,1,1
172,13.611973,-72.883247,-14.674907667876413,-12.908164906703444,-14.741419255773234,,0.39706002497988635,,1,1,0
173,13.620808,-72.742271,-0.5765016257670954,0.08168402185853729,-10.10006151381597,-2.207609464495116,0.10719183553049483,0.006344647715087248,1,1,1
174,13.627097,-72.570183,-15.179314546918333,-13.674281402905523,-14.938356791697954,,0.03499906509622086,,1,1,0
175,13.638384,-72.180771,-0.497379240590055,-0.32774110074862506,-12.087869655004322,-2.8991644535135617,0.27293079168643075,0.17962470498227745,1,1,1
176,13.648799,-72.665016,-13.806179045121924,-13.410909407862944,-13.864392929631482,-14.293844537994739,0.10421142338902811,0.8884373527877258,1,1,1
177,13.653195,-72.309631,-15.609410518175814,-14.01907812947436,-15.442570353161507,,0.12576815230827876,,1,1,0
178,13.65933,-72.601669,-15.850856736139887,-14.379409228986924,-15.88790114066193,-14.525729768932054,0.30604553621588515,0.1964299700269727,1,1,1
179,13.672227,-73.240891,-0.1247737124463324,0.16303275293621056,-0.2334509919888177,,0.031088914299683523,,1,1,0
180,13.672755,-72.237221,-13.142294590032103,-13.03210119809248,,,,,1,1,0
181,13.67278,-72.486137,-15.65356426188839,-14.130270124133634,-15.525729504965977,,0.15191607537023089,,1,1,0
182,13.673452,-73.128853,-14.476814925361445,-13.886837873426117,-14.963419791351013,,0.5726503090606574,,1,1,0
183,13.693553,-72.46489,-14.0003327888345,-13.667687643123239,-14.062070055270008,-13.7175836988509,0.0948773202850397,0.04548024193121414,1,1,1
184,13.699284,-71.76387,-15.222923629553062,-14.477405469396295,-15.179942265979008,-14.107939712332824,0.07510240285032843,-0.31930841376205343,1,1,1
185,13.699347,-71.414688,-0.13916702190681107,-0.004363482973962718,,,,,1,1,0
186,13.70945,-73.0466,-0.32704278546456145,0.003233648091923058,-0.6916725226825395,,0.12374857493897373,,1,1,0
187,13.712406,-73.099899,-15.55050059721773,-14.398149868340926,-15.535538423115739,-14.5247174876722,0.18785452645412626,0.1672381451565048,1,1,1
188,13.726891,-73.15094,-14.65074575170875,-13.187924292903158,-14.589887531533439,,0.20645668397362194,,1,1,0
189,13.761648,-72.768044,-0.6942850311132158,-0.047359648033800994,-0.9840858240149402,-0.3388498918986844,0.23076598654610692,0.27529355009724377,1,1,1
190,13.767206,-72.472443,-0.47783575322432625,-0.2683716526867652,,,,,1,1,0
191,13.784495,-72.567459,-13.53326570380456,-13.35190569937975,,,,,1,1,0
192,13.789353,-72.515457,-15.308798963684799,-13.69585662027183,-15.224947447253905,,0.21465859729887704,,1,1,0
193,13.79491,-72.45266,-13.127566350511147,-12.630890609909798,,,,,1,1,0
194,13.802364,-72.436417,-13.015762853505157,-12.651322962832184,,,,,1,1,0
195,13.803228,-72.51178,-15.326174676259647,-13.758544574249584,-15.204128830391062,,0.1669792379210655,,1,1,0
