RA,DEC,ebv_eden,ebv_sf,av_eden,av_sf,av_zh,av_zh_std
17.793628,-73.086525,0.03546,0.09142,0.11242,0.27609,0.32,0.29
18.18153,-73.294205,0.03583,0.19461,0.11357,0.58771,0.34,0.29
18.234879,-73.533585,0.03724,0.0537,0.11807,0.16219,0.22,0.24
18.263969,-73.205635,0.03548,0.2394,0.11246,0.72299,0.36,0.3
18.325872,-73.363472,0.03605,0.17454,0.11429,0.5271,0.32,0.29
18.409569,-73.278755,0.03568,0.44158,0.1131,1.33358,0.38,0.31
18.6571,-71.876244,0.03977,0.04559,0.12607,0.13767,0.2,0.23
18.69335,-73.35096,0.03589,0.30986,0.11377,0.93578,0.37,0.31
18.752301,-73.799683,0.04117,0.04486,0.13051,0.13548,0.23,0.24
18.756336,-73.666168,0.03897,0.04982,0.12355,0.15046,0.23,0.23
18.861405,-73.337494,0.03578,0.24002,0.11343,0.72486,0.39,0.32
18.869048,-73.260292,0.03543,0.30926,0.1123,0.93397,0.43,0.31
19.104533,-73.146667,0.03493,0.14199,0.11072,0.42882,0.37,0.29
19.219859,-73.216873,0.03516,0.10717,0.11144,0.32365,0.4,0.29
19.275741,-73.647217,0.03944,0.0551,0.12501,0.1664,0.24,0.25
19.3377,-73.595901,0.03863,0.05551,0.12244,0.16764,0.23,0.25
19.345612,-73.35466,0.03586,0.0685,0.11369,0.20688,0.37,0.28
19.363246,-72.677254,0.03548,0.04382,0.11248,0.13235,0.23,0.22
19.417553,-73.202896,0.03506,0.07444,0.11113,0.22482,0.38,0.27
19.435629,-73.481575,0.03726,0.06521,0.11812,0.19694,0.29,0.26
19.470878,-73.62368,0.03928,0.0492,0.12452,0.14858,0.23,0.24
19.917681,-73.335297,0.03613,0.05549,0.11454,0.16757,0.36,0.26
19.928189,-73.5327,0.03852,0.04207,0.1221,0.12705,0.25,0.25
68.923506,-72.361092,0.11071,0.11461,0.35094,0.39083,0.65,0.36
69.807742,-71.735428,0.12099,0.11503,0.38355,0.39224,0.54,0.38
70.332642,-70.115997,0.11697,0.10586,0.3708,0.361,0.65,0.36
70.510723,-70.524918,0.13381,0.15179,0.42416,0.51759,0.65,0.37
70.779561,-70.458649,0.13384,0.14997,0.42428,0.51139,0.64,0.36
70.956826,-69.304626,0.1028,0.13535,0.32588,0.46154,0.53,0.35
71.327625,-69.27739,0.10437,0.17936,0.33085,0.61163,0.55,0.34
71.40502,-70.251076,0.1295,0.1218,0.41053,0.41534,0.67,0.35
71.533928,-68.915482,0.0857,0.2372,0.27167,0.80886,0.61,0.39
71.888462,-69.242455,0.10343,0.43411,0.32787,1.48032,0.66,0.33
71.975142,-69.179344,0.10089,0.52347,0.31983,1.78505,0.63,0.34
72.030049,-69.468002,0.11148,0.37844,0.35338,1.2905,0.66,0.34
72.255617,-68.976868,0.0939,0.39189,0.29766,1.33634,0.6,0.34
72.268664,-68.907272,0.09134,0.36138,0.28956,1.23231,0.59,0.35
72.30168,-69.456535,0.10946,0.71716,0.34697,2.44552,0.67,0.34
72.306186,-69.787003,0.10901,0.15676,0.34555,0.53454,0.49,0.35
72.329389,-69.431839,0.10854,0.82574,0.34406,2.81579,0.68,0.34
72.47404,-69.754547,0.10546,0.18663,0.33431,0.6364,0.47,0.35
72.485769,-69.755859,0.10518,0.18351,0.33343,0.62576,0.47,0.35
72.513294,-68.259689,0.0644,0.1937,0.20415,0.66052,0.76,0.38
72.569551,-69.969131,0.10363,0.10966,0.32851,0.37395,0.54,0.34
72.572915,-69.397163,0.10395,1.14349,0.32953,3.8993,0.66,0.34
72.593866,-69.332047,0.10317,1.25952,0.32704,4.29497,0.67,0.35
72.654389,-69.99234,0.10193,0.10685,0.32311,0.36436,0.54,0.33
72.662716,-69.983589,0.10182,0.10821,0.32276,0.369,0.54,0.34
72.667214,-69.712425,0.10243,0.21686,0.32469,0.73949,0.48,0.35
72.732719,-69.431274,0.10172,1.08836,0.32246,3.71132,0.64,0.34
72.782142,-70.277702,0.09605,0.13979,0.30448,0.4767,0.57,0.35
72.806542,-69.194733,0.10025,0.77976,0.3178,2.65897,0.64,0.36
72.810664,-68.962128,0.09706,0.49522,0.30767,1.68871,0.57,0.35
72.937831,-69.504936,0.09876,0.574,0.31307,1.95735,0.59,0.34
72.937915,-69.77256,0.0994,0.24504,0.3151,0.8356,0.48,0.35
72.941734,-68.886284,0.09624,0.32365,0.30508,1.10366,0.53,0.37
72.976371,-69.024078,0.09882,0.50581,0.31326,1.72481,0.57,0.36
73.033181,-66.818192,0.04285,0.51831,0.13584,1.76745,0.56,0.39
73.039665,-70.505318,0.08788,0.1528,0.27858,0.52106,0.5,0.38
73.073257,-66.912819,0.04378,1.22873,0.1388,4.18997,0.57,0.39
73.080188,-69.078506,0.09967,0.64985,0.31595,2.21597,0.57,0.38
73.222376,-67.095154,0.04577,0.43908,0.14509,1.49727,0.52,0.41
73.245894,-69.880737,0.09471,0.19342,0.30023,0.65956,0.53,0.36
73.291444,-66.960022,0.0446,0.62039,0.14139,2.11554,0.54,0.39
73.297462,-68.648354,0.08987,0.29179,0.2849,0.99499,0.53,0.39
73.355576,-68.916763,0.09861,0.33936,0.3126,1.15721,0.47,0.38
73.394164,-67.078598,0.04599,0.37278,0.1458,1.27118,0.48,0.4
73.404957,-69.718651,0.09417,0.25201,0.29851,0.85936,0.46,0.34
73.422152,-69.073898,0.09594,0.969,0.30413,3.30429,0.52,0.4
73.512351,-69.834541,0.09199,0.23826,0.29162,0.81245,0.5,0.36
73.523972,-69.765968,0.09254,0.26605,0.29335,0.90721,0.45,0.34
73.566326,-66.301208,0.04117,0.35302,0.13051,1.20381,0.51,0.41
73.573663,-67.093658,0.04656,0.28163,0.14761,0.96037,0.44,0.39
73.59903,-70.901611,0.08066,0.22056,0.25568,0.7521,0.47,0.38
73.645546,-66.646965,0.04256,0.24659,0.13492,0.84087,0.41,0.4
73.672778,-69.4366,0.09031,0.61227,0.28628,2.08784,0.55,0.35
73.678207,-69.285744,0.08983,0.88648,0.28475,3.02289,0.54,0.36
73.691707,-68.962776,0.09369,0.29357,0.297,1.00106,0.43,0.39
73.708893,-66.939491,0.04497,0.26808,0.14255,0.91416,0.45,0.38
73.738997,-66.752464,0.04339,0.21334,0.13755,0.72748,0.42,0.39
73.764138,-68.222588,0.07347,0.27622,0.23289,0.94192,0.72,0.36
73.770646,-69.798615,0.08933,0.20954,0.28319,0.71452,0.45,0.35
73.7762,-67.475845,0.05191,0.10109,0.16455,0.34472,0.54,0.39
73.790355,-69.486183,0.08945,0.45184,0.28357,1.54076,0.52,0.35
73.83998,-67.436485,0.05161,0.10483,0.16359,0.35748,0.51,0.39
73.887955,-67.338417,0.0504,0.16025,0.15977,0.54644,0.47,0.39
73.919471,-69.87233,0.08608,0.18072,0.27287,0.61626,0.45,0.35
73.970039,-69.706245,0.08839,0.15551,0.2802,0.5303,0.41,0.34
73.974836,-66.416481,0.04203,1.64912,0.13323,5.6235,0.54,0.39
73.978905,-69.725128,0.08807,0.14994,0.27917,0.51129,0.41,0.34
74.058839,-67.413483,0.05172,0.11528,0.16395,0.39309,0.5,0.38
74.063274,-66.20369,0.04161,0.61642,0.13191,2.102,0.56,0.42
74.073144,-66.305267,0.04193,1.21901,0.13292,4.15682,0.57,0.4
74.108788,-69.673508,0.08746,0.15531,0.27724,0.52962,0.4,0.34
74.114236,-67.933502,0.06067,0.19986,0.19232,0.68153,0.61,0.37
74.114566,-69.379623,0.08633,0.44984,0.27366,1.53396,0.45,0.35
74.118794,-69.711594,0.08693,0.13312,0.27556,0.45394,0.4,0.34
74.127341,-66.302498,0.04195,1.3412,0.13299,4.57348,0.57,0.4
74.145976,-66.875214,0.04485,0.1322,0.14218,0.45082,0.43,0.4
74.147677,-68.25647,0.07373,0.32377,0.23373,1.10405,0.72,0.36
74.163857,-67.330376,0.05053,0.17031,0.16017,0.58077,0.46,0.38
74.166683,-69.698967,0.08668,0.13669,0.27477,0.4661,0.4,0.34
74.182526,-67.488174,0.05261,0.12563,0.16676,0.42839,0.52,0.38
74.213229,-66.530151,0.04281,1.4189,0.13572,4.83845,0.51,0.39
74.227917,-67.086021,0.04747,0.18387,0.15047,0.62701,0.46,0.39
74.231543,-67.486946,0.05256,0.13034,0.16662,0.44446,0.52,0.38
74.257486,-67.995209,0.06254,0.23804,0.19824,0.8117,0.62,0.37
74.284954,-67.046066,0.04703,0.1853,0.14908,0.63188,0.47,0.4
74.286438,-66.866669,0.04494,0.11989,0.14247,0.40883,0.44,0.41
74.290445,-67.022011,0.04673,0.18061,0.14812,0.61587,0.46,0.4
74.295525,-67.340118,0.0505,0.16328,0.16008,0.55679,0.47,0.38
74.320065,-68.410988,0.07805,1.31473,0.24743,4.48324,0.66,0.37
74.353067,-68.844727,0.08081,0.62409,0.25617,2.12813,0.46,0.4
74.420186,-66.786026,0.0448,0.12625,0.142,0.4305,0.47,0.42
74.432613,-66.857719,0.0452,0.11266,0.14327,0.38417,0.46,0.41
74.434938,-69.521049,0.08626,0.39268,0.27343,1.33903,0.46,0.35
74.437683,-65.708374,0.03964,0.0503,0.12567,0.17152,0.41,0.42
74.445788,-69.215889,0.08267,0.503,0.26205,1.71522,0.42,0.38
74.447295,-69.391327,0.08535,0.46488,0.27055,1.58523,0.46,0.35
74.467946,-69.392502,0.0853,0.46106,0.27039,1.5722,0.47,0.35
74.489212,-69.538612,0.08594,0.35176,0.27244,1.19951,0.46,0.35
74.512659,-68.906418,0.07816,0.55858,0.24777,1.90477,0.46,0.41
74.523225,-69.454338,0.08542,0.44583,0.27079,1.52028,0.48,0.35
74.527298,-67.241653,0.04939,0.2023,0.15656,0.68983,0.46,0.39
74.537554,-67.306412,0.04997,0.17546,0.15839,0.59833,0.47,0.39
74.565514,-70.532059,0.06787,0.1007,0.21514,0.34337,0.43,0.4
74.636575,-70.346024,0.06974,0.16069,0.22106,0.54796,0.43,0.39
74.668893,-70.527405,0.06714,0.1002,0.21284,0.34167,0.42,0.4
74.676973,-69.690598,0.08429,0.13221,0.26721,0.45085,0.43,0.37
74.714423,-67.052444,0.04784,0.15979,0.15164,0.54489,0.51,0.41
74.717101,-69.425728,0.08385,0.3923,0.26579,1.33775,0.51,0.35
74.834295,-68.843079,0.0738,0.31032,0.23394,1.05818,0.45,0.42
74.921413,-69.4561,0.08273,0.3556,0.26227,1.2126,0.5,0.36
74.931386,-68.523003,0.06984,0.14086,0.22141,0.48033,0.54,0.43
74.952992,-67.818863,0.05567,0.1843,0.17647,0.62847,0.55,0.38
74.964046,-70.222679,0.07005,0.2941,0.22204,1.00287,0.48,0.38
74.998596,-67.085793,0.04851,0.17175,0.15379,0.58568,0.54,0.42
75.031533,-68.449997,0.06736,0.20679,0.21353,0.70515,0.56,0.43
75.04305,-67.152191,0.04901,0.13448,0.15535,0.45857,0.53,0.42
75.133394,-67.940735,0.05686,0.25034,0.18024,0.85365,0.53,0.4
75.136946,-70.496994,0.06528,0.08284,0.20693,0.28247,0.36,0.38
75.158007,-67.764633,0.05368,0.19551,0.17016,0.66669,0.54,0.4
75.206093,-68.119324,0.0601,0.3346,0.19051,1.141,0.64,0.42
75.206554,-68.434021,0.06498,0.27892,0.20598,0.95112,0.52,0.43
75.209047,-69.642174,0.08116,0.19448,0.25726,0.66319,0.52,0.37
75.229871,-66.637321,0.04619,0.10501,0.14643,0.3581,0.53,0.44
75.24744,-66.644096,0.04627,0.10344,0.14668,0.35274,0.54,0.44
75.255055,-66.10524,0.04248,0.25288,0.13467,0.86232,0.32,0.4
75.343363,-70.258026,0.06846,0.11715,0.217,0.39949,0.47,0.36
75.380222,-66.954361,0.04841,0.16801,0.15345,0.57291,0.56,0.43
75.386393,-68.220688,0.06054,0.3696,0.1919,1.26032,0.58,0.43
75.461606,-69.414696,0.07678,0.16205,0.24339,0.55257,0.45,0.35
75.480705,-70.525101,0.06344,0.11973,0.2011,0.40829,0.35,0.38
75.508911,-70.1511,0.07048,0.12954,0.22341,0.44175,0.54,0.36
75.57528,-66.10759,0.04317,0.14788,0.13685,0.50427,0.34,0.39
75.744805,-65.93792,0.04278,0.26099,0.13561,0.88997,0.44,0.39
75.767477,-70.950439,0.05959,0.11201,0.18891,0.38195,0.51,0.4
75.783619,-66.230949,0.04464,0.10915,0.1415,0.37222,0.36,0.39
75.792006,-70.16497,0.06871,0.17793,0.2178,0.60673,0.55,0.37
75.849929,-68.925583,0.06656,0.44726,0.21099,1.52514,0.38,0.39
75.936254,-69.100464,0.06862,0.63945,0.21752,2.18052,0.34,0.39
75.951584,-66.133018,0.04454,0.10863,0.14119,0.37041,0.37,0.38
75.956276,-68.934052,0.06633,0.52595,0.21028,1.7935,0.39,0.39
76.021395,-69.018661,0.06742,0.71518,0.21373,2.43876,0.37,0.39
76.04151,-67.330482,0.04956,0.55681,0.1571,1.89871,0.51,0.42
76.051742,-67.416496,0.04981,0.35184,0.15791,1.19977,0.46,0.42
76.059927,-66.431381,0.04732,0.16464,0.15,0.56142,0.44,0.41
76.064453,-69.026779,0.06751,0.72771,0.214,2.4815,0.37,0.39
76.149149,-68.748634,0.0632,0.22478,0.20033,0.7665,0.38,0.4
76.167037,-68.949463,0.06631,0.54983,0.21021,1.87492,0.4,0.39
76.209054,-68.13121,0.05492,0.43314,0.17409,1.477,0.58,0.42
76.217287,-69.062897,0.06794,0.73224,0.21537,2.49695,0.38,0.4
76.229829,-68.551895,0.05961,0.46833,0.18898,1.59702,0.52,0.42
76.229918,-68.967377,0.0665,0.55564,0.21082,1.89474,0.4,0.4
76.304923,-68.553238,0.0594,0.45472,0.18828,1.55059,0.52,0.42
76.336289,-70.741852,0.05837,0.21598,0.18504,0.7365,0.43,0.41
76.341489,-67.120789,0.04969,0.21325,0.15753,0.7272,0.58,0.4
76.371157,-68.965065,0.06629,0.45107,0.21016,1.53815,0.41,0.4
76.424819,-67.751686,0.05172,0.26264,0.16397,0.89561,0.48,0.39
76.474828,-68.180702,0.05471,0.57675,0.17343,1.96671,0.58,0.41
76.492217,-70.534889,0.06011,0.18061,0.19056,0.61589,0.3,0.37
76.536993,-71.25724,0.05665,0.10404,0.17958,0.35477,0.48,0.4
76.568824,-68.368561,0.05596,0.47738,0.17741,1.62785,0.52,0.41
76.580081,-71.470123,0.05631,0.14815,0.17852,0.5052,0.55,0.38
76.595263,-69.819595,0.07072,0.23623,0.22418,0.80556,0.57,0.4
76.614421,-68.511215,0.05746,0.64282,0.18214,2.19201,0.5,0.41
76.614966,-68.364449,0.05573,0.48541,0.17666,1.65524,0.52,0.41
76.63928,-68.363991,0.05562,0.49079,0.17632,1.67358,0.51,0.41
76.68745,-68.346352,0.05529,0.49161,0.17526,1.6764,0.52,0.41
76.690052,-68.986404,0.06623,0.50291,0.20996,1.71492,0.42,0.41
76.693142,-69.049408,0.06722,0.47603,0.21308,1.62328,0.4,0.41
76.69987,-70.037064,0.06679,0.42631,0.21172,1.45373,0.61,0.37
76.782532,-68.888756,0.06457,0.47182,0.20468,1.60891,0.42,0.41
76.814063,-70.200775,0.06389,0.27705,0.20253,0.94475,0.55,0.37
76.816581,-68.883507,0.06442,0.50013,0.20423,1.70545,0.42,0.41
76.828802,-68.427116,0.05527,0.61731,0.17522,2.10502,0.5,0.41
76.833749,-70.454239,0.06048,0.29138,0.19172,0.9936,0.31,0.37
76.871172,-68.311821,0.05439,0.49909,0.17241,1.70191,0.52,0.4
76.878954,-65.3396,0.04075,0.0671,0.12918,0.22881,0.44,0.4
76.938948,-69.162407,0.06853,0.43043,0.21723,1.46775,0.39,0.41
76.976827,-69.458702,0.07038,0.39435,0.22312,1.34474,0.52,0.38
76.977897,-68.676727,0.0602,0.53021,0.19084,1.80802,0.42,0.39
76.998653,-66.655083,0.05,0.15894,0.15849,0.54199,0.53,0.41
77.004271,-67.097099,0.05073,0.21037,0.16083,0.71737,0.63,0.4
77.02987,-66.98938,0.05074,0.15425,0.16086,0.52599,0.58,0.42
77.076109,-68.779739,0.06204,0.7645,0.19666,2.60695,0.41,0.39
77.160077,-67.785843,0.05137,0.17636,0.16283,0.60138,0.51,0.4
77.242485,-68.48764,0.05649,0.81561,0.17907,2.78124,0.5,0.41
77.286327,-68.985405,0.06546,0.95088,0.20752,3.24251,0.41,0.4
77.333966,-70.457497,0.05977,0.2233,0.18947,0.76144,0.33,0.39
77.357488,-70.553963,0.05873,0.20934,0.18616,0.71385,0.33,0.39
77.366182,-68.85215,0.06306,2.64388,0.19991,9.01562,0.41,0.39
77.418324,-71.04985,0.0562,0.20015,0.17816,0.6825,0.53,0.42
77.472865,-68.612206,0.05876,0.69699,0.18626,2.37672,0.48,0.41
77.504119,-68.902481,0.06377,2.98734,0.20215,10.18683,0.42,0.4
77.527956,-67.315636,0.05283,0.18939,0.16746,0.64582,0.64,0.39
77.544668,-68.243187,0.05324,0.37156,0.16878,1.26703,0.53,0.41
77.579111,-65.274826,0.04416,0.05404,0.13997,0.18427,0.34,0.39
77.660807,-69.715027,0.06808,0.3197,0.21582,1.09018,0.48,0.43
77.770308,-70.243507,0.06212,0.34369,0.1969,1.172,0.53,0.39
77.773078,-68.018791,0.05182,0.30783,0.16427,1.0497,0.61,0.41
77.904951,-69.304825,0.06854,0.64919,0.21728,2.21375,0.51,0.39
77.946825,-69.4328,0.06827,0.71597,0.21641,2.44144,0.51,0.39
77.960234,-69.351288,0.06844,0.80587,0.21695,2.74801,0.53,0.38
77.964982,-70.576408,0.05944,0.27993,0.18841,0.95458,0.36,0.39
77.966916,-67.166054,0.05509,0.48424,0.17465,1.65125,0.65,0.4
78.028352,-67.198875,0.05546,0.50445,0.17581,1.72019,0.63,0.4
78.141871,-65.826668,0.05143,0.0615,0.16303,0.2097,0.47,0.39
78.197533,-69.23555,0.06846,1.22518,0.21702,4.17785,0.48,0.4
78.22591,-69.236984,0.06849,1.32644,0.21712,4.52316,0.48,0.39
78.285377,-70.139542,0.06342,0.2443,0.20105,0.83307,0.59,0.38
78.316665,-67.296463,0.05618,0.38242,0.1781,1.30404,0.6,0.41
78.319998,-69.556137,0.0671,1.10135,0.21272,3.7556,0.53,0.4
78.37822,-69.539902,0.06699,1.01796,0.21237,3.47123,0.53,0.39
78.42998,-68.964081,0.06594,0.55457,0.20904,1.89109,0.47,0.41
78.454106,-67.446625,0.05529,1.05574,0.17528,3.60007,0.63,0.41
78.471043,-67.376289,0.05605,0.79393,0.17767,2.70729,0.61,0.41
78.473614,-67.063515,0.05806,0.40541,0.18404,1.38244,0.69,0.4
78.507998,-67.451942,0.05539,1.08299,0.1756,3.69299,0.63,0.41
78.518418,-67.264061,0.05733,0.30402,0.18174,1.03672,0.6,0.4
78.546107,-69.543488,0.06646,0.84595,0.21069,2.88467,0.53,0.4
78.56421,-68.978951,0.06605,0.54515,0.20939,1.85895,0.46,0.41
78.578573,-67.263702,0.05757,0.29804,0.18251,1.01631,0.6,0.4
78.870786,-66.810394,0.05892,0.1444,0.18679,0.49239,0.5,0.41
78.901303,-69.431702,0.06542,0.67217,0.20737,2.29211,0.52,0.4
78.933622,-68.991867,0.06542,0.55977,0.20739,1.90882,0.44,0.42
79.075968,-67.240059,0.0592,0.25515,0.18766,0.87005,0.63,0.38
79.170383,-69.656197,0.06382,0.51626,0.20231,1.76044,0.51,0.43
79.386792,-69.752083,0.06307,0.86033,0.19994,2.93371,0.49,0.44
79.434664,-69.342567,0.06424,1.78616,0.20363,6.09081,0.61,0.43
79.554313,-69.874611,0.06258,0.78987,0.19839,2.69344,0.57,0.43
79.557173,-68.49041,0.05721,0.31238,0.18137,1.0652,0.55,0.43
79.579719,-68.718452,0.06044,0.58027,0.19158,1.97872,0.48,0.43
79.593344,-69.545151,0.06277,1.38307,0.19899,4.71626,0.47,0.42
79.594847,-69.488861,0.06298,1.33857,0.19965,4.56452,0.49,0.42
79.604903,-69.686317,0.06236,1.41886,0.19767,4.83831,0.47,0.44
79.712597,-72.120125,0.0588,0.06908,0.18639,0.23558,0.4,0.35
79.815808,-68.934425,0.06368,0.35143,0.20188,1.19839,0.41,0.42
79.846065,-65.858719,0.05852,0.14624,0.1855,0.49866,0.5,0.42
80.009071,-68.063393,0.05433,0.51933,0.17222,1.77092,0.66,0.38
80.035374,-68.918663,0.06346,0.46746,0.20116,1.59403,0.45,0.43
80.095831,-69.038193,0.06406,0.51708,0.20308,1.76323,0.41,0.42
80.105058,-69.498871,0.06164,0.7681,0.19541,2.61921,0.46,0.42
80.180023,-69.487755,0.06153,0.56486,0.19504,1.92618,0.45,0.43
80.265148,-68.048332,0.05456,1.21612,0.17294,4.14697,0.68,0.39
80.313532,-69.444946,0.06147,0.25644,0.19487,0.87447,0.42,0.42
80.325135,-69.513069,0.06102,0.42216,0.19343,1.43957,0.42,0.43
80.325806,-66.908684,0.05985,0.25394,0.18971,0.86592,0.52,0.4
80.54487,-69.096001,0.06436,0.49326,0.20401,1.682,0.46,0.42
80.574008,-69.353386,0.06157,0.30803,0.19517,1.05037,0.38,0.41
80.590077,-69.404907,0.06113,0.2706,0.19379,0.92275,0.38,0.42
80.629679,-65.371346,0.06423,0.09836,0.20362,0.33542,0.5,0.43
80.637892,-68.277718,0.0572,0.63534,0.18131,2.1665,0.66,0.41
80.648671,-68.899925,0.06391,0.78412,0.2026,2.67384,0.49,0.42
80.743821,-65.801697,0.06409,0.13454,0.20316,0.45877,0.46,0.4
80.802722,-68.781891,0.06327,0.55123,0.20056,1.87969,0.46,0.41
80.84795,-69.656616,0.05955,1.40966,0.18879,4.80695,0.4,0.45
80.906945,-68.777267,0.0635,0.48772,0.20129,1.66312,0.45,0.41
80.984144,-65.937645,0.06382,0.11617,0.20232,0.39614,0.43,0.4
80.987903,-69.777115,0.0595,0.65959,0.18861,2.24922,0.48,0.47
80.988021,-69.776245,0.0595,0.66388,0.18861,2.26382,0.48,0.47
81.00443,-71.160744,0.05905,0.18056,0.18718,0.6157,0.57,0.43
81.007614,-69.85527,0.05962,0.51578,0.189,1.75881,0.5,0.46
81.067416,-69.658638,0.05946,1.73348,0.18849,5.91118,0.36,0.44
81.086366,-67.662697,0.05162,0.28142,0.16363,0.95965,0.54,0.42
81.107683,-69.514938,0.06006,0.51634,0.19039,1.76072,0.27,0.38
81.121322,-72.285049,0.06435,0.09201,0.20399,0.31375,0.59,0.4
81.135044,-68.498512,0.0617,1.11555,0.1956,3.80403,0.54,0.42
81.156232,-69.532639,0.06,0.56713,0.1902,1.93393,0.26,0.38
81.184848,-69.630096,0.05958,1.42117,0.18887,4.84618,0.3,0.41
81.271244,-72.03624,0.06285,0.11503,0.19925,0.39226,0.47,0.41
81.279504,-66.04464,0.06252,0.48574,0.19817,1.65639,0.43,0.38
81.284448,-67.644135,0.05125,0.42643,0.16247,1.45411,0.56,0.41
81.294778,-66.265808,0.06006,1.4417,0.19038,4.91619,0.48,0.4
81.320819,-69.582993,0.05969,0.63069,0.18922,2.15066,0.28,0.39
81.351781,-66.568855,0.05861,0.40713,0.18581,1.38832,0.43,0.39
81.353718,-69.862534,0.05905,0.96208,0.18718,3.28069,0.45,0.47
81.401093,-69.037949,0.06467,0.5483,0.20502,1.86969,0.48,0.41
81.40648,-65.975014,0.06275,0.46667,0.19892,1.59133,0.42,0.38
81.421781,-69.241486,0.06283,0.75963,0.19917,2.59032,0.42,0.41
81.460458,-66.405823,0.05861,0.74119,0.1858,2.52745,0.43,0.4
81.495743,-66.038406,0.06145,0.79668,0.1948,2.71667,0.41,0.38
81.505768,-66.761322,0.05716,0.15857,0.18121,0.54074,0.38,0.4
81.574316,-66.050484,0.06085,0.84978,0.1929,2.89774,0.41,0.38
81.600296,-68.04702,0.05638,0.34431,0.17873,1.17409,0.55,0.41
81.662074,-69.423714,0.05996,0.28628,0.19009,0.97622,0.28,0.39
81.681947,-65.962448,0.06144,0.46204,0.19478,1.57554,0.38,0.38
81.721598,-69.044411,0.06412,0.50406,0.20327,1.71886,0.45,0.41
81.732915,-69.980225,0.05804,0.46649,0.18399,1.59073,0.45,0.44
81.74923,-69.082756,0.06367,0.53673,0.20184,1.83024,0.44,0.4
81.76531,-66.011261,0.06034,0.49679,0.19128,1.69405,0.37,0.38
81.775145,-66.746681,0.05544,0.14731,0.17573,0.50233,0.36,0.4
81.879173,-66.582611,0.05538,0.10921,0.17557,0.37241,0.3,0.38
81.953638,-66.03801,0.05941,0.33748,0.18832,1.1508,0.34,0.38
81.97569,-68.328835,0.06325,0.38532,0.20051,1.31394,0.62,0.41
81.978051,-68.328995,0.06326,0.38547,0.20052,1.31445,0.62,0.41
82.070179,-69.104988,0.0625,0.65449,0.19812,2.23181,0.42,0.39
82.091548,-67.296677,0.0513,0.42221,0.16262,1.43972,0.39,0.4
82.110799,-66.517159,0.0546,0.08408,0.17309,0.28672,0.25,0.37
82.133568,-69.200859,0.06131,0.29922,0.19437,1.02033,0.42,0.39
82.140347,-69.147591,0.06194,0.42207,0.19635,1.43926,0.43,0.39
82.148558,-69.028488,0.0633,0.7779,0.20065,2.65264,0.4,0.39
82.166598,-69.050812,0.063,0.79096,0.19972,2.69717,0.41,0.39
82.185051,-69.228806,0.06095,0.26661,0.1932,0.90915,0.39,0.38
82.187213,-71.970413,0.0656,0.1255,0.20796,0.42795,0.43,0.41
82.194611,-69.431656,0.05882,0.19763,0.18645,0.67391,0.26,0.38
82.256902,-66.649391,0.05321,0.09175,0.16869,0.31287,0.3,0.39
82.258115,-66.221855,0.05657,0.09724,0.17934,0.33158,0.35,0.4
82.267326,-69.355209,0.0595,0.19935,0.1886,0.6798,0.28,0.37
82.282834,-66.600044,0.05334,0.08721,0.16908,0.2974,0.29,0.39
82.339233,-66.535522,0.05347,0.08271,0.16951,0.28206,0.27,0.38
82.349941,-69.471077,0.05817,0.2004,0.18439,0.68337,0.27,0.38
82.49221,-69.386147,0.05884,0.24321,0.18653,0.82934,0.28,0.36
82.510236,-65.933891,0.05767,0.15264,0.18283,0.52051,0.43,0.4
82.555391,-69.353394,0.0591,0.27393,0.18735,0.9341,0.31,0.36
82.580741,-65.90361,0.05749,0.12928,0.18226,0.44085,0.47,0.4
82.606141,-66.959465,0.05112,0.19204,0.16205,0.65485,0.21,0.34
82.612863,-67.102829,0.05106,0.14523,0.16187,0.49524,0.24,0.35
82.623667,-66.622704,0.05198,0.09038,0.16476,0.3082,0.3,0.4
82.656436,-69.722893,0.0563,0.38785,0.17848,1.32256,0.42,0.41
82.657663,-68.410896,0.06403,0.9549,0.20296,3.2562,0.8,0.42
82.66349,-69.119286,0.0612,0.70291,0.19399,2.39691,0.47,0.39
82.67394,-69.192993,0.06048,0.58307,0.19174,1.98827,0.47,0.39
82.684413,-68.60955,0.06486,1.4735,0.2056,5.02463,0.68,0.4
82.71537,-67.028183,0.05069,0.1433,0.16068,0.48866,0.2,0.34
82.717271,-68.693733,0.06429,0.82645,0.2038,2.81821,0.57,0.39
82.751967,-69.18647,0.0603,0.63639,0.19115,2.1701,0.48,0.39
82.791314,-67.030815,0.05041,0.12889,0.15981,0.43952,0.2,0.33
82.840846,-70.957069,0.05812,0.72378,0.18423,2.4681,0.43,0.44
82.869474,-71.389946,0.06347,0.30592,0.2012,1.04318,0.5,0.42
82.910079,-67.469894,0.05132,0.25906,0.1627,0.88338,0.44,0.4
82.956683,-71.060585,0.06002,1.76841,0.19026,6.03028,0.47,0.43
82.982888,-69.023308,0.06082,0.73632,0.1928,2.51085,0.51,0.41
83.015543,-66.657982,0.05063,0.10081,0.16051,0.34377,0.32,0.39
83.069673,-66.395912,0.0512,0.94863,0.16232,3.23484,0.28,0.39
83.086202,-68.846603,0.06191,0.57696,0.19626,1.96744,0.49,0.38
83.117512,-69.606491,0.05595,0.5211,0.17737,1.77694,0.44,0.41
83.150667,-69.017799,0.06032,0.81597,0.1912,2.78246,0.53,0.41
