RA,DEC,ebv_eden,ebv_sf,av_eden,av_sf,av_zh,av_zh_std
83.15235,-70.806839,0.05585,0.16304,0.17705,0.55596,0.4,0.41
83.187091,-66.874779,0.04987,0.12403,0.15808,0.42294,0.23,0.36
83.242337,-67.555969,0.05221,0.9925,0.16552,3.38442,0.52,0.4
83.25456,-69.374802,0.05769,0.31214,0.18288,1.06439,0.34,0.36
83.291798,-67.733246,0.05369,1.38458,0.17021,4.72142,0.54,0.4
83.371852,-67.338905,0.05094,0.37592,0.16149,1.2819,0.43,0.39
83.400133,-67.500008,0.05208,0.93445,0.1651,3.18648,0.52,0.4
83.401523,-69.386848,0.05738,0.34297,0.18188,1.16952,0.36,0.37
83.437062,-67.000183,0.04953,0.12958,0.15702,0.44187,0.2,0.34
83.475324,-68.799622,0.06025,0.97954,0.191,3.34023,0.52,0.38
83.492801,-68.694839,0.06051,0.78951,0.19182,2.69221,0.56,0.39
83.504781,-70.712234,0.05447,0.26157,0.17266,0.89194,0.46,0.42
83.535131,-68.717476,0.06024,0.86835,0.19095,2.96109,0.55,0.39
83.546271,-69.42907,0.05715,0.38406,0.18117,1.30965,0.38,0.37
83.578245,-69.438858,0.0571,0.44621,0.18099,1.52159,0.38,0.37
83.579468,-67.108109,0.04973,0.14748,0.15765,0.5029,0.24,0.36
83.666828,-67.502647,0.05242,1.18517,0.16616,4.04142,0.56,0.4
83.724042,-69.133911,0.05832,2.12453,0.18487,7.24465,0.73,0.43
83.728128,-67.71991,0.05503,0.57594,0.17444,1.96396,0.57,0.4
83.805197,-69.24292,0.05799,2.30959,0.18382,7.8757,0.68,0.44
83.863142,-69.231224,0.05788,3.11229,0.18349,10.61289,0.72,0.44
83.899876,-69.118477,0.05788,2.96273,0.18349,10.10293,0.8,0.43
83.900594,-68.534393,0.05933,0.32267,0.18809,1.10029,0.5,0.4
83.935222,-66.882256,0.04904,0.14004,0.15545,0.47754,0.24,0.37
83.955935,-66.700485,0.04885,0.12851,0.15486,0.43823,0.34,0.39
84.059698,-69.191147,0.0577,4.4106,0.18289,15.04015,0.82,0.44
84.073025,-68.963707,0.05793,1.5524,0.18365,5.29369,0.66,0.43
84.080953,-68.224899,0.05938,0.32211,0.18822,1.09839,0.64,0.41
84.223679,-70.35643,0.05392,0.46623,0.17092,1.58985,0.36,0.39
84.236771,-69.271767,0.05778,3.45332,0.18315,11.77583,0.72,0.42
84.26094,-69.643074,0.0558,2.27229,0.1769,7.74852,0.6,0.43
84.266308,-69.167656,0.05767,7.32654,0.1828,24.98349,0.86,0.44
84.289308,-69.324539,0.05759,2.03064,0.18256,6.92449,0.61,0.41
84.311686,-70.506462,0.05437,0.45721,0.17236,1.55908,0.44,0.39
84.382455,-70.299202,0.05428,0.79086,0.17208,2.69682,0.4,0.4
84.392608,-69.45929,0.05681,1.40178,0.18009,4.78007,0.51,0.38
84.43914,-69.309685,0.05762,2.92441,0.18266,9.97223,0.66,0.41
84.521252,-69.296501,0.05755,3.80105,0.18245,12.96158,0.69,0.41
84.576233,-69.067322,0.05731,22.71088,0.18166,77.4441,0.75,0.47
84.611746,-69.764206,0.05514,3.33634,0.1748,11.37692,0.74,0.44
84.661939,-69.13736,0.05732,21.3433,0.18171,72.78065,0.85,0.48
84.677308,-69.017288,0.05717,15.6598,0.18123,53.3999,0.69,0.46
84.679486,-69.025673,0.05718,17.647,0.18127,60.17627,0.69,0.46
84.690958,-66.614372,0.04898,0.27078,0.15526,0.92335,0.41,0.4
84.721164,-70.717834,0.05727,0.62857,0.18153,2.14343,0.58,0.4
84.738261,-68.948074,0.05717,5.48765,0.18121,18.71289,0.66,0.43
84.76943,-67.879074,0.05935,0.3167,0.18815,1.07995,0.51,0.39
84.77477,-69.274086,0.05714,5.59426,0.18112,19.07643,0.74,0.42
84.783639,-70.337944,0.05528,0.92035,0.17524,3.1384,0.48,0.41
84.834334,-69.107307,0.05713,18.33096,0.18111,62.50858,0.8,0.48
84.916091,-69.20118,0.05695,7.29125,0.18054,24.86315,0.84,0.43
84.916984,-69.742706,0.05512,10.94715,0.17472,37.32977,0.77,0.45
84.949506,-69.267471,0.05679,4.14997,0.18001,14.15141,0.74,0.42
84.979328,-67.15332,0.05243,0.26866,0.1662,0.91615,0.41,0.36
85.004564,-69.581306,0.05567,6.76314,0.17647,23.0623,0.71,0.44
85.03308,-67.099304,0.05213,0.23428,0.16524,0.79889,0.39,0.37
85.053551,-69.581863,0.0556,5.88067,0.17625,20.05309,0.69,0.44
85.067588,-66.67672,0.04954,0.16158,0.15705,0.55099,0.41,0.41
85.072987,-69.515961,0.05585,3.73661,0.17706,12.74184,0.67,0.41
85.074858,-69.468552,0.05606,2.89654,0.17771,9.87721,0.66,0.4
85.080661,-69.689636,0.05522,8.6273,0.17503,29.41909,0.72,0.47
85.088533,-69.3116,0.05646,2.13175,0.17899,7.26926,0.69,0.4
85.137987,-67.211502,0.05344,0.26897,0.1694,0.91719,0.38,0.34
85.145193,-69.66127,0.05524,6.1401,0.17512,20.93772,0.7,0.46
85.241643,-69.23159,0.05643,1.95904,0.17889,6.68031,0.78,0.42
85.244159,-69.25267,0.05637,1.72993,0.17869,5.89907,0.76,0.41
85.249355,-69.644539,0.05518,3.22797,0.17492,11.00739,0.67,0.45
85.279678,-71.507668,0.06728,0.22422,0.21327,0.76458,0.55,0.44
85.284794,-67.3564,0.05576,0.20456,0.17676,0.69754,0.39,0.36
85.288253,-69.180138,0.05652,2.34136,0.17916,7.98405,0.79,0.42
85.289906,-69.179497,0.05652,2.34087,0.17916,7.98236,0.79,0.42
85.313089,-69.241997,0.0563,1.64324,0.17847,5.60343,0.76,0.41
85.320522,-69.169754,0.05651,2.32609,0.17914,7.93198,0.78,0.42
85.375419,-69.325356,0.05594,1.00383,0.17733,3.42306,0.68,0.4
85.417021,-68.606743,0.05672,0.41872,0.1798,1.42784,0.52,0.39
85.419263,-69.368065,0.05575,0.80761,0.17674,2.75397,0.63,0.37
85.436136,-69.587502,0.05509,0.85383,0.17463,2.91158,0.6,0.42
85.453935,-69.297897,0.05595,1.0291,0.17735,3.50922,0.7,0.41
85.465791,-70.423386,0.05663,0.73209,0.17951,2.49644,0.49,0.38
85.500693,-69.212509,0.05624,1.64109,0.17827,5.59611,0.74,0.41
85.507777,-68.714325,0.05679,0.73935,0.18003,2.52119,0.57,0.4
85.532318,-69.280785,0.05599,1.10632,0.1775,3.77257,0.71,0.41
85.537535,-69.216705,0.05623,1.57016,0.17825,5.35426,0.73,0.41
85.549741,-69.207756,0.05627,1.66987,0.17836,5.69424,0.73,0.41
85.564934,-68.176895,0.05704,0.27825,0.1808,0.94884,0.58,0.38
85.576602,-68.461136,0.0561,0.2426,0.17783,0.82727,0.49,0.39
85.58733,-69.487892,0.05518,0.5268,0.17491,1.79638,0.58,0.38
85.603976,-68.371994,0.05604,0.23292,0.17766,0.79426,0.54,0.38
85.605136,-69.479073,0.05518,0.5133,0.17491,1.75037,0.59,0.38
85.629423,-68.268906,0.05638,0.3072,0.17871,1.04754,0.59,0.37
85.649797,-69.069824,0.05671,2.46426,0.17978,8.40314,0.65,0.42
85.68147,-68.231514,0.05631,0.34113,0.17851,1.16326,0.59,0.38
85.692075,-67.812019,0.05818,0.41865,0.18442,1.42758,0.46,0.39
85.763473,-67.468979,0.05707,0.27011,0.18091,0.92106,0.42,0.38
85.824277,-69.69725,0.05445,1.01937,0.17262,3.47604,0.61,0.42
85.885111,-68.3144,0.05578,0.42316,0.17682,1.44299,0.58,0.38
85.92611,-68.58667,0.05616,0.43068,0.17802,1.46861,0.58,0.4
86.007315,-67.633423,0.0571,0.24729,0.18102,0.84327,0.38,0.38
86.014336,-69.902939,0.05427,0.62468,0.17204,2.13017,0.64,0.41
86.050507,-69.228134,0.0562,1.25972,0.17815,4.29566,0.74,0.41
86.116863,-69.801651,0.05393,1.02459,0.17096,3.49386,0.69,0.41
86.136478,-67.576225,0.05655,0.2675,0.17926,0.91219,0.36,0.38
86.164983,-66.87178,0.05107,0.12452,0.1619,0.4246,0.26,0.36
86.201296,-71.041496,0.06364,0.34169,0.20173,1.16516,0.59,0.42
86.20323,-69.539848,0.05427,1.10697,0.17203,3.77476,0.79,0.44
86.210766,-67.494606,0.05603,0.36257,0.1776,1.23636,0.37,0.37
86.31922,-68.99778,0.05677,0.86917,0.17997,2.96387,0.66,0.4
86.332,-67.509865,0.05563,0.29779,0.17635,1.01545,0.34,0.37
86.368152,-67.688766,0.05584,0.26435,0.177,0.90143,0.31,0.37
86.476941,-67.333168,0.05428,0.29575,0.17206,1.00852,0.31,0.37
86.499385,-71.228409,0.06537,0.21213,0.20723,0.72337,0.61,0.42
86.507263,-66.990051,0.05177,0.17957,0.1641,0.61232,0.26,0.36
86.528952,-67.713066,0.05495,0.18828,0.1742,0.64203,0.32,0.38
86.529825,-67.78405,0.05489,0.20839,0.17399,0.71063,0.35,0.39
86.542931,-68.006226,0.05442,0.24228,0.17252,0.82616,0.34,0.38
86.560745,-67.568611,0.05465,0.20822,0.17324,0.71002,0.29,0.36
86.660324,-68.772453,0.05538,0.57293,0.17555,1.9537,0.55,0.41
86.675929,-68.008675,0.05388,0.2014,0.1708,0.68676,0.33,0.38
86.717654,-66.478897,0.04868,0.1301,0.15433,0.44365,0.61,0.43
86.875798,-69.451698,0.0538,1.18315,0.17053,4.03453,0.87,0.38
87.000617,-66.89904,0.05039,0.11342,0.15972,0.38675,0.33,0.39
87.108805,-67.466377,0.0519,0.10089,0.16452,0.34404,0.27,0.36
87.212245,-68.168159,0.05142,0.25392,0.16299,0.86586,0.4,0.37
87.261889,-70.041725,0.05254,1.49249,0.16654,5.08939,0.75,0.41
87.564943,-67.729652,0.0494,0.07991,0.15661,0.27249,0.36,0.41
87.747479,-67.471336,0.04914,0.08596,0.15576,0.29313,0.33,0.39
87.893788,-67.519714,0.04847,0.08036,0.15365,0.27404,0.32,0.38
88.22397,-69.48793,0.05025,0.15313,0.15929,0.52218,0.53,0.36
88.257561,-69.996269,0.05125,0.10737,0.16247,0.36613,0.6,0.38
89.12085,-69.366364,0.04924,0.1013,0.15608,0.34544,0.57,0.39
89.406794,-68.133484,0.0458,0.08879,0.14519,0.30278,0.38,0.42
89.45843,-68.462112,0.04614,0.08461,0.14627,0.28851,0.35,0.39
90.085395,-70.364693,0.06537,0.0907,0.20721,0.30927,0.57,0.4
90.110404,-69.621155,0.05376,0.08846,0.17043,0.30166,0.5,0.41
90.603388,-68.215889,0.04664,0.06057,0.14783,0.20653,0.43,0.44
91.330144,-69.310341,0.05003,0.06771,0.1586,0.23088,0.56,0.42
9.490297,-73.511185,0.04196,0.04617,0.133,0.13942,0.25,0.27
9.27237,-73.437759,0.04244,0.04415,0.13452,0.13332,0.22,0.25
6.639692,-73.274483,0.04147,0.02842,0.13147,0.08584,0.21,0.21
9.800761,-72.943527,0.04607,0.075,0.14604,0.2265,0.24,0.28
8.648353,-72.544128,0.04509,0.03427,0.14294,0.1035,0.24,0.22
10.431021,-73.72332,0.04159,0.06826,0.13185,0.20615,0.27,0.29
12.490582,-73.66832,0.0429,0.10592,0.13599,0.31988,0.26,0.29
12.631599,-73.478493,0.04422,0.31466,0.14018,0.95027,0.34,0.33
14.110164,-73.473137,0.04345,0.10733,0.13772,0.32415,0.28,0.29
10.798535,-73.386368,0.0437,0.19302,0.13853,0.58293,0.42,0.34
11.593131,-73.321968,0.04531,0.74125,0.14362,2.23858,0.55,0.37
12.807108,-73.340614,0.04514,0.33328,0.14308,1.0065,0.45,0.34
13.046056,-73.343498,0.04514,0.36662,0.14309,1.10719,0.42,0.34
13.114879,-73.315651,0.04532,0.40386,0.14366,1.21965,0.42,0.34
11.325652,-73.256996,0.04543,0.69776,0.144,2.10722,0.55,0.37
11.963402,-73.287605,0.04549,0.97321,0.14421,2.93911,0.56,0.36
12.352271,-73.30378,0.04534,0.49607,0.14372,1.49813,0.52,0.35
12.640352,-73.25692,0.0456,0.40186,0.14456,1.2136,0.52,0.34
12.822944,-73.282799,0.04546,0.37166,0.1441,1.1224,0.49,0.34
12.914673,-73.308701,0.04533,0.36005,0.14371,1.08736,0.46,0.34
12.876572,-73.269402,0.04552,0.39353,0.14431,1.18846,0.49,0.34
11.959739,-73.239655,0.04581,1.09197,0.1452,3.29773,0.6,0.36
12.100888,-73.225922,0.0459,1.03698,0.1455,3.13167,0.59,0.36
12.129686,-73.191269,0.04612,1.03274,0.14621,3.11888,0.59,0.36
12.422279,-73.237427,0.04574,0.56426,0.14499,1.70408,0.55,0.35
12.525349,-73.129242,0.04637,0.61782,0.147,1.86582,0.54,0.36
12.654134,-73.12825,0.04632,0.484,0.14683,1.46167,0.53,0.35
13.079405,-73.156387,0.04601,0.41188,0.14585,1.24389,0.47,0.34
11.800913,-73.109222,0.04662,1.07983,0.1478,3.26108,0.56,0.38
13.213406,-73.114868,0.04611,0.33707,0.14618,1.01795,0.44,0.34
13.394229,-73.092438,0.04605,0.27764,0.14597,0.83848,0.4,0.34
13.740135,-73.077827,0.0458,0.18728,0.14517,0.56558,0.34,0.32
11.871639,-73.027054,0.04721,0.7973,0.14965,2.40785,0.5,0.38
12.999947,-73.059242,0.04634,0.30636,0.1469,0.92521,0.46,0.35
13.765738,-73.010216,0.04559,0.19002,0.14451,0.57387,0.35,0.33
12.909401,-72.790192,0.04724,0.48201,0.14976,1.45566,0.42,0.34
13.409233,-72.809013,0.04634,0.31411,0.14688,0.94861,0.38,0.33
13.701472,-72.723511,0.04567,0.33392,0.14478,1.00844,0.36,0.32
14.940584,-72.748978,0.04198,0.20878,0.13307,0.63053,0.31,0.3
12.201496,-72.650162,0.04808,0.15609,0.1524,0.4714,0.31,0.31
12.364528,-72.680344,0.0481,0.19646,0.15247,0.5933,0.35,0.33
13.094174,-72.664154,0.04708,0.40674,0.14923,1.22836,0.37,0.33
13.979501,-72.675148,0.04499,0.31283,0.14261,0.94474,0.36,0.32
13.110996,-72.624344,0.04698,0.36695,0.14894,1.1082,0.38,0.33
13.513381,-72.529045,0.04617,0.27904,0.14636,0.84269,0.36,0.32
13.982381,-72.452698,0.04492,0.32777,0.1424,0.98988,0.35,0.32
14.057833,-72.459015,0.0448,0.33658,0.14201,1.01647,0.36,0.32
14.091104,-72.464333,0.04475,0.33802,0.14185,1.02082,0.36,0.32
14.087156,-72.462318,0.04475,0.3386,0.14186,1.02256,0.36,0.32
14.065371,-72.462967,0.0448,0.33543,0.142,1.01299,0.36,0.32
14.075,-72.463905,0.04478,0.33617,0.14195,1.01522,0.36,0.32
14.078349,-72.463211,0.04477,0.33697,0.14192,1.01766,0.36,0.32
14.671736,-72.437637,0.04322,0.36895,0.137,1.11422,0.37,0.32
13.242589,-72.397987,0.04556,0.21092,0.14443,0.63696,0.33,0.3
14.603494,-72.42289,0.04341,0.38287,0.13761,1.15627,0.37,0.32
13.592742,-72.338356,0.04479,0.20787,0.142,0.62778,0.33,0.31
13.576145,-72.372658,0.04503,0.22204,0.14275,0.67055,0.34,0.31
11.743508,-72.273781,0.0461,0.0915,0.14615,0.27633,0.21,0.24
13.306341,-72.267021,0.04464,0.21963,0.14152,0.66329,0.29,0.29
13.615561,-72.266136,0.04443,0.18747,0.14086,0.56616,0.31,0.3
13.843193,-72.277374,0.04434,0.27898,0.14057,0.84253,0.32,0.31
14.052653,-72.272827,0.04418,0.37146,0.14005,1.1218,0.33,0.31
14.035505,-72.272568,0.0442,0.36957,0.1401,1.11609,0.32,0.31
14.509452,-72.29908,0.04342,0.37516,0.13764,1.13297,0.36,0.32
14.953141,-72.273399,0.04187,0.37495,0.13274,1.13235,0.33,0.31
12.54733,-72.189705,0.0448,0.10833,0.14202,0.32714,0.24,0.27
13.131268,-72.193748,0.04435,0.19563,0.14058,0.59081,0.26,0.28
13.209195,-72.222206,0.04446,0.21826,0.14095,0.65915,0.27,0.28
13.692348,-72.222366,0.0442,0.1799,0.14011,0.5433,0.29,0.3
14.521509,-72.216705,0.04302,0.59498,0.13639,1.79685,0.33,0.31
14.650906,-72.204704,0.04264,0.85252,0.13516,2.5746,0.32,0.3
14.724634,-72.20134,0.04243,0.9751,0.13452,2.94479,0.32,0.3
14.896359,-72.241386,0.04203,0.57442,0.13322,1.73475,0.32,0.3
13.285954,-72.136147,0.04396,0.14664,0.13937,0.44286,0.24,0.28
13.77444,-72.180992,0.04398,0.16734,0.13943,0.50536,0.28,0.29
14.860701,-72.165016,0.04204,0.96233,0.13325,2.90623,0.3,0.3
13.021573,-72.123528,0.04402,0.1363,0.13955,0.41163,0.23,0.26
13.413244,-72.062836,0.04352,0.10973,0.13795,0.33139,0.22,0.26
13.844402,-72.089409,0.04351,0.15387,0.13794,0.46469,0.26,0.28
12.603344,-72.000328,0.04337,0.09156,0.1375,0.27652,0.19,0.23
13.182248,-72.03167,0.04338,0.1202,0.13751,0.36302,0.21,0.25
14.156336,-72.027702,0.04278,0.20657,0.1356,0.62386,0.26,0.28
14.440073,-72.026474,0.04232,0.2865,0.13415,0.86523,0.26,0.28
14.871415,-72.017967,0.04148,0.30809,0.1315,0.93045,0.25,0.27
19.242433,-73.71965,0.04073,0.0534,0.12911,0.16127,0.23,0.24
17.881686,-73.579437,0.03761,0.04669,0.11922,0.14099,0.18,0.23
18.852198,-73.512329,0.03718,0.06574,0.11788,0.19855,0.28,0.26
18.475151,-73.397247,0.03615,0.14718,0.11459,0.44447,0.31,0.29
18.284948,-73.339905,0.03597,0.20157,0.11404,0.60873,0.33,0.29
18.377089,-73.336182,0.03593,0.27812,0.11389,0.83993,0.34,0.3
17.855835,-73.284515,0.03593,0.08547,0.11391,0.25812,0.31,0.28
18.59014,-73.212502,0.03533,0.39896,0.11201,1.20487,0.4,0.31
16.757307,-73.177071,0.03723,0.09014,0.11801,0.27223,0.29,0.27
18.146575,-73.159828,0.03542,0.1305,0.11227,0.3941,0.35,0.29
18.79781,-73.142822,0.03502,0.18179,0.11101,0.549,0.35,0.29
17.236885,-73.042908,0.03623,0.07543,0.11484,0.22781,0.31,0.29
16.352517,-72.924828,0.03793,0.10803,0.12024,0.32624,0.26,0.27
18.40252,-72.920547,0.03525,0.05212,0.11174,0.1574,0.25,0.23
15.225637,-72.860222,0.04101,0.13637,0.13,0.41183,0.27,0.28
15.978696,-72.824409,0.03889,0.11286,0.12327,0.34083,0.27,0.28
17.62284,-72.826271,0.03631,0.07024,0.11511,0.21212,0.26,0.26
18.47522,-72.861008,0.03542,0.05986,0.11228,0.18078,0.25,0.24
19.61984,-72.823036,0.03484,0.05562,0.11046,0.16796,0.26,0.25
16.064517,-72.75563,0.03881,0.10896,0.12302,0.32905,0.28,0.29
19.827769,-72.804893,0.0348,0.04621,0.1103,0.13956,0.26,0.25
16.370598,-72.67263,0.03846,0.12116,0.12192,0.36592,0.31,0.3
17.552019,-72.62529,0.0371,0.09123,0.11761,0.27551,0.28,0.27
18.616893,-72.664871,0.03608,0.05668,0.11436,0.17119,0.26,0.24
15.039916,-72.566467,0.04169,0.21331,0.13216,0.64418,0.34,0.32
15.845589,-72.603508,0.03909,0.13706,0.12393,0.41393,0.32,0.31
15.315233,-72.543571,0.04049,0.16358,0.12834,0.49401,0.33,0.32
15.934614,-72.539604,0.03883,0.13522,0.12309,0.40837,0.33,0.31
16.782522,-72.511818,0.03788,0.1362,0.12008,0.41133,0.31,0.3
16.667566,-72.47924,0.03793,0.13573,0.12023,0.40989,0.31,0.29
16.825903,-72.467659,0.03789,0.10867,0.1201,0.32818,0.3,0.29
15.886565,-72.41571,0.03898,0.15606,0.12356,0.4713,0.31,0.3
16.126022,-72.362282,0.03856,0.14922,0.12223,0.45063,0.3,0.29
16.484653,-72.329117,0.03836,0.13209,0.1216,0.39893,0.28,0.28
15.287348,-72.262398,0.04079,0.19307,0.12931,0.58309,0.3,0.29
15.320793,-72.292,0.04071,0.17779,0.12904,0.53694,0.3,0.29
15.332641,-72.284523,0.04067,0.1744,0.12893,0.52668,0.3,0.29
15.532258,-72.292458,0.04012,0.1476,0.12717,0.44576,0.29,0.29
16.233804,-72.251961,0.03863,0.18765,0.12247,0.56669,0.29,0.29
15.261213,-72.198441,0.04085,0.24295,0.12949,0.7337,0.29,0.29
16.573929,-72.243042,0.03841,0.1387,0.12177,0.41888,0.27,0.28
15.051331,-72.155411,0.04145,0.53727,0.1314,1.62254,0.28,0.29
15.706694,-72.1707,0.03959,0.26654,0.12549,0.80495,0.28,0.29
16.220421,-72.143562,0.03879,0.27933,0.12297,0.84358,0.28,0.29
15.364306,-72.118401,0.04053,0.25788,0.12848,0.77881,0.27,0.28
15.489279,-72.071449,0.04011,0.32696,0.12715,0.98741,0.26,0.28
15.679321,-72.123909,0.03965,0.37654,0.12568,1.13715,0.27,0.28
16.148901,-72.070976,0.0389,0.39655,0.12332,1.19757,0.27,0.29
17.758444,-72.115479,0.03832,0.08251,0.12147,0.24917,0.25,0.26
17.929814,-72.124306,0.03835,0.0793,0.12158,0.23949,0.25,0.26
16.103029,-72.009552,0.03887,0.51412,0.12322,1.55263,0.26,0.29
16.229481,-72.043449,0.03874,0.41874,0.12281,1.26459,0.26,0.29
16.234879,-72.043686,0.03873,0.41735,0.12279,1.26041,0.26,0.29
20.688973,-73.862312,0.0469,0.04115,0.14867,0.12428,nan,nan
20.964646,-73.678734,0.04395,0.04043,0.13932,0.12211,nan,nan
20.054984,-73.284607,0.03591,0.0516,0.11383,0.15583,0.37,0.25
20.086937,-73.271645,0.03585,0.05099,0.11364,0.154,0.37,0.25
21.466391,-72.954132,0.03524,0.03496,0.11172,0.10559,nan,nan
20.407462,-72.884239,0.03438,0.04269,0.109,0.12892,nan,nan
20.165176,-72.784286,0.03473,0.03684,0.11011,0.11127,0.23,0.23
20.689613,-72.776115,0.03465,0.03093,0.10985,0.0934,nan,nan
21.135223,-72.74614,0.03494,0.02804,0.11076,0.08467,nan,nan
20.561633,-72.68409,0.03513,0.0296,0.11137,0.0894,nan,nan
20.217238,-72.543243,0.0362,0.03499,0.11475,0.10568,0.22,0.2
13.015799,-71.944138,0.04286,0.11882,0.13586,0.35884,0.19,0.23
13.983587,-71.984108,0.04277,0.16297,0.13557,0.49215,0.25,0.28
14.726427,-71.943985,0.04143,0.22959,0.13133,0.69337,0.23,0.26
14.698428,-71.942085,0.04147,0.22907,0.13147,0.69179,0.23,0.26
13.23675,-71.917572,0.04269,0.09417,0.13534,0.28439,0.19,0.24
14.240453,-71.931976,0.04211,0.17954,0.13349,0.5422,0.23,0.27
14.392303,-71.907814,0.0417,0.18564,0.13219,0.56063,0.23,0.27
14.782796,-71.913559,0.04114,0.2134,0.13041,0.64447,0.23,0.25
14.163603,-71.844841,0.04138,0.13375,0.13117,0.40392,0.22,0.26
13.698917,-71.760323,0.04125,0.07976,0.13075,0.24087,0.2,0.25
13.258108,-71.643761,0.04049,0.05131,0.12835,0.15494,0.18,0.24
15.014473,-71.961395,0.04094,0.21329,0.12977,0.64412,0.23,0.26
15.169767,-71.541702,0.03729,0.17597,0.11822,0.53143,0.24,0.26
18.112667,-71.441185,0.03911,0.0314,0.12399,0.09482,0.24,0.23
15.656626,-71.275955,0.0351,0.05035,0.11128,0.15207,0.21,0.24
20.027448,-71.914421,0.04436,0.0354,0.14062,0.10691,nan,nan
79.238854,-72.332352,0.06104,0.0643,0.19348,0.21925,0.4,0.36
84.837381,-72.192619,0.07062,0.11686,0.22387,0.39851,0.66,0.41
73.206056,-70.268257,0.08766,0.10043,0.27789,0.34245,0.51,0.36
73.248092,-70.298553,0.08638,0.09678,0.27383,0.33003,0.49,0.36
74.650541,-70.110649,0.07445,0.18815,0.23601,0.64161,0.49,0.38
72.73027,-69.984634,0.10059,0.11145,0.31889,0.38004,0.54,0.34
73.885345,-69.962517,0.08388,0.15907,0.26591,0.54243,0.49,0.36
74.545015,-69.949707,0.07906,0.11872,0.25063,0.40484,0.48,0.37
74.205879,-69.808746,0.08479,0.1178,0.26877,0.4017,0.42,0.36
72.63174,-69.56562,0.10294,0.52551,0.3263,1.79201,0.56,0.35
74.162029,-69.570976,0.0877,0.27925,0.27801,0.95226,0.44,0.34
74.198512,-69.607002,0.08733,0.2163,0.27683,0.73759,0.43,0.35
74.151578,-69.557594,0.08778,0.30684,0.27827,1.04633,0.45,0.34
73.900337,-69.449028,0.08814,0.45465,0.27941,1.55034,0.5,0.35
72.992118,-69.426094,0.09833,1.46674,0.31169,5.00158,0.62,0.34
74.464499,-69.394508,0.08532,0.46066,0.27047,1.57085,0.47,0.35
73.653487,-69.339485,0.09019,0.78105,0.28591,2.66337,0.55,0.36
73.559379,-69.21019,0.09138,2.06571,0.28966,7.04408,0.56,0.38
72.288057,-68.959038,0.09341,0.38019,0.29611,1.29646,0.6,0.34
72.308488,-68.96991,0.09391,0.38955,0.29769,1.32837,0.6,0.34
72.754558,-68.86599,0.09416,0.29343,0.29848,1.00058,0.55,0.37
74.652615,-68.842278,0.07619,0.40496,0.24152,1.3809,0.46,0.42
74.638712,-68.847244,0.0764,0.42286,0.24218,1.44196,0.45,0.42
70.940366,-68.140968,0.05613,0.10848,0.17792,0.36992,0.74,0.38
73.796107,-67.169563,0.04801,0.34547,0.15218,1.17806,0.42,0.39
73.791937,-66.845169,0.04421,0.2007,0.14016,0.68437,0.43,0.39
73.543649,-66.599892,0.04208,0.23088,0.13338,0.78729,0.42,0.4
74.288444,-66.621864,0.04355,0.72372,0.13805,2.46787,0.49,0.4
73.91894,-66.428673,0.042,1.45649,0.13313,4.96664,0.52,0.39
74.210815,-66.409729,0.04222,2.95169,0.13384,10.06527,0.55,0.39
74.286767,-66.39032,0.04231,3.17146,0.13412,10.81468,0.55,0.39
77.412202,-71.400597,0.05587,0.1303,0.17712,0.44433,0.55,0.39
75.53078,-71.33699,0.0598,0.13118,0.18957,0.44732,0.54,0.4
75.626004,-70.634857,0.06163,0.20149,0.19536,0.68707,0.39,0.4
76.037142,-70.262787,0.06545,0.13505,0.20746,0.46052,0.49,0.39
79.96583,-69.885681,0.06133,0.55779,0.19443,1.90205,0.56,0.43
79.443194,-69.849213,0.06297,0.8384,0.19963,2.85893,0.54,0.43
79.182754,-69.77739,0.06394,0.64637,0.2027,2.20411,0.54,0.44
79.660998,-69.762985,0.06208,0.9196,0.1968,3.13585,0.49,0.44
79.289897,-69.738876,0.06344,0.75594,0.20112,2.57775,0.51,0.44
78.742711,-69.647102,0.06554,0.32437,0.20776,1.10611,0.54,0.43
78.707893,-69.661682,0.06566,0.32202,0.20813,1.09808,0.55,0.43
79.81816,-69.655548,0.06183,2.27877,0.196,7.77062,0.46,0.44
77.2941,-69.603386,0.06935,0.23193,0.21984,0.79088,0.45,0.4
75.326556,-69.54734,0.07961,0.22623,0.25237,0.77143,0.5,0.36
78.548279,-69.554939,0.06643,0.85343,0.21057,2.91019,0.53,0.4
79.507622,-69.560493,0.0629,1.12298,0.1994,3.82937,0.47,0.42
76.286309,-69.403511,0.07233,0.13166,0.2293,0.44896,0.42,0.39
77.231651,-69.272652,0.06898,0.51278,0.21868,1.74856,0.47,0.41
77.410685,-69.310379,0.06895,0.58078,0.21857,1.98045,0.51,0.4
79.483648,-69.267715,0.06456,2.20422,0.20466,7.51639,0.61,0.45
79.559796,-69.250305,0.06445,2.3114,0.20431,7.88187,0.6,0.45
78.350803,-69.24942,0.06855,1.77565,0.21729,6.05496,0.46,0.4
75.860374,-69.148941,0.06954,0.46958,0.22043,1.60126,0.32,0.38
76.734175,-69.144493,0.06861,0.46347,0.2175,1.58042,0.39,0.41
77.614144,-69.153259,0.06773,0.99197,0.2147,3.38262,0.42,0.4
76.077504,-68.926216,0.0661,0.53492,0.20952,1.82407,0.39,0.39
79.857129,-68.859306,0.0629,0.43325,0.19939,1.47737,0.44,0.42
