target_idx,target_ra,target_dec,n_matches_total,match_number,smash_idx,smash_ra,smash_dec,distance_arcsec,has_match
472,74.447295,-69.391327,1,1,488,74.44727472916341,-69.39134745406001,0.07798606312415463,True
473,74.467946,-69.392502,3,1,485,74.46799396105324,-69.3924942305204,0.06689789951236734,True
473,74.467946,-69.392502,3,2,486,74.46763471041132,-69.39257782288513,0.4796663145967169,True
473,74.467946,-69.392502,3,3,487,74.46786297748051,-69.39225092417641,0.9099739237714727,True
474,74.489212,-69.538612,1,1,482,74.4893648532103,-69.5385806478053,0.22302974630160402,True
475,74.512659,-68.906418,1,1,495,74.51274055694559,-68.9064241217017,0.10793987960123988,True
476,74.523225,-69.454338,1,1,484,74.52335131263723,-69.45430987726971,0.18899245845495596,True
477,74.527298,-67.241653,1,1,553,74.52746557163327,-67.24152442377218,0.5183757329415072,True
478,74.537554,-67.306412,3,1,550,74.53774947908347,-67.30648933429606,0.38887007650359046,True
478,74.537554,-67.306412,3,2,551,74.53709813467466,-67.30658249938807,0.8818275258332547,True
478,74.537554,-67.306412,3,3,552,74.53781120632307,-67.30618747683508,0.8837066529570843,True
479,74.565514,-70.532059,1,1,445,74.56569495145003,-70.53204793395396,0.22073138042694068,True
480,74.636575,-70.346024,1,1,453,74.63670186401596,-70.34603593953325,0.1595096911119848,True
481,74.668893,-70.527405,1,1,440,74.6689894192821,-70.52739506350946,0.12111411993330382,True
482,74.676973,-69.690598,1,1,457,74.67694559754075,-69.69057146600852,0.10147364763215816,True
483,74.714423,-67.052444,4,1,563,74.71495770853828,-67.05259740021641,0.9317942639899707,True
483,74.714423,-67.052444,4,2,564,74.71434266482365,-67.0526288154275,0.6748227323164705,True
483,74.714423,-67.052444,4,3,565,74.71448120104715,-67.05247073476815,0.12623995345582567,True
483,74.714423,-67.052444,4,4,566,74.71478819579272,-67.05234637437312,0.6215033313864559,True
484,74.717101,-69.425728,3,1,479,74.71718746696166,-69.42568549760165,0.18809043292381664,True
484,74.717101,-69.425728,3,2,480,74.71655999525426,-69.42575572228859,0.6916715425392512,True
484,74.717101,-69.425728,3,3,481,74.7169722010452,-69.42551541953057,0.7824448051915105,True
485,74.834295,-68.843079,1,1,489,74.834351934492,-68.84303967459337,0.15973413604137354,True
486,74.921413,-69.4561,1,1,477,74.9214737700742,-69.45609351908425,0.0802395831630803,True
487,74.931386,-68.523003,1,1,530,74.93145396545214,-68.52299386068877,0.09543343269256094,True
488,74.952992,-67.818863,1,1,538,74.95312211409868,-67.81883521888243,0.2031637255436168,True
489,74.964046,-70.222679,1,1,442,74.96408518322455,-70.22271874578966,0.15083564625548168,True
490,74.998596,-67.085793,1,1,562,74.99859946946945,-67.08579524819719,0.009442145753665209,True
491,75.031533,-68.449997,1,1,531,75.03154525668391,-68.45001111039555,0.05332031654155557,True
492,75.04305,-67.152191,1,1,559,75.04304020173856,-67.15221449329623,0.08567767703997183,True
493,75.133394,-67.940735,1,1,536,75.13341778156105,-67.94075704721786,0.08563551881543569,True
494,75.136946,-70.496994,1,1,439,75.13706836223867,-70.49702033641617,0.17497785176385092,True
495,75.158007,-67.764633,1,1,537,75.1581544377398,-67.76464265851638,0.20383949276789634,True
496,75.206093,-68.119324,1,1,533,75.20614383289089,-68.1193650338831,0.1627048397861789,True
497,75.206554,-68.434021,1,1,528,75.20659642038638,-68.43402183784482,0.05621420596139374,True
498,75.209047,-69.642174,2,1,454,75.20906525226688,-69.64215548890023,0.07045143213004815,True
498,75.209047,-69.642174,2,2,455,75.2085747858583,-69.64232769499472,0.8098653720476195,True
499,75.229871,-66.637321,1,1,575,75.22981904209996,-66.63731828331828,0.07481604916123834,True
500,75.24744,-66.644096,0,0,-1,,,,False
501,75.255055,-66.10524,1,1,583,75.25504471972326,-66.10523365041173,0.027335611279847717,True
502,75.343363,-70.258026,1,1,441,75.34328752342947,-70.25803246127144,0.09468307231266407,True
503,75.380222,-66.954361,2,1,560,75.38042139485405,-66.95461006496038,0.9396346485276716,True
503,75.380222,-66.954361,2,2,561,75.38023692885548,-66.95435128745551,0.04080678851705647,True
504,75.386393,-68.220688,1,1,529,75.38640321288,-68.22063294788364,0.19865654723713774,True
505,75.461606,-69.414696,1,1,478,75.46173217941751,-69.41471714926539,0.17693301918129115,True
506,75.480705,-70.525101,1,1,438,75.48071340394566,-70.5250572473819,0.15783205649756651,True
507,75.508911,-70.1511,1,1,443,75.50899078081636,-70.15109447343497,0.09952867320645203,True
508,75.57528,-66.10759,1,1,582,75.57526648495485,-66.10758492132501,0.026881226265767392,True
509,75.744805,-65.93792,0,0,-1,,,,False
510,75.767477,-70.950439,1,1,661,75.7675270326175,-70.95043311956843,0.06248323884427128,True
511,75.783619,-66.230949,1,1,810,75.78366937365186,-66.23097347954256,0.11449276667434159,True
512,75.792006,-70.16497,1,1,694,75.7920571508938,-70.16496964684461,0.062495139910906314,True
513,75.849929,-68.925583,1,1,714,75.84996569464388,-68.92557899119326,0.04964474556849722,True
514,75.936254,-69.100464,1,1,705,75.93630045911739,-69.10046255284978,0.05989119342897475,True
515,75.951584,-66.133018,1,1,809,75.95165138782534,-66.13299748566307,0.12283751496073715,True
516,75.956276,-68.934052,1,1,713,75.95631863016042,-68.93404638449626,0.058750717860825676,True
517,76.021395,-69.018661,2,1,710,76.02113666793564,-69.01878055501298,0.5441777135943511,True
517,76.021395,-69.018661,2,2,711,76.0217711159575,-69.01852688282054,0.6842319651722671,True
518,76.04151,-67.330482,0,0,-1,,,,False
519,76.051742,-67.416496,1,1,802,76.05170501056084,-67.4165233021524,0.11079524744008737,True
520,76.059927,-66.431381,1,1,808,76.05987959031845,-66.43144703373028,0.24732304264701233,True
521,76.064453,-69.026779,1,1,709,76.06459842816074,-69.02669438972124,0.35762442208346845,True
522,76.149149,-68.748634,1,1,765,76.14913114313688,-68.74862025325439,0.05469927760732515,True
523,76.167037,-68.949463,1,1,712,76.16710557961841,-68.94942864171853,0.15219474125146581,True
524,76.209054,-68.13121,1,1,800,76.20908803198135,-68.13121840700988,0.05475866568319552,True
525,76.217287,-69.062897,1,1,706,76.21741329554675,-69.06283907596462,0.2643486090095835,True
526,76.229829,-68.551895,1,1,767,76.22983551422834,-68.5519184558134,0.08487522154366929,True
527,76.229918,-68.967377,1,1,708,76.23001004698256,-68.96733576773109,0.1902031536604093,True
528,76.304923,-68.553238,1,1,766,76.3049463718546,-68.55323196332544,0.0376658435682703,True
529,76.336289,-70.741852,0,0,-1,,,,False
530,76.341489,-67.120789,1,1,806,76.34148596431228,-67.12073227857671,0.2042413239149319,True
531,76.371157,-68.965065,1,1,707,76.37119952468197,-68.96505019700231,0.07654628016993091,True
532,76.424819,-67.751686,1,1,801,76.42480513103918,-67.75166656659289,0.07246928138695061,True
533,76.474828,-68.180702,0,0,-1,,,,False
534,76.492217,-70.534889,1,1,662,76.49218671513135,-70.53489593142204,0.04407483011848402,True
535,76.536993,-71.25724,1,1,660,76.53693393366721,-71.25725657975615,0.09072409852007424,True
536,76.568824,-68.368561,1,1,777,76.56886066816435,-68.36857527067004,0.07076225064998515,True
537,76.580081,-71.470123,1,1,658,76.5800920981605,-71.47011834578451,0.02102269076688053,True
538,76.595263,-69.819595,1,1,693,76.59533058808168,-69.81953243055348,0.24038160911510464,True
539,76.614421,-68.511215,1,1,771,76.61449569314277,-68.51123497311356,0.12195329562749624,True
540,76.614966,-68.364449,2,1,778,76.61492058758925,-68.36460791653249,0.5752661576302541,True
540,76.614966,-68.364449,2,2,779,76.61502714324095,-68.3644549487884,0.08393496788777814,True
541,76.63928,-68.363991,1,1,775,76.63947345249929,-68.36396902405023,0.26869074458809333,True
542,76.68745,-68.346352,1,1,776,76.68749459651562,-68.34634959702403,0.05986948717053582,True
543,76.690052,-68.986404,1,1,704,76.69014253073067,-68.98634757487531,0.2343505324023516,True
544,76.693142,-69.049408,1,1,703,76.6932546382282,-69.04949555785856,0.34695609070413,True
545,76.69987,-70.037064,3,1,690,76.69978834387302,-70.03729448857587,0.8358063492175958,True
545,76.69987,-70.037064,3,2,691,76.70024153857896,-70.0371147167907,0.4917989827601359,True
545,76.69987,-70.037064,3,3,692,76.69991109257099,-70.03702531776662,0.14813212841619403,True
546,76.782532,-68.888756,1,1,760,76.78263655644875,-68.88873078760295,0.1631509775783401,True
547,76.814063,-70.200775,1,1,689,76.81413492018305,-70.20079691818307,0.11797201147160377,True
548,76.816581,-68.883507,1,1,761,76.81664532991412,-68.883480706994,0.12617690929329667,True
549,76.828802,-68.427116,3,1,772,76.82946410902582,-68.4271788771654,0.9051685798625067,True
549,76.828802,-68.427116,3,2,773,76.82843214805939,-68.42735435036386,0.9878944468364712,True
549,76.828802,-68.427116,3,3,774,76.82886313911658,-68.42711383084472,0.08130354211930828,True
550,76.833749,-70.454239,1,1,688,76.83378390685299,-70.45425104509782,0.06039743044449279,True
551,76.871172,-68.311821,1,1,780,76.8711848661586,-68.31187326684524,0.18893761525101493,True
552,76.878954,-65.3396,1,1,824,76.87895426041662,-65.33956463211916,0.12732497188198966,True
553,76.938948,-69.162407,1,1,702,76.9390153929452,-69.16242995696129,0.11949223089781359,True
554,76.976827,-69.458702,1,1,698,76.97692435970406,-69.45866041134013,0.19375386369855804,True
555,76.977897,-68.676727,3,1,762,76.97831205643348,-68.67659882301068,0.7128397912292879,True
555,76.977897,-68.676727,3,2,763,76.97794598659326,-68.67670450731114,0.10329074044231,True
555,76.977897,-68.676727,3,3,764,76.97761887328531,-68.67658327223903,0.6326793591092226,True
556,76.998653,-66.655083,1,1,807,76.99861231706832,-66.65504571252126,0.14624380367041107,True
557,77.004271,-67.097099,1,1,803,77.00425485245687,-67.09710462401293,0.030359771334067764,True
558,77.02987,-66.98938,2,1,804,77.02995771203784,-66.98961113563303,0.8411933938924362,True
558,77.02987,-66.98938,2,2,805,77.02987359859566,-66.98939681166783,0.06073350135871994,True
559,77.076109,-68.779739,1,1,759,77.07601770466896,-68.77974023146284,0.11904360906502896,True
560,77.160077,-67.785843,1,1,782,77.15998817176921,-67.78586245010001,0.13971247296703038,True
561,77.242485,-68.48764,1,1,768,77.2424988310052,-68.48768100627619,0.14874746801089844,True
562,77.286327,-68.985405,0,0,-1,,,,False
563,77.333966,-70.457497,1,1,665,77.33393565356795,-70.45750427836073,0.04496666774195192,True
564,77.357488,-70.553963,1,1,664,77.35745280918741,-70.55399482766624,0.12209560346158406,True
565,77.366182,-68.85215,1,1,757,77.36614172354605,-68.85212180903147,0.11417587617785963,True
566,77.418324,-71.04985,1,1,659,77.41828993098386,-71.04989606026436,0.1705334233490694,True
567,77.472865,-68.612206,1,1,758,77.47287438263527,-68.6121861942911,0.07235675525476298,True
568,77.504119,-68.902481,1,1,756,77.50413327347451,-68.90241446927257,0.2402237421625548,True
569,77.527956,-67.315636,1,1,799,77.52808402159609,-67.31561964658853,0.18723591031533646,True
570,77.544668,-68.243187,2,1,769,77.54528406668608,-68.24316925354476,0.8245611203190805,True
570,77.544668,-68.243187,2,2,770,77.54468452689167,-68.24320474062824,0.06756669552097679,True
571,77.579111,-65.274826,1,1,823,77.57915381272994,-65.27483487651914,0.07195114584051009,True
572,77.660807,-69.715027,1,1,695,77.66077376867062,-69.71506582112518,0.14578053182635506,True
573,77.770308,-70.243507,1,1,666,77.7704068107253,-70.24353365991783,0.15384818641873102,True
574,77.773078,-68.018791,1,1,781,77.77314133321867,-68.01878903760569,0.08563272652510466,True
575,77.904951,-69.304825,2,1,700,77.90457094414658,-69.3050406467389,0.9145883276091518,True
575,77.904951,-69.304825,2,2,701,77.90504825894993,-69.30483076678452,0.12546484690956755,True
576,77.946825,-69.4328,2,1,696,77.94684668388729,-69.43280489022874,0.03258810949032057,True
576,77.946825,-69.4328,2,2,697,77.9474154580935,-69.43274957424396,0.7685018241391631,True
577,77.960234,-69.351288,1,1,699,77.96031823846117,-69.35130436140777,0.12208827116971996,True
578,77.964982,-70.576408,1,1,663,77.9649874209162,-70.57641169130191,0.014788736446703947,True
579,77.966916,-67.166054,1,1,798,77.9670280795756,-67.16603446623613,0.17164410514183343,True
580,78.028352,-67.198875,2,1,796,78.02799480728413,-67.19910032327168,0.9520054132202321,True
580,78.028352,-67.198875,2,2,797,78.02840080680838,-67.19887705147492,0.06849075433229343,True
581,78.141871,-65.826668,1,1,822,78.14182087524158,-65.8266969330801,0.12770818069848205,True
582,78.197533,-69.23555,1,1,687,78.19757129069714,-69.23556487677077,0.07250233799125594,True
583,78.22591,-69.236984,1,1,686,78.22594830003226,-69.23699579956718,0.06475778954664226,True
584,78.285377,-70.139542,1,1,667,78.28544311187912,-70.13954340081295,0.08101391274449575,True
585,78.316665,-67.296463,1,1,792,78.31672451651087,-67.29644899276943,0.09685789770220689,True
586,78.319998,-69.556137,1,1,682,78.32011954425246,-69.55616154811753,0.17654544982460524,True
587,78.37822,-69.539902,0,0,-1,,,,False
588,78.42998,-68.964081,1,1,747,78.43000837011719,-68.96411667415289,0.13355706761355388,True
589,78.454106,-67.446625,1,1,790,78.45421416994316,-67.44661323025288,0.15525041952654198,True
590,78.471043,-67.376289,1,1,791,78.47110194775475,-67.37628438532316,0.08330638298312817,True
591,78.473614,-67.063515,1,1,794,78.47364667767098,-67.06345492238064,0.22108504388759642,True
592,78.507998,-67.451942,0,0,-1,,,,False
593,78.518418,-67.264061,0,0,-1,,,,False
594,78.546107,-69.543488,0,0,-1,,,,False
595,78.56421,-68.978951,2,1,745,78.5642308090355,-68.97902306903686,0.2608364236713607,True
595,78.56421,-68.978951,2,2,746,78.564257274014,-68.97874294435175,0.751484105573947,True
596,78.578573,-67.263702,1,1,793,78.57867084731056,-67.26372716828045,0.16353551898778745,True
597,78.870786,-66.810394,1,1,795,78.8707874187834,-66.81038994744522,0.014727179569089312,True
598,78.901303,-69.431702,3,1,683,78.90140150381032,-69.4319147537281,0.7759796621000535,True
598,78.901303,-69.431702,3,2,684,78.90134113418176,-69.43175624504966,0.20115002413824096,True
598,78.901303,-69.431702,3,3,685,78.90087257105202,-69.43190057022827,0.8985399199832358,True
599,78.933622,-68.991867,1,1,744,78.93360177565293,-68.9918690272335,0.0271026495976013,True
600,79.075968,-67.240059,1,1,789,79.07598699815341,-67.24004645435508,0.052344209529644414,True
601,79.170383,-69.656197,4,1,672,79.17033672489492,-69.6563484634901,0.5483356608916868,True
601,79.170383,-69.656197,4,2,673,79.17041141363424,-69.65618765538355,0.04895182340433244,True
601,79.170383,-69.656197,4,3,674,79.16985472641302,-69.65599989948882,0.9698531631052606,True
601,79.170383,-69.656197,4,4,675,79.17062285427289,-69.65596474298583,0.8883806161624308,True
602,79.386792,-69.752083,1,1,669,79.38687716405477,-69.75208834310091,0.10783517406555704,True
603,79.434664,-69.342567,1,1,681,79.43470861090611,-69.34257552337111,0.06443164336347025,True
604,79.554313,-69.874611,1,1,668,79.55436206978588,-69.8746319101403,0.09675189180047655,True
605,79.557173,-68.49041,1,1,749,79.5571928382804,-68.49042113939642,0.0478941982457956,True
606,79.579719,-68.718452,1,1,748,79.57976227041745,-68.7184416230569,0.06776512140930471,True
607,79.593344,-69.545151,1,1,671,79.59343286187604,-69.54514833320431,0.11220760979034314,True
608,79.594847,-69.488861,1,1,680,79.59488349584016,-69.48887533700746,0.06916090369236878,True
609,79.604903,-69.686317,1,1,670,79.60489281173173,-69.68632271297818,0.02418925950130035,True
610,79.712597,-72.120125,2,1,631,79.7132665371591,-72.12029901408673,0.9695743060620039,True
610,79.712597,-72.120125,2,2,632,79.71262061846413,-72.12014301401668,0.06990746703034235,True
611,79.815808,-68.934425,2,1,742,79.81576570883647,-68.9344491720567,0.10279608922343166,True
611,79.815808,-68.934425,2,2,743,79.81594561327228,-68.934265940749,0.5996617834023283,True
612,79.846065,-65.858719,1,1,821,79.84610052907696,-65.8587389385801,0.08881834265042814,True
613,80.009071,-68.063393,1,1,752,80.00909657310689,-68.06339606854985,0.036123544091072546,True
614,80.035374,-68.918663,1,1,741,80.0354065576355,-68.91867255929702,0.05442097167799273,True
615,80.095831,-69.038193,0,0,-1,,,,False
616,80.105058,-69.498871,2,1,678,80.1050470041285,-69.49908501194768,0.7705677358961709,True
616,80.105058,-69.498871,2,2,679,80.1050855319515,-69.49887958702766,0.04648224588468355,True
617,80.180023,-69.487755,1,1,677,80.18010821207687,-69.48776990443065,0.12013964615618472,True
618,80.265148,-68.048332,1,1,751,80.2651743576028,-68.0483473459591,0.06565261452691178,True
619,80.313532,-69.444946,0,0,-1,,,,False
620,80.325135,-69.513069,1,1,676,80.32516312486526,-69.51309626272464,0.10434729264069062,True
621,80.325806,-66.908684,1,1,783,80.32582084204559,-66.90869871466113,0.056967137629369544,True
622,80.54487,-69.096001,1,1,739,80.54494254108089,-69.09602236791547,0.1208287402960094,True
623,80.574008,-69.353386,1,1,657,80.57403452335755,-69.35341432789073,0.10739429660507017,True
624,80.590077,-69.404907,1,1,656,80.59009679079777,-69.40492416618555,0.0666867641582684,True
625,80.629679,-65.371346,0,0,-1,,,,False
626,80.637892,-68.277718,1,1,750,80.63805010857696,-68.27776350880978,0.26686940039105433,True
627,80.648671,-68.899925,1,1,740,80.64871608571147,-68.89991486303626,0.06889049034654994,True
628,80.743821,-65.801697,1,1,820,80.74389009226341,-65.80169107162199,0.10416416380151568,True
629,80.802722,-68.781891,1,1,726,80.80273936474342,-68.78194321600795,0.18933426520867247,True
630,80.84795,-69.656616,1,1,648,80.84789383539922,-69.65662333503022,0.07508767356695242,True
631,80.906945,-68.777267,1,1,725,80.90704540540031,-68.77729809267015,0.17219136883194433,True
632,80.984144,-65.937645,1,1,819,80.98430509233594,-65.93770845903872,0.3287886208836151,True
633,80.987903,-69.777115,1,1,642,80.98785149251508,-69.77713470169273,0.0955978256243842,True
634,80.988021,-69.776245,2,1,643,80.98789726427111,-69.77628014405303,0.19929520241654602,True
634,80.988021,-69.776245,2,2,644,80.98730300340938,-69.77624665575662,0.8935480626844732,True
635,81.00443,-71.160744,1,1,633,81.00439773012863,-71.16081177816359,0.24686824654068978,True
636,81.007614,-69.85527,3,1,639,81.0079470490296,-69.85551625966453,0.9779794816826387,True
636,81.007614,-69.85527,3,2,640,81.00808950494174,-69.85512285966747,0.7925557442509559,True
636,81.007614,-69.85527,3,3,641,81.00769215883922,-69.8552812450217,0.10501842919860602,True
637,81.067416,-69.658638,2,1,646,81.06741162484936,-69.65863760417201,0.0056574863962144135,True
637,81.067416,-69.658638,2,2,647,81.06754536991603,-69.65848329887693,0.5799778604432111,True
638,81.086366,-67.662697,3,1,753,81.08674398428909,-67.66282170536788,0.6848369686600779,True
638,81.086366,-67.662697,3,2,754,81.08632796997276,-67.66292175194445,0.810778362429836,True
638,81.086366,-67.662697,3,3,755,81.08639208141672,-67.66270903549865,0.056131157391726645,True
639,81.107683,-69.514938,3,1,652,81.10812024553354,-69.51481102059303,0.7158387682230672,True
639,81.107683,-69.514938,3,2,653,81.10774330813896,-69.51498271115634,0.17799202641614,True
639,81.107683,-69.514938,3,3,654,81.10707954746539,-69.51498407734871,0.7781549620117391,True
640,81.121322,-72.285049,3,1,627,81.12146163852287,-72.28502544031743,0.17490270897262983,True
640,81.121322,-72.285049,3,2,628,81.12155147763907,-72.28494059929106,0.464196087866618,True
640,81.121322,-72.285049,3,3,629,81.1210615549597,-72.28501692382483,0.3077787293750128,True
641,81.135044,-68.498512,1,1,727,81.13515159712334,-68.4985348272145,0.16404166409410756,True
642,81.156232,-69.532639,2,1,650,81.1568685878605,-69.53250599094187,0.9335155663984386,True
642,81.156232,-69.532639,2,2,651,81.15629261066067,-69.5326586353088,0.10401002046735718,True
643,81.184848,-69.630096,1,1,645,81.18494921095945,-69.63012674164354,0.16832311633173186,True
644,81.271244,-72.03624,1,1,630,81.27123179990407,-72.03627008145475,0.10913712093041565,True
645,81.279504,-66.04464,1,1,817,81.27948309776657,-66.04460460708621,0.13102638231941655,True
646,81.284448,-67.644135,2,1,732,81.28436185670515,-67.64437331117675,0.8659909877404326,True
646,81.284448,-67.644135,2,2,733,81.28447545807005,-67.64414802835873,0.06011171034958501,True
647,81.294778,-66.265808,1,1,788,81.29485766680739,-66.2658062548411,0.11560636475728421,True
648,81.320819,-69.582993,1,1,649,81.3209626467444,-69.58298231013707,0.1844594111501421,True
649,81.351781,-66.568855,2,1,785,81.35180996247352,-66.56885364707658,0.04174569589841958,True
649,81.351781,-66.568855,2,2,786,81.35214008535262,-66.56874660080565,0.6453867683206054,True
650,81.353718,-69.862534,3,1,636,81.35385945828982,-69.86273246001953,0.7356526041300956,True
650,81.353718,-69.862534,3,2,637,81.35376524082993,-69.86255932968415,0.10836555932499933,True
650,81.353718,-69.862534,3,3,638,81.3537287034617,-69.86234812836507,0.6692693709106204,True
651,81.401093,-69.037949,1,1,723,81.40113526536648,-69.0379517160629,0.0553047082699366,True
652,81.40648,-65.975014,1,1,818,81.40651030034844,-65.9749969448876,0.07577654099882901,True
653,81.421781,-69.241486,1,1,655,81.42181179124617,-69.24148760864495,0.03971254379613396,True
654,81.460458,-66.405823,1,1,787,81.46051138671311,-66.40580019134971,0.11251605160959689,True
655,81.495743,-66.038406,1,1,816,81.4957833774505,-66.03839315500505,0.07498869510411128,True
656,81.505768,-66.761322,1,1,784,81.50573772625705,-66.76132437118784,0.043840641655486776,True
657,81.574316,-66.050484,2,1,813,81.57459686314576,-66.05035315565017,0.6247723732284853,True
657,81.574316,-66.050484,2,2,814,81.574379230757,-66.05048398978555,0.09240250031963955,True
658,81.600296,-68.04702,2,1,730,81.60025370261327,-68.04714398102165,0.4499472003438759,True
658,81.600296,-68.04702,2,2,731,81.60024707180919,-68.04696418432808,0.2114512706477967,True
659,81.662074,-69.423714,1,1,635,81.6621686362181,-69.42371462199537,0.11975799881067482,True
660,81.681947,-65.962448,1,1,815,81.6819660112339,-65.96246804971065,0.07737568028446802,True
661,81.721598,-69.044411,1,1,724,81.72159296255622,-69.04437685449372,0.12309480857995402,True
662,81.732915,-69.980225,1,1,634,81.73290608669693,-69.9802092752492,0.057665096005713186,True
663,81.74923,-69.082756,1,1,722,81.74937383502795,-69.08277294664431,0.1946731452264887,True
664,81.76531,-66.011261,2,1,811,81.76537246864277,-66.01127096451431,0.09821486355849575,True
664,81.76531,-66.011261,2,2,812,81.765737109505,-66.01116978241575,0.7061244836824937,True
665,81.775145,-66.746681,1,1,735,81.77519765815885,-66.74669191778943,0.08453428604122121,True
666,81.879173,-66.582611,1,1,736,81.87917509366947,-66.58260139519216,0.03470681756857732,True
667,81.953638,-66.03801,1,1,738,81.95372246187264,-66.03801670414364,0.12582552114614376,True
668,81.97569,-68.328835,1,1,729,81.97572002852549,-68.32885018499957,0.06769033885297117,True
669,81.978051,-68.328995,1,1,728,81.97805141070519,-68.32901173653852,0.06025401244495795,True
670,82.070179,-69.104988,1,1,719,82.07019723082702,-69.10499279688872,0.029088364272187073,True
671,82.091548,-67.296677,1,1,734,82.09154304611768,-67.29668042324228,0.014115638183493066,True
672,82.110799,-66.517159,1,1,737,82.11079551351818,-66.51713411717822,0.0897176702705098,True
673,82.133568,-69.200859,1,1,716,82.13352607311012,-69.2008666760442,0.06030106601025048,True
674,82.140347,-69.147591,2,1,717,82.14060113258871,-69.14777080708726,0.7246095167606911,True
674,82.140347,-69.147591,2,2,718,82.14029360094109,-69.14760991653137,0.09654043447607992,True
675,82.148558,-69.028488,1,1,721,82.14856935186414,-69.02846828278909,0.0724732280488544,True
676,82.166598,-69.050812,1,1,720,82.16647568934019,-69.05081056825068,0.1575157353084811,True
677,82.185051,-69.228806,1,1,715,82.1849923120328,-69.22880393696255,0.07529370634255134,True
678,82.187213,-71.970413,1,1,626,82.18725190005017,-71.9704438192977,0.11911526724666552,True
679,82.194611,-69.431656,1,1,877,82.19464681085029,-69.43165675112465,0.04537306041637452,True
680,82.256902,-66.649391,1,1,1005,82.25699142723958,-66.6494104323821,0.1455206204408692,True
681,82.258115,-66.221855,1,1,1008,82.25811510482312,-66.22186011962748,0.01843128693033222,True
682,82.267326,-69.355209,2,1,875,82.26738441076101,-69.35521124493931,0.07457785908458214,True
682,82.267326,-69.355209,2,2,876,82.26691681564441,-69.35521134454191,0.5194314821317585,True
683,82.282834,-66.600044,1,1,1006,82.28287974012306,-66.60006698598238,0.1054709499892124,True
684,82.339233,-66.535522,1,1,1007,82.33927459366191,-66.53553925611695,0.08610444607888434,True
685,82.349941,-69.471077,1,1,874,82.34997032185578,-69.47109582059029,0.07720688721446367,True
686,82.49221,-69.386147,1,1,873,82.49221752096342,-69.38614479787489,0.01239816083944176,True
687,82.510236,-65.933891,1,1,1009,82.51028611216373,-65.93382836469127,0.23718462302226093,True
688,82.555391,-69.353394,1,1,872,82.55537667037305,-69.353380446599,0.05207249809966324,True
689,82.580741,-65.90361,1,1,1010,82.58072508484769,-65.90356506962442,0.1634320373000161,True
690,82.606141,-66.959465,1,1,1000,82.60617717071547,-66.95947171800988,0.05641100701117261,True
691,82.612863,-67.102829,1,1,996,82.61283779496064,-67.10282708530534,0.035970859598217,True
692,82.623667,-66.622704,1,1,1004,82.62371332028336,-66.62271771229011,0.08255076263327338,True
693,82.656436,-69.722893,1,1,871,82.6564495194151,-69.72288112690381,0.04595079055690956,True
694,82.657663,-68.410896,1,1,977,82.65771042528411,-68.41087602255827,0.09549177892806157,True
695,82.66349,-69.119286,1,1,974,82.66343941648881,-69.11926821969331,0.09115822272642833,True
696,82.67394,-69.192993,1,1,970,82.67392647706927,-69.19296268277756,0.11050351713097596,True
697,82.684413,-68.60955,1,1,976,82.68438254350293,-68.60955751953178,0.04829023114366334,True
698,82.71537,-67.028183,2,1,998,82.71527757962028,-67.02836196174319,0.6572176103152594,True
698,82.71537,-67.028183,2,2,999,82.71535703080487,-67.02820903157291,0.0954687494457097,True
699,82.717271,-68.693733,1,1,975,82.71720135857719,-68.69374946704403,0.10868645134067968,True
700,82.751967,-69.18647,3,1,971,82.75228724145806,-69.18668277403324,0.8686448464907476,True
700,82.751967,-69.18647,3,2,972,82.75196739638521,-69.18645616513453,0.04980809661608667,True
700,82.751967,-69.18647,3,3,973,82.75127526333374,-69.18645452153896,0.8866086249800009,True
701,82.791314,-67.030815,1,1,997,82.79132603552748,-67.03083043166292,0.05807003777210393,True
702,82.840846,-70.957069,1,1,846,82.84079131391863,-70.95708512647688,0.08658190589919511,True
703,82.869474,-71.389946,1,1,844,82.86946185512511,-71.38995288285152,0.02843658329637728,True
704,82.910079,-67.469894,0,0,-1,,,,False
705,82.956683,-71.060585,1,1,845,82.95663112377234,-71.06057513961203,0.0702437868352688,True
706,82.982888,-69.023308,1,1,961,82.98289493263371,-69.02329222381377,0.05749273155934066,True
707,83.015543,-66.657982,1,1,1002,83.01557274134584,-66.65798674781678,0.045736492705138576,True
708,83.069673,-66.395912,1,1,1003,83.06969239178063,-66.39589886151147,0.05494114628370503,True
709,83.086202,-68.846603,2,1,963,83.08623330455828,-68.84657420880414,0.11134130071902208,True
709,83.086202,-68.846603,2,2,964,83.08611702976833,-68.84634548546772,0.9336012463224678,True
710,83.117512,-69.606491,2,1,867,83.11717823796434,-69.60669469699975,0.8444215422082104,True
710,83.117512,-69.606491,2,2,868,83.1175503028808,-69.60646206205269,0.11472393002057703,True
711,83.150667,-69.017799,1,1,960,83.1507066568459,-69.0178008244431,0.05154106447746694,True
712,83.15235,-70.806839,1,1,852,83.15244792081498,-70.80683345161137,0.11759940042074385,True
713,83.187091,-66.874779,1,1,1001,83.18716606091678,-66.87478067693911,0.10629802541440009,True
714,83.242337,-67.555969,1,1,992,83.24238743729966,-67.5559724686134,0.07043723667874484,True
715,83.25456,-69.374802,1,1,870,83.25461169557546,-69.37479660382614,0.06837352059560804,True
716,83.291798,-67.733246,1,1,990,83.29185169307,-67.73323914885378,0.07728446896666354,True
