ra,dec,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,Bmag_APASS,e_Bmag_APASS,Vmag_APASS,e_Vmag_APASS,gmag_APASS,e_gmag_APASS,rmag_APASS,e_rmag_APASS,imag_APASS,e_imag_APASS
81.495743,-66.038406,081.4957409, 44,-66.0383803, 18,13.307, 1,13.184, 1,13.179, 1,13.219, 2,13.315, 1

81.505768,-66.761322,081.5057221, 15,-66.7613267, 22,12.818, 5,12.711, 2,12.742, 6,12.816, 4,12.938, 2

81.574316,-66.050484,081.5743324, 37,-66.0504787, 22,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.600296,-68.04702,081.6002230, 18,-68.0470739, 19,14.448, 1,13.374, 1,13.945, 1,12.985, 1,      ,

81.662074,-69.423714,081.6620674, 14,-69.4237139, 14,13.944, 2,13.329, 1,13.643, 1,13.009, 1,12.680, 1

81.681947,-65.962448,081.6819153, 20,-65.9624753, 24,13.073, 3,12.860, 3,12.921, 1,12.900, 1,12.964, 5

81.721598,-69.044411,081.7215662, 15,-69.0443867, 15,13.257, 6,13.184, 2,13.137, 1,13.283, 1,13.391, 1

81.732915,-69.980225,081.7328389, 17,-69.9802181, 17,14.074,81,13.348,56,13.659,68,13.151,49,13.000,43

81.74923,-69.082756,081.7493145, 15,-69.0827800, 14,13.599, 4,13.296, 2,13.401, 1,13.300, 1,      ,

81.76531,-66.011261,081.7653353, 18,-66.0112670, 14,13.314, 1,13.206, 0,13.206, 3,13.264, 1,13.286, 3

81.775145,-66.746681,081.7751856, 15,-66.7467017, 50,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.879173,-66.582611,081.8791492, 18,-66.5825964, 19,13.520, 2,13.446, 1,13.437, 0,13.534, 1,13.706, 3

81.953638,-66.03801,081.9536680, 17,-66.0380053, 19,13.548, 3,13.290, 2,13.374, 2,13.316, 1,13.317, 0

81.97569,-68.328835,081.9756077,121,-68.3287989,127,      ,  ,      ,  ,      ,  ,      ,  ,      ,

81.978051,-68.328995,,,,,,,,,,,,,,

82.070179,-69.104988,082.0701553, 14,-69.1049939, 15,13.808, 2,13.333, 1,13.526, 1,13.255, 1,13.199, 1

82.091548,-67.296677,082.0915459, 15,-67.2966870, 16,13.133, 1,13.222, 1,      ,  ,      ,  ,      ,

82.110799,-66.517159,082.1107739, 26,-66.5171292, 20,13.048, 3,12.867, 4,12.917, 1,12.880, 0,12.957, 1

82.133568,-69.200859,082.1334815, 22,-69.2008689, 13,12.333, 1,12.278, 1,      ,  ,      ,  ,      ,

82.140347,-69.147591,082.1402586, 15,-69.1476128, 16,13.221, 2,13.174, 1,      ,  ,      ,  ,      ,

82.148558,-69.028488,082.1485227, 15,-69.0284831, 15,13.287, 1,13.169, 1,      ,  ,      ,  ,      ,

82.166598,-69.050812,082.1665695, 14,-69.0508178, 14,12.955, 1,12.929, 1,      ,  ,      ,  ,      ,

82.185051,-69.228806,082.1849586, 14,-69.2288081, 24,12.521, 1,12.514, 1,      ,  ,      ,  ,      ,

82.187213,-71.970413,082.1871842, 16,-71.9704464, 19,12.954, 2,12.818, 1,12.826, 1,12.861, 1,12.941, 4

82.194611,-69.431656,082.1946018, 14,-69.4316681, 14,13.328, 1,12.762, 1,12.957, 1,12.596, 1,12.485,13

82.256902,-66.649391,082.2569656, 18,-66.6494123, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

82.258115,-66.221855,082.2580756, 16,-66.2218539, 39,13.731, 1,13.300, 3,13.499, 1,13.227, 3,13.169, 0

82.267326,-69.355209,082.2673524, 15,-69.3552203, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

82.282834,-66.600044,082.2828418, 17,-66.6000625, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

82.339233,-66.535522,082.3391903,113,-66.5355495, 39,15.284, 6,13.736, 2,14.486, 3,13.231, 0,12.777, 1

82.349941,-69.471077,082.3499315, 16,-69.4711031, 16,13.504, 1,13.432, 1,13.330, 1,13.475, 1,13.618, 0

82.49221,-69.386147,082.4921880, 14,-69.3861506, 15,13.555, 1,13.410, 1,13.409, 3,13.429, 7,13.563, 6

82.510236,-65.933891,082.5102350, 15,-65.9338253, 24,13.523, 3,12.894, 4,13.191, 4,12.772, 1,12.654, 2

82.555391,-69.353394,082.5553265, 14,-69.3533892, 12,12.652, 1,12.614, 1,      ,  ,      ,  ,      ,

82.580741,-65.90361,082.5806977, 16,-65.9035600, 20,      ,  ,      ,  ,      ,  ,      ,  ,      ,

82.606141,-66.959465,082.6061715, 16,-66.9594762, 60,12.352, 7,12.290, 4,12.234, 1,12.342, 1,12.437, 1

82.612863,-67.102829,082.6128509, 16,-67.1028350, 16,15.333, 3,13.862, 1,14.589, 1,13.349, 1,12.809, 1

82.623667,-66.622704,082.6236906, 12,-66.6227184, 26,12.794, 3,12.412, 1,12.577, 3,12.349, 1,12.306, 0

82.656436,-69.722893,082.6563818, 12,-69.7228812, 12,13.843, 1,13.136, 2,13.417, 4,12.950, 1,12.807, 1

82.657663,-68.410896,082.6576768, 22,-68.4108875, 15,12.252, 3,12.208, 1,12.153, 1,12.296, 4,12.453, 4

82.66349,-69.119286,082.6633789, 25,-69.1192870, 17,14.487, 1,13.858, 3,      ,  ,      ,  ,      ,

82.67394,-69.192993,082.6738974, 12,-69.1929839, 16,12.870,11,12.717,13,12.765,14,12.692, 8,12.791, 4

82.684413,-68.60955,082.6843489, 13,-68.6095625, 15,13.452, 5,13.057, 1,13.212, 5,12.947, 2,12.844, 4

82.71537,-67.028183,082.7153424, 13,-67.0282142, 22,12.920, 1,12.427, 1,12.617, 1,12.327, 1,12.258, 3

82.717271,-68.693733,082.7171842, 63,-68.6937495, 14,12.624, 2,12.493, 2,12.486, 3,12.554, 2,12.652, 5

82.751967,-69.18647,082.7519295, 15,-69.1864837, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

82.791314,-67.030815,082.7913142, 16,-67.0308395, 17,14.789, 5,13.486, 4,14.096, 1,13.010, 1,12.611, 1

82.840846,-70.957069,082.8407518, 14,-70.9570903, 17,13.593,20,12.559,10,13.039,15,12.254, 7,11.981, 8

82.869474,-71.389946,082.8694386, 33,-71.3899517, 26,13.853, 3,13.351, 2,13.579, 2,13.238, 1,13.160, 1

82.910079,-67.469894,082.9100927,  3,-67.4698787,  3,10.864,99,10.275,99,      ,  ,      ,  ,      ,

82.956683,-71.060585,082.9566212, 17,-71.0605737, 40,13.282, 6,13.265, 5,13.221, 4,13.351, 5,13.458, 4

82.982888,-69.023308,082.9828453, 15,-69.0233078, 15,13.278, 1,13.172, 2,13.175, 3,13.227, 4,13.271, 6

83.015543,-66.657982,083.0155348, 17,-66.6579875, 27,12.726, 4,12.526, 2,12.591, 3,12.563, 1,12.666, 4

83.069673,-66.395912,083.0696309, 18,-66.3958923, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

83.086202,-68.846603,083.0862000, 15,-68.8465881, 14,13.639, 5,13.188, 1,13.358, 3,13.095, 1,13.043, 4

83.117512,-69.606491,083.1174903, 17,-69.6064687, 15,13.867, 3,13.182, 2,13.476, 4,12.995, 1,12.776, 2

83.150667,-69.017799,083.1506777, 16,-69.0178000, 17,13.214, 2,13.091, 3,      ,  ,      ,  ,13.376, 8

83.15235,-70.806839,083.1523989, 15,-70.8068409, 35,12.372, 3,12.066, 1,12.173, 1,12.036, 2,12.039, 3

83.187091,-66.874779,083.1871312, 17,-66.8747845, 40,12.472, 3,12.431, 1,12.367, 1,12.524, 1,12.676, 3

83.242337,-67.555969,083.2423512, 31,-67.5559781, 17,12.537, 8,12.432, 1,12.420, 2,12.496, 1,12.599, 2

83.25456,-69.374802,083.2545689, 12,-69.3748048, 22,11.823, 2,11.685, 3,11.699, 3,11.709, 3,11.786, 5

83.291798,-67.733246,083.2918230, 13,-67.7332487, 22,13.375, 6,12.284, 0,12.786, 2,11.937, 0,11.566, 3

83.371852,-67.338905,083.3718592, 15,-67.3389109, 15,15.174, 3,13.465, 1,14.230, 6,12.925, 2,12.438, 1

83.400133,-67.500008,083.4001112, 27,-67.5000123, 14,13.467, 5,13.011, 0,13.191, 1,12.908, 1,12.827, 2

83.401523,-69.386848,083.4015192, 14,-69.3868417, 14,14.752, 1,13.585,28,14.201,20,13.117,18,12.833,16

83.437062,-67.000183,083.4371006, 24,-67.0002009, 22,12.745, 1,12.526, 1,      ,  ,      ,  ,12.608, 3

83.475324,-68.799622,083.4752642, 16,-68.7996223, 16,13.578, 4,13.332, 2,13.402, 1,13.345, 2,13.370, 3

83.492801,-68.694839,083.4927598, 17,-68.6948550, 49,12.943, 5,12.860, 1,12.829, 2,12.894, 1,13.030, 4

83.504781,-70.712234,083.5047580, 26,-70.7122512, 30,12.450, 1,12.374, 1,12.318, 2,12.419, 1,12.559, 4

83.535131,-68.717476,083.5350992, 21,-68.7174823, 21,13.456, 3,13.264, 2,13.285, 3,13.284, 3,13.331, 4

83.546271,-69.42907,083.5462698, 26,-69.4290837, 21,12.116, 2,11.846, 3,11.943, 4,11.821, 2,11.853, 2

83.578245,-69.438858,083.5782198, 14,-69.4388548, 14,12.817, 1,12.793, 4,12.744, 6,12.857, 3,12.984, 2

83.579468,-67.108109,083.5794486, 12,-67.1081220, 15,12.371, 7,12.534, 3,12.366, 1,12.709, 2,12.928, 2

83.666828,-67.502647,083.6668021, 12,-67.5026556, 26,12.509,13,12.438, 2,12.494, 1,12.404, 1,      ,

83.724042,-69.133911,083.7241492, 15,-69.1338998, 19,15.444, 4,13.642, 6,14.522, 1,12.967, 5,12.344, 2

83.728128,-67.71991,083.7281589, 15,-67.7199148, 15,13.700, 4,13.326, 0,13.460, 1,13.277, 2,13.270, 2

83.805197,-69.24292,083.8052224, 14,-69.2429317, 18,12.877, 2,12.706, 3,12.718, 5,12.720, 2,12.765, 1

83.863142,-69.231224,083.8631445, 17,-69.2312364, 13,12.296, 0,12.292, 2,12.226, 4,12.367, 3,12.510, 1

83.899876,-69.118477,083.8998836, 16,-69.1184984, 13,12.989, 6,12.823, 3,12.837, 6,12.853, 3,12.895, 1

83.900594,-68.534393,083.9005956, 15,-68.5343970, 20,13.624,41,13.007,26,13.245,33,12.864,23,12.718,20

83.935222,-66.882256,083.9352224, 14,-66.8822373, 29,12.238, 6,12.319, 2,12.197, 1,12.448, 2,12.655, 3

83.955935,-66.700485,083.9559045, 19,-66.7004714, 22,13.698, 3,12.807, 3,13.214, 3,12.583, 1,12.402, 3

84.059698,-69.191147,084.0597712, 15,-69.1911573, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

84.073025,-68.963707,084.0730109, 15,-68.9637320, 14,12.807, 1,12.279, 1,      ,  ,      ,  ,      ,

84.080953,-68.224899,084.0809809, 14,-68.2249070, 18,15.482,12,13.944, 1,14.679, 1,13.426, 1,12.952, 1

84.223679,-70.35643,084.2237280, 46,-70.3564262, 25,13.647, 3,13.270, 1,13.379, 4,13.196, 3,13.140, 2

84.236771,-69.271767,084.2367274, 13,-69.2717725, 14,12.354, 1,12.165, 3,12.212, 5,12.159, 2,12.185, 1

84.26094,-69.643074,084.2608477, 11,-69.6429628, 11,12.246, 6,12.285, 1,12.167, 1,12.347, 2,12.449, 2

84.266308,-69.167656,084.2663209, 14,-69.1676948, 16,13.226, 8,12.974, 1,13.036, 7,12.950, 1,12.921, 7

84.289308,-69.324539,084.2892827, 26,-69.3245281, 30,12.385, 2,12.204, 1,12.257, 7,12.203, 1,12.217, 4

84.311686,-70.506462,084.3116883, 14,-70.5064803, 38,15.540, 6,13.838, 1,14.674, 3,13.288, 3,12.761, 4

84.382455,-70.299202,084.3824636, 27,-70.2992039, 16,15.257, 7,13.904, 1,14.578, 3,13.367, 1,12.883, 4

84.392608,-69.45929,084.3925924, 18,-69.4593123, 14,      ,  ,      ,  ,      ,  ,      ,  ,      ,

84.43914,-69.309685,084.4391227, 16,-69.3096912, 23,      ,  ,12.848, 1,      ,  ,      ,  ,12.874, 2

84.521252,-69.296501,084.5212398, 15,-69.2965170, 15,13.106, 6,12.953, 4,12.966, 2,12.978, 5,      ,

84.576233,-69.067322,084.5762900,101,-69.0673145, 45,      ,  ,      ,  ,      ,  ,      ,  ,      ,

84.611746,-69.764206,084.6117636, 12,-69.7642150, 20,11.108, 1,11.003, 1,10.998, 1,11.004, 1,11.058, 1

84.661939,-69.13736,084.6619503, 14,-69.1373931, 14,13.088, 5,12.478, 6,12.683, 0,12.317, 9,12.196, 5

84.677308,-69.017288,084.6773556, 18,-69.0173323, 49,      ,  ,      ,  ,      ,  ,      ,  ,      ,

84.679486,-69.025673,084.6795383, 26,-69.0257262, 44,13.215, 6,13.138, 2,13.119, 5,13.211, 3,13.290, 4

84.690958,-66.614372,084.6910139, 16,-66.6143795, 17,14.519, 2,13.456, 1,14.021, 1,13.017, 2,12.654, 2

84.721164,-70.717834,084.7211956, 18,-70.7178489, 16,12.672, 1,12.295, 3,12.396, 4,12.201, 4,12.169, 3

84.738261,-68.948074,084.7381956, 16,-68.9481023, 21,12.808, 3,12.706, 3,12.681, 3,12.737, 2,12.880, 1

84.76943,-67.879074,084.7694512, 16,-67.8791075, 21,13.144, 5,13.055, 2,13.028, 1,13.127, 2,13.266, 2

84.77477,-69.274086,084.7747359, 15,-69.2741131, 21,12.594, 7,12.175, 5,12.328, 2,12.084, 6,11.985, 2

84.783639,-70.337944,084.7836756, 57,-70.3379492, 30,      ,  ,      ,  ,      ,  ,      ,  ,      ,

84.834334,-69.107307,084.8343562, 22,-69.1073406, 21,13.135, 7,12.795, 1,12.888, 5,12.766, 2,12.740, 3

84.916091,-69.20118,084.9161292, 15,-69.2012092, 67,      ,  ,      ,  ,      ,  ,      ,  ,      ,

84.916984,-69.742706,084.9169789, 11,-69.7426953, 14,12.220, 1,11.950, 1,11.983, 1,11.913, 1,11.887, 1

84.949506,-69.267471,084.9495748, 17,-69.2674625, 20,13.483, 5,13.353, 2,13.338, 1,13.399, 2,13.478, 2

84.979328,-67.15332,084.9793992, 17,-67.1533256, 26,13.403, 2,12.979, 1,13.120, 4,12.924, 3,12.851, 1

85.004564,-69.581306,085.0045880, 17,-69.5813289, 18,13.081, 1,12.761, 1,12.802, 1,12.703, 1,12.633, 6

85.03308,-67.099304,085.0331003, 15,-67.0992987, 24,13.356, 7,13.289, 1,13.251, 1,13.382, 1,13.470, 1

85.053551,-69.581863,085.0535315, 35,-69.5818753, 55,12.190, 0,12.222,10,12.059, 1,12.299, 3,      ,

85.067588,-66.67672,085.0676027, 31,-66.6766962, 16,13.286, 1,13.070, 1,13.135, 1,13.076, 3,13.113, 4

85.072987,-69.515961,085.0730348, 16,-69.5159798, 12,11.252, 1,10.920, 1,11.051, 1,10.844, 1,10.804,11

85.074858,-69.468552,085.0749027, 14,-69.4685639, 14,12.066, 1,12.009, 1,11.918, 1,12.081, 1,12.182, 1

85.080661,-69.689636,085.0806633, 11,-69.6896314, 11,13.063, 1,12.533, 1,12.707, 1,12.321, 1,12.071, 1

85.088533,-69.3116,085.0885380, 14,-69.3115842, 14,12.951, 9,12.456, 1,12.655, 6,12.349, 1,12.242, 2

85.137987,-67.211502,085.1380309, 17,-67.2115009, 16,13.779, 5,13.689, 2,13.622, 4,13.771, 1,13.879, 1

85.145193,-69.66127,085.1451380, 18,-69.6612617, 12,13.080, 1,13.008, 1,12.926, 1,13.019, 1,13.142, 1

85.241643,-69.23159,085.2417183, 12,-69.2315898, 13,13.113, 7,12.070, 1,12.544, 5,11.769, 2,11.446, 3

85.244159,-69.25267,085.2442050, 22,-69.2526853, 26,13.411, 5,12.963, 2,13.135, 2,12.865, 3,12.773, 2

85.249355,-69.644539,085.2493486, 23,-69.6445367, 11,12.566, 1,12.620, 1,12.464, 1,12.752, 1,12.937, 1

85.279678,-71.507668,085.2796374, 16,-71.5076664, 31,13.300, 1,13.166, 1,      ,  ,      ,  ,      ,

85.284794,-67.3564,085.2847509, 15,-67.3563873, 27,13.704, 6,13.228, 0,13.453, 1,13.075, 2,12.953, 3

85.288253,-69.180138,,,,,,,,,,,,,,

85.289906,-69.179497,085.2899127, 15,-69.1795106, 16,14.100, 7,13.377, 1,13.711, 4,13.138, 3,12.832, 4

85.313089,-69.241997,085.3131356, 14,-69.2419978, 15,13.154, 6,13.015, 1,13.013, 4,13.088, 1,13.188, 2

85.320522,-69.169754,085.3205433, 15,-69.1697675, 15,13.942, 9,13.495, 2,13.680, 7,13.405, 2,13.312, 2

85.375419,-69.325356,085.3754024, 13,-69.3253623, 37,12.098, 7,11.807, 2,11.872, 5,11.793, 3,11.786, 2

85.417021,-68.606743,085.4170339, 17,-68.6067484, 27,13.608, 4,13.477, 1,13.465, 3,13.564, 1,13.647, 7

85.419263,-69.368065,085.4192509, 17,-69.3680650, 22,12.826, 6,12.714, 4,12.694, 3,12.809, 3,12.936, 2

85.436136,-69.587502,085.4360933, 19,-69.5874778, 16,12.797, 1,12.753, 1,12.647, 1,12.828, 1,12.960, 8

85.453935,-69.297897,085.4539309, 17,-69.2978870, 18,12.751, 7,12.675, 1,12.629, 6,12.743, 1,12.848, 4

85.465791,-70.423386,085.4658580, 19,-70.4233562, 24,13.393, 1,13.131, 1,13.160, 1,13.106, 1,13.134, 1

85.500693,-69.212509,085.5006474, 20,-69.2124856, 16,12.054, 8,11.799, 4,11.855, 3,11.805, 3,11.818, 2

85.507777,-68.714325,,,,,,,,,,,,,,

85.532318,-69.280785,085.5323539, 18,-69.2807584, 21,14.090, 7,13.464, 2,13.721, 6,13.284, 2,13.077, 2

85.537535,-69.216705,085.5375368, 63,-69.2166973, 21,      ,  ,      ,  ,      ,  ,      ,  ,      ,

85.549741,-69.207756,085.5497709, 20,-69.2077417, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

85.564934,-68.176895,085.5649465, 55,-68.1769000, 16,12.988, 7,12.871, 4,      ,  ,      ,  ,13.030, 1

85.576602,-68.461136,085.5766624, 26,-68.4611437, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

85.58733,-69.487892,085.5873277, 29,-69.4878514, 32,      ,  ,      ,  ,      ,  ,      ,  ,      ,

85.603976,-68.371994,085.6040086, 17,-68.3720048, 23,13.158, 4,12.923, 1,12.960, 4,12.938, 1,12.961, 5

85.605136,-69.479073,085.6051998, 19,-69.4790417, 19,13.582,13,13.276, 2,13.350, 7,13.307, 1,13.373, 3

85.629423,-68.268906,085.6294186, 18,-68.2689112, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

85.649797,-69.069824,085.6498021, 65,-69.0698431, 27,12.224, 6,12.136, 5,12.091, 3,12.236, 6,12.350, 1

85.68147,-68.231514,085.6814486, 24,-68.2315217, 17,12.935, 3,12.743, 1,12.757, 2,12.762, 2,12.778, 7

85.692075,-67.812019,085.6920892, 18,-67.8120289, 19,14.052, 4,13.885, 1,13.894, 1,13.874, 1,13.940, 3

85.763473,-67.468979,085.7635045, 34,-67.4689973, 15,13.374, 5,13.014, 0,13.144, 1,12.963, 1,12.925, 0

85.824277,-69.69725,085.8242909, 18,-69.6972367, 12,13.045, 1,12.758, 2,12.821, 4,12.754, 0,12.729, 4

85.885111,-68.3144,085.8851453, 18,-68.3144231, 17,12.901, 3,12.694, 1,12.717, 1,12.713, 3,12.743, 4

85.92611,-68.58667,085.9261083, 17,-68.5866837, 42,13.332, 4,13.080, 1,13.131, 2,13.082, 2,13.065, 2

86.007315,-67.633423,086.0072568, 20,-67.6334362, 26,13.031, 2,12.777, 1,12.848, 1,12.760, 1,12.784, 2

86.014336,-69.902939,086.0143106, 13,-69.9029187, 13,13.820, 2,13.200, 2,13.464, 4,13.034, 1,12.860, 2

86.050507,-69.228134,086.0505142, 21,-69.2281095, 24,15.411,18,14.050, 1,14.691, 6,13.609, 2,13.166, 1

86.116863,-69.801651,086.1168874, 15,-69.8016484, 14,13.399, 1,13.216, 1,13.255, 3,13.202, 2,13.263, 4

86.136478,-67.576225,086.1364983, 17,-67.5762248, 18,13.857, 1,13.743, 1,13.708, 0,13.819, 3,13.934, 4

86.164983,-66.87178,086.1649848, 26,-66.8717884, 16,14.941, 4,13.537, 1,14.198, 1,13.121, 1,12.755, 1

86.201296,-71.041496,086.2012436, 17,-71.0415064, 32,15.919, 1,13.977, 1,14.868, 4,13.459, 2,12.919, 1

86.20323,-69.539848,086.2032968, 20,-69.5398192, 21,13.100, 3,12.934, 4,12.948, 5,12.946, 1,13.017, 2

86.210766,-67.494606,086.2107183, 13,-67.4945934, 13,12.876, 1,11.818, 1,12.325, 4,11.533, 1,11.308, 0

86.31922,-68.99778,086.3192377,  3,-68.9977725,  4,10.489, 4,10.308,11,10.589,11,10.280, 5,10.281, 3

86.332,-67.509865,086.3320295, 43,-67.5098414, 24,13.526, 0,13.424, 3,13.379, 2,13.476, 1,13.608, 2

86.368152,-67.688766,086.3681115, 15,-67.6887559, 22,12.966, 5,12.776, 3,12.821, 2,12.817, 1,12.833, 3

86.476941,-67.333168,086.4769445, 19,-67.3331878, 16,13.763, 6,13.289, 1,13.481, 2,13.201, 3,13.138, 2

86.499385,-71.228409,086.4993792, 13,-71.2283795, 13,12.795, 1,12.628, 1,12.650, 1,12.683, 3,12.776, 3

86.507263,-66.990051,086.5072309, 15,-66.9900592, 15,13.371, 6,13.272, 0,13.238, 1,13.273, 2,13.434, 2

86.528952,-67.713066,086.5289386, 19,-67.7130664, 55,      ,  ,      ,  ,      ,  ,      ,  ,      ,

86.529825,-67.78405,086.5298186, 44,-67.7840864, 26,13.634, 8,13.265, 4,13.389, 1,13.183, 2,13.146, 3

86.542931,-68.006226,086.5429889, 14,-68.0062342, 13,      ,  ,      ,  ,      ,  ,      ,  ,      ,

86.560745,-67.568611,086.5607342, 14,-67.5686256, 21,11.889, 3,11.756, 0,11.748, 1,11.820, 1,      ,

86.660324,-68.772453,086.6603809, 14,-68.7724259, 14,13.167, 4,12.992, 1,13.010, 2,13.059, 2,13.131, 2

86.675929,-68.008675,086.6759509, 13,-68.0086884, 13,14.946,14,13.584, 3,14.210, 7,13.164, 1,12.709, 1

86.717654,-66.478897,086.7176568, 18,-66.4788606, 17,13.532, 1,13.198, 2,13.357, 1,13.146, 3,13.115, 4

86.875798,-69.451698,086.8758374, 18,-69.4516789, 18,13.592, 7,13.343, 1,13.405, 4,13.342, 2,13.376, 2

87.000617,-66.89904,087.0006912, 18,-66.8990237, 17,15.894, 4,14.299, 1,15.066, 1,13.767, 0,13.291, 3

87.108805,-67.466377,087.1088750, 20,-67.4663878, 17,15.574, 3,13.933, 0,14.701, 1,13.422, 0,12.959, 2

87.212245,-68.168159,087.2123065, 17,-68.1681792, 16,14.163, 3,12.527, 1,13.276, 3,11.993, 2,11.595, 3

87.261889,-70.041725,087.2618427, 18,-70.0417050, 17,12.076, 3,12.003, 2,11.967, 2,12.052, 1,12.173, 6

87.564943,-67.729652,087.5650450, 17,-67.7296520, 16,13.367, 2,13.220, 2,13.232, 2,13.252, 0,13.321, 2

87.747479,-67.471336,087.7475059, 19,-67.4713225, 15,15.468, 9,13.902, 2,14.621, 0,13.435, 1,13.003, 1

87.893788,-67.519714,087.8937800, 16,-67.5197128, 16,15.311,12,13.995, 1,14.603, 4,13.527, 2,13.113, 5

88.22397,-69.48793,088.2240115, 18,-69.4879100, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

88.257561,-69.996269,088.2576112, 15,-69.9962362, 15,15.179, 6,13.519, 2,14.340, 6,12.974, 2,12.513, 5

89.12085,-69.366364,089.1208486, 15,-69.3663595, 17,13.063, 6,13.013, 5,12.931, 5,13.067, 2,13.319,16

89.406794,-68.133484,089.4068039, 16,-68.1334773, 16,13.453, 5,13.314, 2,13.302, 1,13.349, 2,13.389, 4

89.45843,-68.462112,089.4585083, 41,-68.4620600, 41,      ,  ,      ,  ,      ,  ,      ,  ,      ,

90.085395,-70.364693,090.0853880, 59,-70.3646970, 17,15.283, 5,13.693, 1,14.423, 7,13.176, 2,12.814,11

90.110404,-69.621155,090.1104145, 16,-69.6211542, 16,13.211, 1,12.910, 5,12.988, 1,12.852, 3,12.928,19

90.603388,-68.215889,090.6033665, 19,-68.2158600, 19,13.840, 1,13.645, 1,13.688, 2,13.661, 2,13.706, 8

91.330144,-69.310341,091.3301527, 18,-69.3103075, 19,13.539, 1,13.380, 3,13.407, 2,13.400, 1,13.526, 2
