ra,dec,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,Bmag_APASS,e_Bmag_APASS,Vmag_APASS,e_Vmag_APASS,gmag_APASS,e_gmag_APASS,rmag_APASS,e_rmag_APASS,imag_APASS,e_imag_APASS
14.099992,-72.487503,014.0999874, 15,-72.4874875, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.10552,-72.471741,014.1055089, 16,-72.4717212, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.113846,-72.468483,014.1139992, 23,-72.4684634, 23,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.115696,-73.507523,014.1156283, 15,-73.5075475, 16,15.178, 5,13.706, 2,14.411, 2,13.221, 2,12.747, 5

14.127534,-72.231476,014.1275012, 24,-72.2314153, 26,15.626, 5,14.382, 1,      ,  ,      ,  ,13.573, 2

14.128729,-71.77256,014.1286350, 18,-71.7725745, 19,14.880, 2,14.177, 0,14.542, 2,13.871, 1,13.514, 1

14.129824,-72.152824,014.1298171, 19,-72.1527367, 26,15.632, 5,14.190, 1,      ,  ,      ,  ,      ,

14.148048,-72.254349,014.1480036, 24,-72.2543137, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.159138,-72.310638,014.1590612, 16,-72.3106034, 16,13.358, 1,13.216, 1,      ,  ,      ,  ,13.494, 2

14.19015,-72.242996,014.1900868, 18,-72.2429670, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.200639,-71.179138,014.2006695, 18,-71.1791620, 19,15.507, 1,14.066, 2,14.747, 4,13.625, 1,13.172, 3

14.242771,-72.521553,014.2427468, 17,-72.5215442, 17,13.563, 1,13.398, 1,13.460, 1,13.488, 2,13.563, 3

14.255295,-72.14254,014.2552880, 18,-72.1424964, 23,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.264679,-72.334267,014.2646403, 19,-72.3342459, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.268831,-72.494507,014.2688168, 16,-72.4945062, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.270352,-72.241432,014.2702839, 18,-72.2414050, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.276385,-72.254517,014.2764092, 17,-72.2545012, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.299565,-72.369591,014.2994927, 17,-72.3695698, 24,15.234, 4,14.022, 1,14.592, 1,13.688, 1,13.341, 5

14.311585,-71.504509,014.3116442, 16,-71.5045012, 18,15.457, 0,14.039, 1,14.693, 3,13.608, 2,13.144, 1

14.338515,-72.110527,014.3385230, 18,-72.1104884, 18,15.682, 6,14.168, 1,14.855, 1,13.683, 1,13.241, 1

14.347047,-72.02668,014.3470415, 16,-72.0265981, 16,13.354, 1,13.296, 0,13.263, 1,13.326, 1,13.460, 1

14.37155,-72.161362,014.3715603, 18,-72.1613106, 18,13.843, 2,13.479, 0,      ,  ,      ,  ,      ,

14.385288,-72.100685,014.3852783, 18,-72.1006414, 18,15.552, 0,13.946, 1,14.661, 1,13.416, 1,12.962, 1

14.391292,-72.070297,014.3912174, 17,-72.0702353, 17,14.144, 1,13.372, 1,13.746, 1,13.151, 0,12.938, 1

14.408075,-72.058754,014.4081112, 17,-72.0587089, 19,15.229, 4,13.829, 1,14.508, 1,13.380, 1,12.927, 1

14.44261,-72.705765,014.4425133, 17,-72.7057670, 73,13.036, 1,12.908, 1,12.930, 1,12.982, 1,13.047, 2

14.472133,-72.412888,014.4721074, 17,-72.4128303, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.472561,-72.083511,014.4725559, 18,-72.0834392, 19,15.860, 5,14.382, 1,15.101, 1,13.892, 1,13.406, 1

14.481763,-72.422295,014.4817689, 19,-72.4222400, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.487046,-73.562134,014.4869777, 14,-73.5621584, 14,13.910, 0,12.588, 0,13.222, 1,12.189, 1,11.793, 3

14.506239,-72.594238,014.5061180, 22,-72.5942137, 22,13.478, 1,13.332, 1,13.376, 1,13.360, 0,13.413, 0

14.507126,-72.326561,014.5071789, 15,-72.3265278, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.558781,-71.969238,014.5587862, 18,-71.9691814, 24,15.768, 4,14.256, 1,14.981, 4,13.783, 2,13.327, 1

14.596641,-72.359787,014.5966927, 13,-72.3597531, 13,12.547,99,12.167,99,      ,  ,      ,  ,      ,

14.689378,-72.276627,014.6894065, 23,-72.2766209, 20,15.762, 5,14.336, 1,14.999, 1,13.962, 1,13.475, 1

14.71651,-72.348312,014.7165595, 18,-72.3482981, 18,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.722887,-72.360008,014.7229233, 16,-72.3599714, 16,13.536, 1,13.385, 1,13.413, 1,13.478, 1,13.532, 4

14.727953,-72.849892,014.7278492, 18,-72.8499356, 18,15.231, 3,13.784, 2,14.457, 1,13.341, 2,12.886, 3

14.729435,-72.552078,014.7293533, 18,-72.5520670, 18,14.107, 3,13.331, 0,13.753, 2,13.042, 1,12.760, 2

14.733524,-71.976097,014.7336118, 20,-71.9760725, 20,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.739664,-72.288078,014.7397115, 28,-72.2880434, 24,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.775518,-71.783722,014.7755003, 17,-71.7837353, 17,15.675, 4,14.084, 1,14.800, 7,13.602, 1,13.130, 1

14.804474,-72.377014,014.8044653, 22,-72.3769842, 22,15.088,16,14.173, 1,14.680, 4,13.776, 1,      ,

14.821316,-71.810242,014.8213392, 20,-71.8102753, 20,15.928, 4,14.511, 1,      ,  ,      ,  ,      ,

14.872271,-72.330978,014.8722909, 16,-72.3309528, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

14.916991,-72.226891,014.9170248, 15,-72.2268442, 12,12.969, 1,12.767, 1,      ,  ,      ,  ,12.822, 1

14.925954,-72.163506,014.9259165, 16,-72.1634750, 15,15.632, 6,14.156, 1,14.928, 1,13.636, 1,13.085, 1

15.005334,-72.48336,015.0053806, 12,-72.4833784, 12,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.007992,-72.017464,015.0080453, 15,-72.0174314, 13,13.851, 1,13.433, 1,      ,  ,      ,  ,      ,

15.026778,-72.428185,015.0268098, 16,-72.4281864, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.054616,-72.334679,015.0545898, 13,-72.3346720, 15,13.753, 1,13.426, 1,13.560, 2,13.370, 2,13.356, 2

15.056647,-72.352814,015.0566433, 19,-72.3527978, 18,15.842, 2,14.483, 2,15.149, 2,14.082, 6,13.629, 3

15.098814,-72.631149,015.0988836, 19,-72.6311620, 20,15.712, 1,14.374, 1,15.064, 0,13.965, 0,13.526, 1

15.138538,-72.563477,015.1386389, 20,-72.5634984, 20,15.889, 1,14.428, 1,15.137, 1,14.007, 2,13.492, 7

15.145673,-72.366623,015.1458524, 17,-72.3666503, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.154256,-72.690392,015.1543462, 18,-72.6904306, 18,15.436, 6,14.089, 1,14.765, 1,13.643, 1,13.233, 1

15.201425,-73.687996,015.2014665, 16,-73.6880142, 17,13.125, 3,13.057, 0,13.039, 0,13.136, 0,13.282, 3

15.210984,-72.48114,015.2110274, 12,-72.4811314, 12,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.267479,-72.440582,015.2674171, 17,-72.4405681, 17,14.021, 1,13.942, 1,13.909, 1,14.037, 0,14.150, 1

15.302052,-72.268593,015.3020427, 12,-72.2685667, 12,12.801, 1,12.704, 1,12.695, 0,12.747, 1,12.857, 2

15.340866,-71.954842,015.3408568, 16,-71.9548239, 13,13.289, 1,13.123, 1,13.132, 1,13.163, 1,13.249, 1

15.444264,-72.437416,015.4442206, 20,-72.4374089, 24,15.839, 4,14.478, 1,15.136, 2,14.005, 1,13.579, 2

15.444664,-72.562927,015.4446742, 17,-72.5629373, 85,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.456195,-72.095955,015.4561903, 13,-72.0959153, 13,13.737, 2,12.885, 1,13.290, 1,12.639, 0,12.379, 0

15.554542,-72.939476,015.5544736, 24,-72.9395103, 25,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.61304,-72.279282,015.6130392, 13,-72.2792950, 12,13.000, 1,12.785, 0,12.831, 0,12.775, 1,12.800, 2

15.645905,-72.505547,015.6459195, 15,-72.5055517, 20,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.646989,-72.192581,015.6469415, 16,-72.1925934, 16,15.498, 5,14.177, 1,14.821, 1,13.776, 1,13.399, 1

15.658785,-72.135178,015.6588230, 36,-72.1351628, 12,12.834, 1,12.766, 0,12.746, 2,12.843, 1,13.024, 1

15.664665,-71.832069,015.6646824, 16,-71.8320950, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.664685,-72.301323,015.6646621, 21,-72.3013287, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.666333,-72.190926,015.6663380, 14,-72.1909128, 12,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.705051,-72.156441,015.7050674, 17,-72.1564128, 14,13.706, 1,13.477, 0,13.547, 1,13.498, 1,13.522, 5

15.727274,-72.545883,015.7271627, 16,-72.5458934, 16,13.282, 1,13.216, 1,13.179, 2,13.253, 1,      ,

15.739019,-73.128609,015.7390150, 22,-73.1286662, 27,16.097, 5,14.683, 1,15.367, 1,14.175, 1,13.665, 4

15.752757,-72.503365,015.7527624, 13,-72.5033778, 13,13.475, 1,13.168, 1,13.292, 1,13.161, 2,13.146, 0

15.771704,-72.154785,015.7717524, 17,-72.1547689, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.781884,-72.210083,015.7819439, 13,-72.2100925, 15,13.125, 1,12.996, 2,13.004, 1,13.034, 1,13.133, 1

15.787205,-71.930763,015.7871736, 12,-71.9307712, 12,15.130, 0,13.336, 0,14.196, 3,12.744, 2,12.106, 2

15.841267,-72.84407,015.8412703, 17,-72.8441014, 18,15.600, 0,14.249, 1,14.863, 4,13.794, 1,13.446, 1

15.856523,-72.042595,015.8565274, 13,-72.0426062, 13,13.486, 1,13.243, 1,      ,  ,      ,  ,      ,

15.898766,-72.283546,015.8987400, 13,-72.2835620, 14,13.524, 1,13.351, 1,13.396, 3,13.317, 0,13.339, 1

15.940762,-72.818794,015.9407571, 19,-72.8188509, 20,15.484, 4,14.108, 1,14.801, 1,13.641, 1,13.144, 1

15.947997,-72.071434,015.9479912, 12,-72.0714620, 12,12.977, 1,12.689, 5,12.792, 2,12.693, 1,12.764, 1

15.954565,-73.712296,015.9545542, 18,-73.7123828, 23,15.068, 2,13.632, 1,14.299, 1,13.254, 1,12.805, 3

15.977364,-72.827797,015.9774221, 45,-72.8277953, 33,      ,  ,      ,  ,      ,  ,      ,  ,      ,

15.993419,-71.90551,015.9933580, 11,-71.9055231, 14,13.193, 1,12.790, 0,12.925, 1,12.721, 2,12.760, 1

15.995159,-72.385849,015.9951524, 13,-72.3858275, 13,14.722, 5,13.483, 1,14.094, 0,13.068, 1,12.681, 1

16.024857,-73.818291,016.0248339, 35,-73.8182845, 14,13.371, 2,13.049, 3,13.173, 1,13.012, 1,13.000, 0

16.029622,-72.642746,016.0296489, 21,-72.6427189, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.050177,-72.978088,016.0501074, 22,-72.9781178, 22,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.101214,-72.178276,016.1011677, 19,-72.1782628, 23,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.113623,-72.547836,016.1136036, 33,-72.5478145, 14,12.892, 0,12.821, 1,12.802, 1,12.892, 0,13.005, 2

16.180614,-71.649818,016.1805824, 15,-71.6498209, 15,15.566, 3,14.172, 1,14.868, 1,13.711, 4,13.246, 1

16.197788,-72.044441,016.1977995, 17,-72.0444439, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.230061,-72.513527,016.2300236, 16,-72.5135425, 20,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.24057,-72.385185,016.2405589, 15,-72.3851720, 13,13.257, 1,13.096, 1,13.110, 1,13.101, 1,13.156, 1

16.264754,-72.108932,016.2647765, 13,-72.1089423, 13,13.612, 1,13.169, 1,13.357, 1,13.048, 2,12.908, 1

16.297483,-72.724457,016.2974924, 16,-72.7244745, 20,13.445, 1,13.387, 2,13.361, 2,13.517, 1,13.691, 2

16.299472,-71.72628,016.2994715, 13,-71.7262795, 13,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.382862,-72.763603,016.3829150, 18,-72.7635984, 18,15.719, 2,14.339, 2,14.986, 0,13.885, 1,13.419, 2

16.445653,-71.772797,016.4456724, 13,-71.7727812, 12,13.076, 2,13.014, 1,12.976, 1,13.005, 3,13.148, 1

16.457567,-72.369637,016.4576330, 14,-72.3696278, 14,13.819, 1,13.729, 1,13.715, 1,13.768, 1,13.891, 2

16.537387,-72.402466,016.5374471, 19,-72.4024720, 11,12.370, 1,12.363, 2,12.311, 1,12.460, 0,12.648, 0

16.553088,-72.631592,016.5531336, 12,-72.6315845, 24,13.056, 0,12.939, 1,12.959, 0,13.002, 0,13.144, 0

16.562863,-72.560211,016.5628750, 14,-72.5601959, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.563437,-72.591248,016.5634339, 13,-72.5912367, 13,13.353, 1,13.158, 1,13.230, 1,13.190, 1,13.217, 4

16.571746,-72.462975,016.5717368, 14,-72.4629862, 13,13.189, 1,13.315, 2,13.190, 3,13.440, 3,13.698, 1

16.671322,-72.896004,016.6714512, 20,-72.8960100, 18,15.279, 1,14.360, 1,14.972, 3,13.998, 3,      ,

16.791081,-73.498528,016.7910968, 18,-73.4985595, 18,15.799, 2,14.467, 1,15.110, 1,14.110, 6,13.692, 3

16.823183,-73.22393,016.8232112, 19,-73.2239489, 25,15.016, 4,13.952, 3,14.468, 1,13.653, 3,13.331, 2

16.834747,-72.852707,016.8347083, 25,-72.8527050, 21,      ,  ,      ,  ,      ,  ,      ,  ,      ,

16.846935,-72.442535,016.8468865, 14,-72.4425684, 14,13.447, 1,13.373, 1,13.345, 1,13.453, 1,13.577, 4

16.875432,-72.409515,016.8753862, 16,-72.4095570, 17,15.490, 5,14.215, 2,14.830, 2,13.802, 1,13.362, 1

16.897636,-72.276939,016.8976242, 17,-72.2769287, 15,15.654, 1,14.274, 2,14.900, 2,13.853, 1,13.410, 2

16.956915,-72.214272,016.9568974, 12,-72.2142984, 12,13.423, 3,13.179, 1,13.249, 1,13.163, 1,13.162, 3

16.976536,-72.683044,016.9764568, 13,-72.6830828, 13,12.611, 1,12.531, 1,12.516, 1,12.638, 1,12.790, 1

16.982439,-72.673393,016.9823586, 17,-72.6734409, 22,15.255,13,14.069, 1,14.689, 1,13.674, 1,13.224, 3

17.022895,-72.14518,017.0229006, 12,-72.1452256, 12,13.117, 1,12.981, 1,12.983, 3,13.048, 1,13.136, 0

17.030683,-71.81395,017.0306827, 13,-71.8139731, 12,      ,  ,      ,  ,      ,  ,      ,  ,      ,

17.048329,-72.521729,017.0482665, 19,-72.5217617, 18,14.995, 1,13.903, 2,14.418, 2,13.595, 2,13.310, 3

17.051814,-71.691063,017.0518245, 11,-71.6910914, 13,13.072, 1,12.686, 1,12.833, 2,12.636, 2,12.573, 1

17.061598,-72.624634,017.0615530, 15,-72.6246484, 15,13.652, 1,13.237, 1,13.414, 0,13.116, 0,13.050, 2

17.063286,-72.503166,017.0631815, 14,-72.5031992, 14,      ,  ,      ,  ,      ,  ,      ,  ,      ,

17.121713,-72.45359,017.1214974, 14,-72.4536648, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

17.226705,-73.999603,017.2265612, 17,-73.9995831, 19,16.055, 6,14.625, 1,15.310, 0,14.117, 7,13.747, 4

17.22848,-72.414505,017.2283789, 14,-72.4144659, 13,13.888,11,13.527, 5,13.705, 8,13.412, 0,13.261, 1

17.314073,-72.275597,017.3140615, 15,-72.2755667, 15,15.421, 3,14.012, 1,14.705, 2,13.555, 1,13.107, 2

17.321614,-71.556213,017.3216045, 18,-71.5562189, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

17.334506,-71.411934,017.3345774, 22,-71.4119409, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

17.354747,-72.260063,017.3547874, 20,-72.2600498, 14,15.370, 4,13.909, 2,14.643, 1,13.433, 1,13.005, 3

17.629456,-73.466484,017.6294386, 34,-73.4664892, 19,15.812,12,14.390, 2,15.064, 1,13.970, 2,13.538, 1

17.689535,-73.286728,017.6895253, 27,-73.2867534, 17,15.743, 1,14.288, 1,14.995, 1,13.876, 2,13.365, 1

17.793628,-73.086525,017.7935489, 14,-73.0865325, 14,13.908, 1,13.603, 1,13.717, 1,13.602, 2,13.556, 1

18.18153,-73.294205,018.1815509, 19,-73.2942259, 13,13.054, 1,12.944, 0,12.935, 0,12.993, 1,13.111, 1

18.234879,-73.533585,018.2349736, 27,-73.5336159, 21,15.783, 1,14.437, 1,15.093, 1,13.982, 1,13.536, 4

18.263969,-73.205635,018.2639636, 20,-73.2056998, 20,15.320, 4,13.998, 2,14.647, 1,13.593, 0,13.110, 2

18.325872,-73.363472,018.3258856, 14,-73.3635053, 14,14.154, 4,13.144, 1,13.634, 1,12.903, 0,12.597, 0

18.409569,-73.278755,018.4095783, 17,-73.2787750, 15,13.313, 0,13.184, 0,13.173, 1,13.341, 1,13.500, 4

18.6571,-71.876244,018.6570171, 17,-71.8762459, 17,15.426, 2,14.052, 3,14.661, 3,13.622, 0,13.176, 1

18.69335,-73.35096,018.6932906, 16,-73.3509806, 15,14.838, 0,13.709, 0,14.270, 1,13.260, 0,12.838, 1

18.752301,-73.799683,018.7523565, 31,-73.7997003, 28,15.797, 1,14.463, 1,15.137, 2,14.005, 2,13.525, 8

18.756336,-73.666168,018.7563974, 20,-73.6661650, 20,14.851, 4,13.908, 1,14.349, 3,13.597, 1,13.325, 2

18.861405,-73.337494,018.8614524, 15,-73.3375014, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

18.869048,-73.260292,018.8690471, 12,-73.2603100, 12,12.954, 1,12.842, 2,12.846, 1,12.928, 1,13.030, 0

19.104533,-73.146667,019.1045359, 21,-73.1466695, 14,      ,  ,      ,  ,      ,  ,      ,  ,      ,

19.219859,-73.216873,019.2197836, 15,-73.2168995, 15,      ,  ,      ,  ,      ,  ,      ,  ,      ,

19.275741,-73.647217,019.2757795, 17,-73.6472103, 18,15.561, 6,14.101, 2,14.840, 1,13.634, 1,13.145, 2

19.3377,-73.595901,019.3377274, 15,-73.5959034, 15,13.779, 2,13.382, 1,13.520, 2,13.301, 1,13.220, 1

19.345612,-73.35466,019.3455924, 12,-73.3546737, 12,15.251, 0,13.745, 1,14.466, 1,13.315, 0,12.831, 1

19.363246,-72.677254,019.3632962, 13,-72.6772575, 13,14.835, 0,14.007, 1,14.412, 1,13.729, 1,13.350, 0

19.417553,-73.202896,019.4176639, 13,-73.2028748, 16,13.885, 0,13.620, 1,13.705, 1,13.628, 1,13.662, 4

19.435629,-73.481575,019.4356418, 14,-73.4815700, 14,15.328, 1,14.004, 1,14.619, 1,13.564, 1,13.141, 3

19.470878,-73.62368,019.4708545, 15,-73.6236606, 15,13.637,10,13.190, 4,13.348, 4,13.112, 4,13.022, 2

19.917681,-73.335297,019.9176706, 17,-73.3352862, 23,      ,  ,      ,  ,      ,  ,      ,  ,      ,

19.928189,-73.5327,019.9281574, 20,-73.5327006, 33,15.948, 5,14.511, 2,15.223, 2,14.060, 5,13.610, 1

68.923506,-72.361092,068.9234606, 15,-72.3610681, 15,12.955, 2,12.660, 2,12.745, 5,12.666, 2,12.660, 3

69.807742,-71.735428,069.8077548, 14,-71.7354006, 14,13.534, 6,13.012, 2,13.224, 7,12.893, 2,12.805, 4

70.332642,-70.115997,070.3326415, 20,-70.1160012, 20,15.910,20,14.307, 1,15.022, 1,13.817, 4,13.285, 1

70.510723,-70.524918,070.5106833, 23,-70.5249189, 23,      ,  ,      ,  ,      ,  ,      ,  ,      ,

70.779561,-70.458649,070.7795262, 31,-70.4586714, 23,13.267, 1,13.103, 1,13.122, 4,13.119, 1,13.198, 1

70.956826,-69.304626,070.9568606, 46,-69.3046525, 19,13.702, 1,13.511, 1,13.572, 1,13.562, 1,13.621, 1

71.327625,-69.27739,071.3276530, 20,-69.2774031, 19,      ,  ,      ,  ,      ,  ,      ,  ,      ,

71.40502,-70.251076,071.4050265, 23,-70.2510920, 21,14.454,30,13.466,16,13.939,24,13.181,14,13.108,34

71.533928,-68.915482,071.5339833, 20,-68.9154881, 20,15.937, 5,14.253, 1,15.063, 1,13.708, 1,13.238, 1

71.888462,-69.242455,071.8884353, 16,-69.2424670, 16,12.681, 1,12.463, 1,12.537, 1,12.490, 1,12.535, 1

71.975142,-69.179344,071.9751139, 16,-69.1793456, 16,12.619, 1,12.476, 1,12.514, 1,12.534, 1,12.611, 1

72.030049,-69.468002,072.0300598, 18,-69.4680073, 18,13.431, 1,13.265, 1,15.494,90,13.186,17,13.401, 1

72.255617,-68.976868,072.2555468, 27,-68.9768381, 20,14.263, 1,13.502, 1,13.874, 1,13.308, 1,13.082, 1

72.268664,-68.907272,072.2686071, 19,-68.9072612, 19,13.561, 1,13.210, 1,13.360, 1,13.162, 1,13.170, 1

72.30168,-69.456535,072.3016424,  3,-69.4565300,  3,10.649, 1,10.469, 1,10.595, 1,10.486, 1,10.579, 4

72.306186,-69.787003,072.3062312, 17,-69.7870014, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

72.329389,-69.431839,072.3293936, 15,-69.4318237, 25,11.623, 1,11.518, 1,11.521, 1,11.585, 1,11.736, 4

72.47404,-69.754547,072.4741445, 17,-69.7545195, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

72.485769,-69.755859,072.4858739, 16,-69.7558334, 16,      ,  ,      ,  ,      ,  ,      ,  ,      ,

72.513294,-68.259689,072.5133209, 20,-68.2596745, 23,14.739, 0,13.784, 1,14.251, 1,13.530, 1,13.181,16

72.569551,-69.969131,072.5695821, 18,-69.9690978, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

72.572915,-69.397163,072.5729168, 19,-69.3971334, 17,12.959, 1,12.844, 1,12.859, 1,12.910, 1,13.004, 1

72.593866,-69.332047,072.5938598, 21,-69.3320173, 17,12.871, 1,12.705, 1,12.756, 1,12.775, 1,12.894, 1

72.654389,-69.99234,072.6544474, 17,-69.9923112, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

72.662716,-69.983589,072.6627224, 38,-69.9835673, 38,      ,  ,      ,  ,      ,  ,      ,  ,      ,

72.667214,-69.712425,072.6673374, 18,-69.7123828, 31,13.402, 2,13.234, 4,13.232, 1,13.238, 1,13.202, 7

72.732719,-69.431274,072.7327180, 15,-69.4312509, 15,11.194, 1,10.672, 1,10.913, 1,10.588, 1,10.541, 2

72.782142,-70.277702,072.7820353, 17,-70.2776812, 35,12.429, 2,12.276, 2,12.289, 3,12.310, 0,12.368, 4

72.806542,-69.194733,072.8065830, 17,-69.1947309, 25,12.876, 0,12.698, 0,12.757, 0,12.745, 0,12.817, 0

72.810664,-68.962128,072.8106368, 23,-68.9621200, 19,13.495, 1,13.347, 1,13.399, 1,13.357, 1,13.114, 1

72.937831,-69.504936,072.9379389, 25,-69.5049564, 14,12.503, 1,12.276, 1,12.355, 1,12.307, 1,12.364, 1

72.937915,-69.77256,072.9378862, 16,-69.7724878, 19,12.743, 6,12.723, 6,12.679, 1,12.828, 1,12.961, 2

72.941734,-68.886284,072.9416489, 18,-68.8862373, 18,13.643, 1,13.123, 1,13.351, 1,12.987, 1,12.842, 1

72.976371,-69.024078,072.9763636, 19,-69.0240820, 32,12.875, 1,12.656, 1,12.732, 1,12.702, 1,12.757, 1

73.033181,-66.818192,073.0332227, 18,-66.8182056, 18,13.375, 2,13.122, 5,13.194, 0,12.985, 7,12.790, 3

73.039665,-70.505318,073.0396712, 13,-70.5053439, 36,12.659, 2,12.531, 5,12.511, 3,12.574, 2,12.638, 3

73.073257,-66.912819,073.0732386, 19,-66.9128259, 19,13.534, 2,13.331, 5,13.361, 2,13.316, 4,13.318, 9

73.080188,-69.078506,073.0801398, 14,-69.0785003, 14,11.911, 1,11.559, 1,11.706, 1,11.517, 1,11.466, 0

73.222376,-67.095154,073.2224145, 18,-67.0951620, 15,12.705, 3,12.561, 3,12.569, 2,12.616, 3,12.678, 6

73.245894,-69.880737,073.2459900, 15,-69.8807406, 15,15.040, 5,13.719, 3,14.302, 1,13.308, 1,12.961, 8

73.291444,-66.960022,073.2914271, 15,-66.9600214, 15,13.360, 1,13.239, 3,13.246, 1,13.277, 3,13.337, 4

73.297462,-68.648354,073.2973898, 23,-68.6483237, 23,12.832, 1,12.731, 1,12.755, 6,12.794, 2,12.950, 3

73.355576,-68.916763,073.3555603, 19,-68.9167273, 18,14.793, 1,13.244, 1,13.993, 1,12.785, 1,12.376, 2

73.394164,-67.078598,073.3942677, 14,-67.0785350, 14,12.135, 1,12.086, 3,12.041, 2,12.169, 3,12.301, 5

73.404957,-69.718651,073.4050230, 37,-69.7186014, 19,12.859, 3,12.616, 1,12.643, 1,12.609, 1,12.591, 3

73.422152,-69.073898,073.4221312, 17,-69.0738517, 27,13.148, 1,12.665, 1,12.899, 1,12.557, 1,12.460, 1

73.512351,-69.834541,073.5124700, 16,-69.8345300, 16,12.827, 2,12.672, 3,12.682, 2,12.690, 1,12.717, 6

73.523972,-69.765968,073.5240106, 19,-69.7659467, 19,13.526, 1,13.434, 1,13.370, 1,13.466, 1,13.575,10

73.566326,-66.301208,073.5663489, 17,-66.3012114, 17,13.556, 1,13.456, 2,13.420, 1,13.522, 2,13.607, 5

73.573663,-67.093658,073.5737359, 17,-67.0936159, 17,      ,  ,      ,  ,      ,  ,      ,  ,      ,

73.59903,-70.901611,073.5990706, 21,-70.9016020, 35,13.592,25,12.815, 4,13.544,38,12.845,33,12.574,19

73.645546,-66.646965,073.6454021, 18,-66.6469714, 19,12.812, 1,12.559, 1,12.642, 1,12.558, 1,12.652,17

73.672778,-69.4366,073.6728433, 68,-69.4365803, 16,12.616, 1,12.457, 1,12.494, 1,12.513, 1,12.604, 2

73.678207,-69.285744,073.6781974, 35,-69.2857053, 24,13.455, 1,13.359, 1,13.366, 1,13.430, 1,13.506, 1

73.691707,-68.962776,073.6916815, 29,-68.9627339, 16,12.336, 1,12.260, 1,12.238, 0,12.335, 0,12.469, 0

73.708893,-66.939491,073.7089415, 14,-66.9394620, 20,12.656, 3,12.596, 4,12.530, 2,12.647, 4,12.756, 6

73.738997,-66.752464,073.7389724,  3,-66.7524428,  3,10.844, 3,10.817, 3,10.783, 1,10.905, 1,11.082, 5

73.764138,-68.222588,073.7640948, 18,-68.2225564, 18,13.413, 2,13.151, 1,13.206, 5,13.153, 1,13.152, 2

73.770646,-69.798615,073.7706030, 18,-69.7985864, 18,13.583, 1,13.311, 4,13.345, 1,13.291, 3,13.204, 5

73.7762,-67.475845,073.7762583, 17,-67.4758231, 17,15.050, 2,14.000, 4,14.496, 5,13.651, 8,13.329,12

73.790355,-69.486183,073.7903580, 17,-69.4861712, 15,13.355, 0,13.128, 5,13.160, 3,13.095, 4,13.104, 0

