ra_1,dec_1,2MASS,Jmag,Jmag_err,Hmag,Hmag_err,Kmag,Kmag_err,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg,J_org,K_org,SOURCE_ID,ra_2,dec_2,parallax,pmra,pmdec,pm,ra_error,dec_error,parallax_error,parallax_over_error,pmra_error,pmdec_error,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,ruwe,astrometric_params_solved,astrometric_sigma5d_max,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_bp_mean_flux,phot_rp_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,Separation,covariance
9.380191,-74.411057,00373124-7424398,12.090948905109489,0.022,11.501,0.025,11.315109489051094,0.021,AAA,222,111,000,0,0,12.149,11.34,4685716999636981376,9.380139059735894,-74.41106309566221,0.006387894946098118,0.48976725642715,-1.3458915944575285,1.4322346448898315,0.012345653958618641,0.011505814269185066,0.013281566090881824,0.4809594750404358,0.014688168652355671,0.01374540850520134,-0.5987810492515564,320.9472351074219,0.0,0.0,0.97633296251297,31,0.020630070939660072,false,13.994017601013184,14.697117805480957,13.191001892089844,47570.70045076313,18053.842633609518,41952.4466152207,15.725991249084473,3024.97314453125,32.748836517333984,551.281982421875,40.28143310546875,1041.4835205078125,1.2614127397537231,0,1.5061159133911133,0.7031002044677734,0.8030157089233398,0.0548319017267859,2.5346317115303183
8.763859,-74.203384,00350332-7412121,10.88094890510949,0.021,10.251,0.022,10.069109489051094,0.019,AAA,222,111,000,0,0,10.939,10.094,4685737718559361408,8.763901904933308,-74.20341111393154,0.00969846152325557,0.4526748803086116,-1.2863504463941804,1.3636759519577026,0.013825261034071445,0.012891233898699284,0.014736897312104702,0.6581073999404907,0.01775296963751316,0.017054030671715736,5.841796875,803.8451538085938,0.118600033223629,14.170731544494629,1.2412034273147583,31,0.02552208863198757,false,12.929763793945312,13.713175773620605,12.07697868347168,126777.21926233372,44683.42207445484,117048.71559505921,159.84439086914062,793.1289672851562,223.30772399902344,200.0979766845703,447.5125427246094,261.5540466308594,1.2757192850112915,0,1.6361970901489258,0.783411979675293,0.8527851104736328,0.10628118804181921,2.098975051389886
7.521702,-73.913918,00300520-7354501,12.63594890510949,0.024,12.386,0.025,12.324109489051095,0.025,AAA,222,111,000,0,0,12.694,12.349,4688433892854787328,7.521802810794186,-73.91388314441221,-0.026041397532017715,0.5719813987248742,-1.2567475817438556,1.3807885646820068,0.01041460782289505,0.0095851831138134,0.011432625353336334,-2.2778141498565674,0.013140441849827766,0.01269461214542389,-0.7340110540390015,367.8222351074219,0.0,0.0,0.9728432297706604,31,0.019283263012766838,false,13.577747344970703,13.838484764099121,13.16068172454834,69798.77191414696,39812.82294867231,43140.538341529355,11.505346298217773,6066.63818359375,27.92631721496582,1425.63818359375,24.610198974609375,1752.95361328125,1.1884645223617554,0,0.6778030395507812,0.26073741912841797,0.4170656204223633,0.16080172571598006,0.6099162020827269
9.124077,-73.918602,00362977-7355069,13.23094890510949,0.029,13.221,0.04,13.129109489051094,0.035,AAA,222,111,000,0,0,13.289,13.154,4685792758613380352,9.124002243008778,-73.9186351495471,-0.025396516123681698,0.7027803619998161,-1.273667286568944,1.4546918869018555,0.015186023898422718,0.011905675753951073,0.013988548889756203,-1.8155218362808228,0.020070755854249,0.016867363825440407,3.3660500049591064,472.4468688964844,0.0713067501783371,3.2588348388671875,1.1336135864257812,31,0.02925741858780384,false,13.784789085388184,13.903949737548828,13.568115234375,57680.76577387122,37483.24278393367,29642.313418126927,26.305801391601562,2192.701416015625,25.256757736206055,1484.087646484375,15.835676193237305,1871.869140625,1.1637424230575562,0,0.3358345031738281,0.11916065216064453,0.2166738510131836,0.14070927198604954,0.1193306850713092
8.228736,-73.821953,00325489-7349190,12.74894890510949,0.026,12.634,0.028,12.504109489051094,0.026,AAA,222,111,000,0,0,12.807,12.529,4688810475608636800,8.228831426480989,-73.82197362604799,0.003556606095797876,0.5890922002874017,-1.2082284185480883,1.3441895246505737,0.013942825607955456,0.01278948038816452,0.014750288799405098,0.2411211133003235,0.020909465849399567,0.019557029008865356,2.7017476558685303,382.74237060546875,0.043455712497234344,1.0164847373962402,1.1096875667572021,31,0.030744493007659912,false,14.011183738708496,14.316107749938965,13.52361011505127,46824.493539464354,25643.28989270965,30882.610970771933,499.6681213378906,93.71118927001953,1039.365966796875,24.67205047607422,760.292236328125,40.6193962097168,1.2071865797042847,0,0.7924976348876953,0.30492401123046875,0.48757362365722656,0.12114179884409518,0.4465749739110933
8.637665,-73.873337,00343303-7352240,12.80494890510949,0.029,12.792,0.034,12.718109489051095,0.032,AAA,222,111,000,0,0,12.863,12.743,4685807022156620416,8.637638341662976,-73.87335106567635,-0.052054353942151355,0.3834180323629106,-1.2106414220423158,1.2699062824249268,0.012130229733884335,0.01119263842701912,0.012265930883586407,-4.243815898895264,0.016482621431350708,0.015648961067199707,-0.29683151841163635,454.9852294921875,0.0628637745976448,3.460092067718506,0.9870092272758484,31,0.024221204221248627,false,13.183502197265625,13.253357887268066,13.04561710357666,100356.54436713498,68245.4415322071,47963.538185792364,52.52988052368164,1910.4658203125,52.00017547607422,1312.407958984375,22.878293991088867,2096.46484375,1.157961130142212,0,0.20774078369140625,0.0698556900024414,0.13788509368896484,0.05722440686872509,2.7317365901559603
7.746443,-73.741425,00305914-7344291,12.66394890510949,0.023,12.424,0.024,12.345109489051094,0.03,AAA,222,111,000,0,0,12.722,12.37,4688451862997785728,7.746485724038547,-73.74141704632159,-0.024993323774233266,0.41834422160132495,-1.205390305360239,1.2759222984313965,0.012191865593194962,0.010720374062657356,0.012337513267993927,-2.025799036026001,0.016881577670574188,0.01568646915256977,-1.7325764894485474,291.5103759765625,0.0,0.0,0.9326427578926086,31,0.025743504986166954,false,13.75791072845459,14.05197525024414,13.29991340637207,59126.562056577815,32705.957689797073,37948.355744045,13.147598266601562,4497.1376953125,27.53338623046875,1187.865478515625,15.936826705932617,2381.173828125,1.1949673891067505,0,0.7520618438720703,0.2940645217895508,0.45799732208251953,0.051712353571380244,2.202529890701168
8.989162,-73.734062,00355739-7344026,11.756948905109489,0.023,11.095,0.025,10.944109489051094,0.026,AAA,222,111,000,0,0,11.815,10.969,4685810251971898752,8.989200596586864,-73.73407689791483,-0.01941291907864282,0.6529036606438076,-1.1393010586679508,1.313122272491455,0.012134562246501446,0.010508749634027481,0.012353429570794106,-1.5714598894119263,0.015123908407986164,0.013327774591743946,-0.23787373304367065,328.876220703125,0.0,0.0,0.9900264739990234,31,0.02159997634589672,false,13.758018493652344,14.484862327575684,12.933302879333496,59120.68445501224,21951.897912509176,53190.879973382136,19.075437545776367,3099.3095703125,33.49312210083008,655.4151000976562,42.08458709716797,1263.904052734375,1.2710065841674805,0,1.5515594482421875,0.7268438339233398,0.8247156143188477,0.0662654416297769,0.7941128809775404
9.508638,-73.630348,00380207-7337492,12.10594890510949,0.026,11.612,0.021,11.519109489051095,0.024,AAA,222,111,000,0,0,12.164,11.544,4685816952120571904,9.508540905161475,-73.63037572886387,0.004025206505604711,0.6382283646636859,-1.1676300981923986,1.3306747674942017,0.01047509629279375,0.010083787143230438,0.01134953461587429,0.354658305644989,0.012836809270083904,0.01343412697315216,0.4097113013267517,357.7366027832031,0.0,0.0,1.0146868228912354,31,0.018611829727888107,false,13.461688995361328,13.83678913116455,12.904010772705078,77673.2001173088,39875.05604039804,54645.45746503047,34.48841857910156,2252.153076171875,68.99627685546875,577.9305419921875,65.01351165771484,840.5245971679688,1.2168999910354614,0,0.9327783584594727,0.37510013580322266,0.55767822265625,0.14024796569523476,0.4844310268820935
7.948884,-73.599243,00314773-7335572,12.13794890510949,0.025,11.566,0.03,11.379109489051094,0.027,AAA,222,111,000,0,0,12.196,11.404,4688456810800008832,7.948886604741598,-73.59925025420705,0.0005399836958102332,0.4290739596015315,-1.2368225496410932,1.3091349601745605,0.012887218967080116,0.013550733216106892,0.014344490133225918,0.037643980234861374,0.017505008727312088,0.019391994923353195,1.0072946548461914,326.84228515625,0.0,0.0,1.0396987199783325,31,0.028209617361426353,false,14.073972702026367,14.784157752990723,13.26526927947998,44193.426787027216,16663.017667101314,39178.75493941636,13.652436256408691,3237.035888671875,22.727176666259766,733.1759033203125,30.963048934936523,1265.339111328125,1.2635763883590698,0,1.5188884735107422,0.7101850509643555,0.8087034225463867,0.02624901693710094,2.077607131290056
