model,teff,logg,atmos,metallicity,av,lum_unscaled,J_mag,H_mag,K_mag,U_mag,B_mag,V_mag,I_mag,uvm2_mag,uvw1_mag,uvw2_mag,J_flux,H_flux,K_flux,U_flux,B_flux,V_flux,I_flux,uvm2_flux,uvw1_flux,uvw2_flux
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,0.5,ms,-0.75,1.0,3.819855474506906e+56,-35.428002459206255,-36.38625897283015,-36.57979772038564,-28.843647386861658,-30.561339000036135,-32.20023705515131,-34.3374149303927,-19.0283840702886,-26.890904258786513,-24.193143133702954,46409.4633810243,40619.39952851813,18351.31384271664,1408.9806629137063,10415.673074420052,27621.819221077956,50173.43984976684,0.1904796440022152,229.5134223602407,25.562932524143005
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0,5.4297619011174e+56,-35.70056378975583,-36.57863766451082,-36.69191004397532,-31.04371662831024,-32.04307991434276,-33.262327226148514,-34.854376213158694,-22.44648421128261,-28.722917178697614,-26.324298660928957,59652.83372446032,48493.661392127186,20347.548483917275,10688.892994210766,40774.036334501325,73466.33028862311,80771.54497611024,4.436991810425549,1240.5470973601116,182.00062716942904
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.1,5.225594124409133e+56,-35.67174579223944,-36.56042015811342,-36.68010895799432,-30.88888527272531,-31.91732427341773,-33.16274145060942,-34.80222081506533,-22.246609286159597,-28.578572197256648,-26.169010361851235,58090.33487082894,47686.77725119933,20127.58445425398,9268.302228103996,36314.61541798772,67027.65671838154,76983.24805806938,3.690954207452277,1086.1136312404462,157.74571282440203
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.2,5.033721131896897e+56,-35.64293354757143,-36.54220439965813,-36.668308424340786,-30.73407931989136,-31.791692186295833,-33.06320713278688,-34.75013574744684,-22.04720725649894,-28.434796791036284,-26.01387681759832,56569.0626029979,46893.39431830797,19910.0084402196,8036.700908116214,32346.598236111942,61156.1742812265,73377.38048816012,3.0716932630261686,951.4042822603636,136.74269886045022
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.3,4.853192691487057e+56,-35.61412705067917,-36.523990388875085,-36.65650844294545,-30.57929875932811,-31.666183473337416,-32.9637243458803,-34.6981208999,-21.84825926535722,-28.29159330812599,-25.858895854564178,55087.92110985,46113.285423983216,19694.794406314348,6968.921648931214,28815.43162140964,55801.669797136296,69944.93400217543,2.5573999287924662,833.8418891173386,118.55278535027797
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.4,4.683143200742221e+56,-35.585326296470065,-36.50577812549152,-36.644709013738776,-30.424543580602922,-31.54079794468332,-32.86429316292616,-34.64617615917128,-21.649747508384362,-28.14896388997482,-25.704065396970556,53645.84392337593,45346.22724210754,19481.916602092886,6043.151893776847,25672.662868823223,50918.39686355155,66677.35573789889,2.1300703441430993,731.1928591568623,102.79679607490712
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.5,4.522783433855135e+56,-35.556531279831596,-36.48756760923178,-36.63291013665098,-30.269813773327016,-31.415535400373017,-32.76491365680521,-34.59430140919181,-21.451655173842074,-28.00691046070042,-25.549383457856617,52241.793127120996,44592.00022454218,19271.34955903026,5240.486269159023,22875.252681151924,46464.67665180441,63566.52470691521,1.7748310263509592,641.520545425531,89.14701448567672
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.6,4.3713931477024185e+56,-35.52774199563151,-36.46935883981733,-36.62111181161198,-30.115109327151757,-31.290395630466563,-32.66558590024989,-34.54249653111274,-21.253966384839693,-27.865434717073974,-25.394848131040725,50874.75858614444,43850.38853686902,19063.06808742201,4544.5387296449835,20384.966028609528,42402.53454247846,60604.72950640254,1.4793859729263867,563.1450515635889,77.32014727913557
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.7,4.228314452924619e+56,-35.49895843871786,-36.45115181696675,-36.60931403855144,-29.96043023176492,-31.16537841517005,-32.566309965851744,-34.49076140334125,-21.056666143938454,-27.724538119214955,-25.240457583943403,49543.75719789454,43121.17999523496,18857.047273319087,3941.1064988647036,18167.832027682587,38697.3693681181,57784.64720437127,1.2335631865774257,494.6085655312199,67.0712582536187
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4000_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4000,2.0,ms,-0.75,0.8,4.092945866703619e+56,-35.47018060391915,-36.43294654039571,-36.59751681739875,-29.805776476886944,-31.040483524964564,-32.46708592606908,-34.439095901576934,-20.859740280223505,-27.58422188202834,-25.086210051173538,48247.83216343729,42404.16600427116,18653.262475496886,3417.878882722751,16193.664966467652,35317.65232433648,55099.32333543835,1.0289423786167577,434.645450581297,58.1885373392235
