model,model_teff,model_logg,atmos,metallicity,av,J_mag,H_mag,K_mag,U_mag,B_mag,V_mag,I_mag,uvm2_mag,uvw1_mag,uvw2_mag,J_flux,H_flux,K_flux,U_flux,B_flux,V_flux,I_flux,uvm2_flux,uvw1_flux,uvw2_flux
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,0.3,-36.040206287239585,-36.71928552599953,-36.82030855546992,-31.61049347338402,-32.59753342133771,-33.82423823090931,-35.295255204238366,-24.313286635674167,-29.405873204594563,-27.01174123375307,81562.03969667449,55200.640923394036,22901.899081000094,18015.38167014857,67946.18987055549,123268.68097476948,121229.96686493316,24.763361458088372,2326.9961634832575,342.80718328568344
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,0.4,-36.011345739938065,-36.701030462788296,-36.8085085298727,-31.456065080186377,-32.47154875013358,-33.724432942054754,-35.24292594893548,-24.103741089204135,-29.257003798002348,-26.85383704269549,79422.55592249887,54280.28196423292,22654.343764138433,15626.873989718857,60502.21017185346,112442.53634292028,115525.61371698385,20.41697412025848,2028.8404948315365,296.4068508447902
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,0.5,-35.982490959544826,-36.6827771776302,-36.796709056992505,-31.301662230155706,-32.3456951261509,-33.62467898963919,-35.19066703598422,-23.89492108836114,-29.108818336332796,-26.696196194157537,77339.60452148052,53375.355537817566,22409.475774642844,13555.357321336003,53880.27334475371,102572.05401003158,110096.8058092384,16.844703771694167,1770.0018486813922,256.34915950160246
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,0.6,-35.95364194117546,-36.66452567031126,-36.78491013675964,-31.147284890546835,-32.219972386484194,-33.524976457395226,-35.13847836049414,-23.6867966197523,-28.961318077275827,-26.538810925341515,75311.68068862802,52485.60141321035,22167.265816139123,11758.719601300318,47988.88887112234,93572.45834879436,104929.89758121417,13.906363923829453,1545.1605672170901,221.75723111649202
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,0.7,-35.924798679925026,-36.64627594061442,-36.77311176910414,-30.992933028752788,-32.09438035476731,-33.42532542880959,-35.08635981467868,-23.479339116022082,-28.814504072377623,-26.38167400876838,73337.31997097311,51610.763771961494,21927.684912984678,10200.449017912777,42746.82682226809,85366.5299151113,100011.93515700816,11.48763396477752,1349.7334605161898,191.87704596855156
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,0.8,-35.89596117086815,-36.62802798831958,-36.76131395395575,-30.838606612302026,-31.96891884130034,-33.325725987128656,-35.034311287889025,-23.272521416681272,-28.668377149258472,-26.22477869934807,71415.09717754158,50750.59113288166,21690.70440674249,8848.888503392789,38081.95858334795,77883.9288512192,95330.62052134708,9.495186716725865,1179.769719372735,166.05994889109942
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,0.9,-35.86712940905915,-36.60978181320357,-36.74951669124396,-30.684305608855617,-31.843587643183128,-33.22617821536389,-34.98233266664849,-23.06631772424947,-28.522937895206688,-26.068118687149862,69543.62531897887,49904.83627811041,21456.2959526942,7676.58957016036,33930.22949657478,71060.5791424341,90874.27758790205,7.852754716119454,1031.8618202958396,143.74769683874902
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+0.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,0.5,ms,-0.75,1.0,-35.83830338953212,-36.59153741504014,-36.73771998089799,-30.530029986204504,-31.718386544455235,-33.126682196297615,-34.93042383468753,-22.860703556802914,-28.37818664215512,-25.911688055260132,67721.55457602385,49073.25618044413,21224.43151639118,6659.752239446508,30234.748308276485,64838.108230782775,86631.82005812849,6.497950001280721,903.0692244751874,124.45966918401108
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0,-36.12004683626353,-36.776899212767404,-36.85527466636254,-32.315829085233844,-33.06999519024728,-34.15600524507648,-35.44914606572826,-25.588600087620044,-30.10816296202339,-27.7597395749632,87785.8053357207,58208.92716377022,23651.459244474616,34496.712732404056,104990.45454398842,167324.50717722328,139690.32605651772,80.15580455450865,4443.360707314699,682.7304141733168
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.1,-36.09116796652093,-36.75863994196136,-36.843473450962755,-32.16111901544617,-32.94321659385914,-34.05595204778175,-35.39659353952842,-25.371738344748515,-29.953410352358738,-27.59867913291316,85481.62111752886,57238.18930267713,23395.77600915584,29915.322167294813,93419.68044665498,152594.287463422,133089.9679800252,65.64328108443284,3853.1021817558762,588.6065266064904
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.2,-36.06229488190348,-36.740382446782824,-36.83167278902635,-32.00643496983335,-32.81657109134056,-33.955949926740736,-35.34411165832389,-25.15588994387513,-29.799349073295957,-27.437990503636406,83238.36018226651,56283.73227690684,23142.86862537663,25942.992255541358,83134.2869947825,139167.37231961172,126809.72714793496,53.808504288105716,3343.382113612759,507.6327368391838
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.3,-36.033427577587936,-36.722126727025845,-36.819872680484465,-31.851776915194097,-32.69005859267463,-33.85599896856582,-35.2917003266879,-24.94101335926013,-29.645981557374,-27.277657747517186,81054.3997919274,55345.28149428893,22892.706828393446,22498.669918660846,73990.366224862,126927.88514046423,120833.6892588085,44.14690747446077,2902.946341749083,437.9419211526288
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.4,-36.004566048730126,-36.70387278248145,-36.808073125267995,-31.69714481846198,-32.56367899339069,-33.75609925959957,-35.239359446198065,-24.727068471207204,-29.493310209763912,-27.117666273233443,78928.16075147782,54422.567019553426,22645.260684833636,19512.099657593684,65860.24428063161,115770.30044191613,115146.74964668124,36.251195306769006,2522.1474302178835,377.9374508552538
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.5,-35.97571029046512,-36.6856206129376,-36.796274123307526,-31.542538646702866,-32.43743217465667,-33.65625088591922,-35.187088915468166,-24.51401661647651,-29.341337376673028,-26.958002700468185,76858.1062318565,53515.32349492598,22400.500589050975,16922.383648934516,58630.636602879,105598.51499837953,109734.57120528395,29.792132388410067,2192.71070109395,326.2529898812844
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.6,-35.94686029790729,-36.6673702181792,-36.784475674533404,-31.387958367112265,-32.31131800337924,-33.556453933341345,-35.13488863018078,-24.301820621474093,-29.19006531535416,-26.798654736624453,74842.74062501501,52623.290062081556,22158.397259523786,14676.73405870411,52201.01423918947,96325.00269834211,104583.54454176118,24.503221798572188,1907.5349837938124,281.71846593920753
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.7,-35.918016066150415,-36.64912159798814,-36.77267777887568,-31.233403947012693,-32.185336332311564,-33.456708487426695,-35.08275848312029,-24.09044482009162,-29.03949616567631,-26.639611066248904,72880.60843013326,51746.21028544032,21918.921735290234,12729.391887016072,46482.15695023253,87870.04554079367,99680.7502396268,20.168466154195542,1660.5228328560067,243.3312273490776
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.8,-35.88917759026782,-36.630874752143235,-36.76088043626416,-31.07887535385104,-32.05948700016856,-33.35701463348517,-35.03069836420661,-23.879855058032888,-28.889631923227213,-26.480861251955183,70970.29317014712,50883.8320767727,21682.04537242553,11040.690093192241,41394.87160946449,80161.03388358692,95013.92311734709,16.61257542746008,1446.4357748620946,210.23156387876386
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,0.9,-35.860344865312435,-36.612629680420255,-36.74908364662838,-30.924372555195944,-31.93376983174957,-33.25737245658099,-34.9787081605294,-23.670018685395018,-28.740474413929746,-26.32239564572697,69110.4163377549,50035.907621100065,21447.739840556012,9576.241726929691,36868.85688441104,73131.82968068776,90571.41837510731,13.693120083225047,1260.7708266716866,181.68190646637498
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,1.0,ms,-0.75,1.0,-35.831517886316945,-36.59438638259195,-36.73728740989756,-30.769895518735126,-31.8081846380681,-33.157782041537914,-34.9267877563829,-23.460904539179523,-28.59202527016413,-26.164205309569027,67299.63637010695,49202.19330386514,21215.977119411942,8306.236368689288,32841.697388584405,66722.18701400718,86342.17952823878,11.294233397628679,1099.65510189665,157.04913329692428
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0,-36.10412861974541,-36.77950702794399,-36.853305262562515,-32.70895606282942,-33.20488476928118,-34.18647883932919,-35.43503680998156,-26.673015690590894,-30.580644152924584,-28.24695183208079,86508.14729728836,58348.90644233048,23608.59703333355,49548.27087931293,118879.13806418357,172087.36798021517,137886.77965036107,217.621209068842,6866.003913000932,1069.385159931028
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.1,-36.07524831113728,-36.761249974529,-36.84150527430431,-32.55374576919438,-33.0774516537138,-34.08629589679981,-35.38247661318727,-26.451365475550134,-30.418658848178683,-28.080790588656722,84237.38715595419,57375.95135503234,23353.403553297383,42948.142533989725,105713.97453703197,156919.10239892465,131370.71089324914,177.43575255822395,5914.389534405214,917.6343360797902
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.2,-36.04637379663618,-36.74299469059924,-36.829705840677974,-32.39856213432538,-32.95015314653199,-33.98616401296242,-35.32998705113031,-26.230823086641394,-30.257371544113173,-27.91517529940799,82026.67014174645,56419.31202789395,23100.980348516274,37228.105142066495,94018.4308169512,143094.53961147164,125170.71275214688,144.81854415852158,5097.943325758634,787.8137200831828
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.3,-36.017505071408785,-36.72474117594834,-36.81790696161468,-32.24340513037048,-32.82298921915214,-33.88608327742937,-35.277568028952324,-26.01134539326122,-30.096785484759394,-27.750078131018707,79874.39684792298,55478.71332264676,22851.29721757989,32270.680993811413,83627.17525687911,130494.06725597712,119271.07026025969,118.31317250985863,4397.041649343042,676.682075340063
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.4,-35.98864213060076,-36.7064894303669,-36.80610863704531,-32.08827472959778,-32.69595982791971,-33.78605377953847,-35.22521944880306,-25.79289033901205,-29.936904119134727,-27.58547363047861,77779.01078812174,54553.884766378884,22604.32428973002,27974.090137083083,74393.61640135964,119008.77046806291,113656.86802691127,96.75002328432208,3794.9672563893478,581.4908326752847
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.5,-35.95978496933687,-36.688239453642524,-36.79431086690051,-31.933170904392654,-32.56906491417043,-33.6860756083568,-35.172941209871965,-25.57541704679094,-29.777731059307342,-27.42133850215014,75738.9972360832,53644.5604720011,22360.032021226034,24250.15058880907,66187.76336250357,108539.47081860794,108313.94868088278,79.18843522385572,3277.4706342439567,499.9065430158558
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.6,-35.930933582721096,-36.66999124555978,-36.782513651110605,-31.778093627255117,-32.442304404300074,-33.58614885268483,-35.120733208420496,-25.358885903197734,-29.619270039979547,-27.257651403653867,73752.88209696587,52750.47906007493,22118.391191748622,21022.45971772251,58894.332182586826,98995.85197083588,103228.87351589938,64.87080748537797,2832.398798061819,429.9460681085557
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.7,-35.90208796583673,-36.65174480590022,-36.77071698960568,-31.6230428707971,-32.31567820984256,-33.48627360106057,-35.06859533781491,-25.14325862379057,-29.46152487947534,-27.094392759572507,71819.2308093941,51871.383581979215,21879.372900845272,18224.819108416275,52411.06971564188,90295.66419877198,98388.88521948831,53.186130167144256,2449.380957971818,369.9223096798609
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.8,-35.873248113746456,-36.633500134442386,-36.75892088231555,-31.468018607739726,-32.18918622755641,-33.386449941764,-35.01652748855981,-24.92849830081593,-29.30449944204057,-26.9315445918838,69936.64727738571,51007.02144439534,21642.94856441394,15799.870274333935,46647.26987556992,82364.00062407412,93781.87257297752,43.640956727962774,2119.562182847087,318.3986787846422
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,0.9,-35.84441402149251,-36.615257230961824,-36.747125329169734,-31.31302081091059,-32.06282833951933,-33.28667796282153,-34.96452954833204,-24.71456943508968,-29.148197601385405,-26.76909036598785,68103.77283135251,50157.1443350862,21409.089911225026,13697.912965486163,41522.46002512821,75132.63867784568,89396.33701649807,35.83626311981341,1835.3775956080142,274.1508309578814
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4500_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4500,2.5,ms,-0.75,1.0,-35.81558568409675,-36.59701609523105,-36.73533033009751,-31.158049453241027,-31.936604413230786,-33.186957752010706,-34.91260140201532,-24.50143795371073,-28.99262320541913,-26.607014851184307,66319.28521736832,49321.50814994363,21177.76897948326,11875.881606820283,36965.23786436928,68539.44088439248,85221.36097871508,29.448970981806774,1590.3608187356508,236.13445494764818
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0,-36.274885480872314,-36.86378022181807,-36.924530378991804,-33.280513930068935,-33.641580430039134,-34.54333223289495,-35.679273837322185,-27.858286343356397,-31.243114609187927,-28.930128009767717,101241.77611104815,63058.26228413724,25209.267461127558,83878.69212026906,177739.4827094378,239050.8815973669,172670.21894542724,648.3499474012478,12638.40385943344,2006.340426910067
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.1,-36.24597716113509,-36.845509538893126,-36.91273070238747,-33.1255022968966,-33.5135417685887,-34.44299626570042,-35.62655853962701,-27.627814874564173,-31.076183604182624,-28.758392463813,98581.7282585738,62006.001350307546,24936.778939493142,72718.84910298426,157967.75543193004,217949.54303778883,164486.90184036095,524.3495413128795,10837.268342475367,1712.8147951776396
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.2,-36.21707465409065,-36.8272406336799,-36.900931581050905,-32.970516707279245,-33.38564042862527,-34.34271110396275,-35.573913932298325,-27.398713178702078,-30.909988591159884,-28.587532998767923,95992.08497663999,60971.39945375945,24667.248378373064,63045.30658161144,140413.19169866762,198720.14624068738,156701.61689816022,424.60021925049716,9299.119353668568,1463.4120261402313
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.3,-36.18817795501271,-36.808973505992796,-36.88913301491342,-32.81555711973986,-33.257876452066405,-34.242476840552854,-35.52133992632286,-27.170937552594214,-30.744530376212932,-28.41749568623607,93470.9690366354,59954.158574447356,24400.643530745638,54659.91172421776,124825.2144021686,181195.82751130115,149294.5229134383,344.24684101828853,7984.6987568214745,1251.2719086983673
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.4,-36.1592870591535,-36.790708155643145,-36.87733500390607,-32.66062349298166,-33.130249864602064,-34.14229356805468,-35.468836429651056,-26.944444116296452,-30.579810291322644,-28.24823104438191,91016.55363439818,58953.985749615684,24136.93250263413,47390.95661331891,110981.7799118931,165224.66642411513,142246.7906274929,279.4297158523298,6860.732743998074,1070.6458499881503
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.5,-36.13040196174391,-36.77244458243923,-36.86553754795962,-32.5057157858862,-33.00276067571342,-34.042161378768306,-35.416403347227515,-26.71918905350005,-30.415830132704844,-28.079693703200164,88627.06102577793,57970.59298751472,23876.0837492239,41089.64531246702,98686.10541180578,150668.34159505248,135540.5500173928,227.07564894545806,5899.00057511995,916.7077468340983
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.6,-36.10152265799361,-36.75418278618625,-36.85374064700459,-32.3508339575116,-32.87540887870147,-33.94208036471313,-35.36404058102195,-26.495128830412163,-30.252592102058472,-27.911842081590585,86300.7611993824,57003.69718259581,23618.066071024936,35627.03341281725,87763.77418650525,137400.90789731528,129158.84038393408,184.7338471926727,5075.5513535732,785.398835151599
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.7,-36.072649143091105,-36.73592276668635,-36.8419443009712,-32.19597796709051,-32.74819445072551,-33.84205061763132,-35.31174803006089,-26.272220392405565,-30.090098750465156,-27.744638079109283,84035.97058548742,56053.02003216129,23362.848610074354,30891.376805462856,78060.17492272511,125307.68410335446,123085.56308728104,150.446850170522,4370.0447638074675,673.3000579193139
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.8,-36.04378141220387,-36.717664523738634,-36.83014850978941,-32.04114777402835,-32.62111735285118,-33.74207222899134,-35.25952559045994,-26.050421338222506,-29.928352924715732,-27.578046784318246,81831.05080013484,55118.2879544458,23110.400846183456,26785.834902630155,69438.23623130427,114284.24093895506,117305.4367873506,122.64884927569013,3765.1957110949593,577.5267887528497
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,0.9,-36.01491946047845,-36.69940805713913,-36.81835327338891,-31.886343337901337,-32.49417753010827,-33.642145289991625,-35.2073731554566,-25.829690071948576,-29.767357715864627,-27.41203620088633,79684.40742343345,54199.23200809847,22860.692593224183,23226.480870758613,61776.42212863489,104235.48044724678,111803.95505385201,100.08545581078167,3246.306129533749,495.6417714932795
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.0,ms,-0.75,1.0,-35.986063283040565,-36.68115336668081,-36.806558591699115,-31.731564618454545,-32.36737491155797,-33.5422698915645,-35.15529061544378,-25.60998593333739,-29.607116409838774,-27.246576991984956,77594.48881113078,53295.58781304734,22613.693995457248,20140.57779386434,54966.95821748805,95074.79838885469,106567.34621831529,81.75029263425964,2800.869983759932,425.58294642271056
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0,-36.28014318396459,-36.863325517961755,-36.92489894503722,-33.173550789667686,-33.60803204869017,-34.53667900602686,-35.684799803339416,-27.556889400369133,-31.086647151067154,-28.774106770143536,101733.23077158841,63031.859156299724,25217.826498922732,76009.24066599392,172331.4568011658,237590.49312385195,173551.28200213966,491.1913416134923,10942.215050895069,1737.7853362291473
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.1,-36.25123440298105,-36.84505433444767,-36.913098952853154,-33.01871935741243,-33.48016735870061,-34.436381704820896,-35.63208686611357,-27.32715357664005,-30.9219682308891,-28.604485162448874,99060.22825222352,61980.01023820519,24945.238211546803,65907.34562085815,153185.8614981836,216625.7794825898,165326.56832447133,397.5176105768847,9402.290769466154,1486.4403474717813
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.2,-36.222331434023765,-36.82678492960071,-36.901299515630264,-32.86391359930578,-33.352439498866,-34.33613521215583,-35.579444628072636,-27.09878721678745,-30.75802871750843,-28.43566344832787,96457.97421778121,60945.81397064598,24675.609038740953,57149.37928917517,136184.45570762776,197520.21123631686,157501.88505502665,322.1141694065121,8084.587623541036,1272.385758509414
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.3,-36.19343427236843,-36.80851730323535,-36.88950063329989,-32.70913347146459,-33.22484849360411,-34.23593961975618,-35.52687299996178,-26.871746004220178,-30.59482941562642,-28.267592181422717,93924.58224415577,59928.97243167531,24408.906720209856,49556.36769811329,121085.22058944244,180108.12473196347,150057.29201148762,261.3324525820458,6956.297571719536,1089.9091353640745
