RA,DEC,overall_mean,overall_median,overall_mean_mag,overall_median_mag,offset_flag,chi_squared_68,chi2_threshold_68,chi_flag_68,chi_squared_95,chi2_threshold_95,chi_flag_95,chi_squared_997,chi2_threshold_997,chi_flag_997,amplitude_5,lower_percentile_5,upper_percentile_5,mag_amplitude_5,amplitude_1,lower_percentile_1,upper_percentile_1,mag_amplitude_1,largest_amp,best_period,alarm_level_flag,std_amplitude,logT,logL
7.521702,-73.913918,10.309775185547736,10.317902312178424,13.86716985306199,13.865970692172883,0.0,163027.34026633442,2790.1977297208396,0.0,163027.34026633442,2879.2450258385406,0.0,163027.34026633442,2964.371871258541,0.0,0.6979176558702012,9.95318388365511,10.65110153952531,0.0732361907262166,1.104891056428647,9.72892357627113,10.833814632699776,0.1168001029813474,1.4589216584496896,2.254649433719248,0.0,0.211942222062235,3.7731406018682785,4.026600492146291
7.746443,-73.741425,8.21703416382938,8.213737568722001,14.113505996693846,14.11374180610032,0.0,23596.799934950945,2348.311904404474,0.0,23596.799934950945,2430.0963733968006,0.0,23596.799934950945,2508.4199683728193,0.0,0.5569428317332772,7.943896222174891,8.500839053908168,0.0737251265138194,0.913380161665068,7.762159738380322,8.67553990004539,0.1204712308163653,1.1744547170908577,28.610874800892468,1.0,0.1532630991828333,3.7708465510721783,4.010041520214789
7.925977,-73.53167,3.748619351862858,3.747135958197914,14.966283304994922,14.96566763906997,0.0,18188.078032621153,2340.2568840359204,0.0,18188.078032621153,2421.902882832582,0.0,18188.078032621153,2500.096772515748,0.0,0.5069320695612363,3.492167930438763,3.999099999999999,0.1471062010546902,0.8143267525328524,3.3476069897016867,4.161933742234539,0.236819999999998,1.0508696524227958,200.7593915479281,0.0,0.0705447563295815,3.6347791705249826,4.044608418030504
7.948884,-73.599243,4.375717581601538,4.3766942605094155,14.797938521879802,14.79737624477396,0.0,12625.983478147476,2345.291282917796,0.0,12625.983478147476,2427.023853647542,0.0,12625.983478147476,2505.298835409983,0.0,0.4324122558205543,4.162060243976908,4.594472499797463,0.1075500871553654,0.704249110543766,4.0156243342082805,4.7198734447520465,0.1748286988096854,0.9408591064418036,481.3738316989065,0.0,0.0597878808621884,3.6290985955803414,4.026778011235634
7.980047,-73.578545,3.0565298172035247,3.051686981744806,15.187955164271598,15.189000000000002,0.0,12130.056466250113,2349.318775265404,0.0,12130.056466250113,2431.1205362102532,0.0,12130.056466250113,2509.460328598739,0.0,0.4211777086454149,2.8598639125671843,3.2810416212125992,0.1491905216106506,0.6875288698856146,2.723751130114386,3.4112800000000005,0.2437525950160761,0.8660274029110662,282.383562357887,0.0,0.1061755528557911,3.60928920229464,4.036388455838606
7.981742,-73.585571,5.587858472809464,5.586731983451272,14.53253261646995,14.532312480075523,0.0,26782.882322645222,2366.4353538765113,0.0,26782.882322645222,2448.530509263664,0.0,26782.882322645222,2527.1451251833473,0.0,0.6013637978952824,5.2989453825345265,5.900309180429809,0.1167985888132463,0.9033897005707532,5.159002398261578,6.062392098832331,0.1748190827286073,1.3565314332880511,963.8872531121428,0.0,0.0096737218120705,3.617613145232212,4.323310793338593
8.228736,-73.821953,6.753290417232638,6.238660360953485,14.360736477016594,14.41250378031075,0.0,1019282.3886334592,2392.612832516904,0.0,1019282.3886334592,2475.154650314557,0.0,1019282.3886334592,2554.1876573386194,0.0,5.55801908167924,4.744610073307244,10.302629154986484,0.8415436981842905,6.247079169856184,4.518619001846741,10.765698171702924,0.9422570671349018,8.65548152802409,15.836137953837914,0.0,0.7332878673013207,3.79498098679828,4.03439240577564
8.560188,-73.619049,4.145663803475167,4.149167142839203,14.85674536138622,14.85523121149444,0.0,30866.471142958835,2016.9646042166776,0.0,30866.471142958835,2092.8416398275667,0.0,30866.471142958835,2165.631840004619,0.0,0.4896200979007927,3.899134142007086,4.388754239907879,0.128580423011261,0.7524730274103986,3.7464579642023894,4.498930991612788,0.1987535252988195,0.989256000419502,6.90142927622086,1.0,0.1700725708731739,3.617888734270881,4.098910276301404
8.637665,-73.873337,25.140864274570983,25.133,12.899205928237128,12.899,0.0,20130.82184963621,656.202321606502,0.0,20130.82184963621,699.9629762509568,0.0,20130.82184963621,742.6776242919044,0.0,1.0109999999999992,24.631,25.642,0.0429999999999992,1.463199999999997,24.3882,25.8514,0.0631999999999983,2.401,345.6511763094278,1.0,0.3551042962630699,3.87934638199243,4.206011752897837
8.763608,-73.549622,5.831123169082,5.829080795912029,14.486119664028314,14.485965534901164,0.0,18983.582884189986,1731.7845352575391,0.0,18983.582884189986,1802.175082622015,0.0,18983.582884189986,1869.826412763617,0.0,0.5368809460329169,5.567013605693559,6.1038945517264755,0.0999999999999978,0.8431824636331031,5.437785860421151,6.280968324054254,0.1561679394699489,1.1893558092206682,388.9773527343491,0.0,0.1028269740347351,3.626271506057682,4.272655917772488
