ra,dec,2MASS,ra_gaia,dec_gaia,parallax,pmra,pmdec,pm,ra_error,dec_error,parallax_error,parallax_over_error,pmra_error,pmdec_error,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,ruwe,astrometric_params_solved,astrometric_sigma5d_max,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_bp_mean_flux,phot_rp_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,Separation_1,covariance,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Imag,e_Imag,uvw1_mag,uvw1_mag_err,uvw2_mag,uvw2_mag_err,uvm2_mag,uvm2_mag_err,flag,logL,logT
75.386393,-68.220688,05013273-6813144,75.38636670528948,-68.22062471489967,-0.05226516656290513,1.7683213261828519,0.07515468722909091,1.769917607307434,0.036831244826316833,0.03388344123959541,0.03268272429704666,-1.599168062210083,0.050621528178453445,0.044779058545827866,20.881471633911133,3009.4755859375,0.35738706588745117,94.18860626220703,1.9771614074707031,31,0.07400016486644745,false,12.723654747009277,12.603621482849121,12.32171630859375,153279.7766359143,124156.15976880427,93426.80290310073,221.09036254882812,693.2901611328125,809.1618041992188,153.43798828125,490.03643798828125,190.65277099609375,1.4195151329040527,0.23051774342394732,0.5221214857766847,12.119,12.0,11.981,0.024,0.025,0.027,AAA,11.993,,12.754,,12.606,,11.884,0.259,,,,,,,1.0,4.321770940064607,3.872903384280811
75.744805,-65.93792,05025875-6556165,75.74489754959824,-65.93785855578507,-0.04187307286391502,1.5216612716927262,0.17749748505915727,1.5319786071777344,0.01341941300779581,0.013086657971143723,0.013439460657536983,-3.1156809329986572,0.01610494591295719,0.018280427902936935,5.152022838592529,1058.560791015625,0.13213011622428894,20.452484130859375,1.1993224620819092,31,0.02548602782189846,false,12.489592552185059,12.582123756408691,12.249102592468262,190155.87512315376,126639.01489777718,99888.90233208654,39.19330596923828,4851.74365234375,69.72360229492188,1816.300537109375,86.30671691894531,1157.37109375,1.191274881362915,0.2595826565658413,1.9582119402470206,11.884,11.693,11.61,0.024,0.025,0.027,AAA,12.492,0.108,12.743,0.09,11.421,0.223,10.663,0.212,,,,,,,1.0,4.209867070032499,3.799504295953913
75.783619,-66.230949,05030806-6613514,75.7836700432069,-66.2309764512758,0.021325711716197446,1.7170709784837448,0.2295552335551656,1.7323476076126099,0.019955996423959732,0.019473211839795113,0.0200598556548357,1.0631039142608643,0.023724965751171112,0.026104869320988655,18.9821720123291,1040.864990234375,0.17356570065021515,24.16020965576172,1.8963556289672852,31,0.038262706249952316,false,13.21607780456543,13.716680526733398,12.597070693969727,97390.28316749072,44539.4322968829,72498.62556271208,855.5179443359375,113.83780670166016,1560.32568359375,28.544958114624023,1354.1737060546875,53.537166595458984,1.2017426490783691,0.12349737300698015,0.3064903383316205,11.729,11.391,11.281,0.023,0.025,0.025,AAA,13.471,0.031,14.472,0.029,13.843,0.037,12.469,0.208,,,,,,,1.0,4.179316832848541,3.7426378964359537
76.149149,-68.748634,05043579-6844550,76.1491618016389,-68.74862336752072,0.005183470025379257,1.9538247781181617,0.11094286436406012,1.9569720029830933,0.013501905836164951,0.013010150752961636,0.01325287390500307,0.39112043380737305,0.016922593116760254,0.016974084079265594,-3.002267599105835,645.6893920898438,0.1030864492058754,9.245255470275879,0.8827047348022461,31,0.02603106200695038,false,12.062281608581543,12.170879364013672,11.821335792541504,281860.34991739877,184954.52938206992,148123.49201057278,296.27044677734375,951.3616943359375,580.313232421875,318.7149963378906,438.19940185546875,338.027587890625,1.1817129850387573,0.04176310606777302,0.4478298748740173,11.546,11.433,11.311,0.022,0.027,0.026,AAA,11.86,0.049,12.327,0.255,12.059,0.149,10.922,0.343,,,,,11.977676866191073,0.04344106739904122,1.0,4.383673520553425,3.8139699530732316
76.833749,-70.454239,05072009-7027152,76.83382118023526,-70.45424690090556,0.04776884661893363,2.1379360993797674,-0.021727854134802112,2.1380465030670166,0.01583264395594597,0.015559324994683266,0.01565379463136196,3.0515825748443604,0.020361585542559624,0.021688934415578842,10.415518760681152,666.0599365234375,0.12975245714187622,11.938021659851074,1.4520001411437988,31,0.031161414459347725,false,13.172334671020508,13.627314567565918,12.55854606628418,101394.1721803916,48360.51567906036,75117.23753286696,1649.9814453125,61.45170593261719,2989.14501953125,16.1787109375,2804.438720703125,26.785123825073242,1.2177993059158325,0.09146965889048136,2.0498607371957704,11.66,11.498,11.408,0.023,0.026,0.025,AAA,15.553,0.04,14.754,0.01,13.706,0.01,12.149,0.093,15.3849801782994,0.05286505070314384,16.21351927110318,0.059685149192931365,16.665043835640173,0.08946609267529483,1.0,4.31977499448306,3.8073417032218693
77.773078,-68.018791,05110553-6801076,77.77314609866268,-68.0187780077935,-0.02704359651223802,1.8841557138621394,0.14853489325041544,1.8900014162063599,0.02687004767358303,0.02809976600110531,0.027633577585220337,-0.9786498546600342,0.03525034710764885,0.040630292147397995,0.9032488465309143,350.4171447753906,0.07456415146589279,0.6174415349960327,1.0350223779678345,31,0.05708328261971474,false,15.77669620513916,16.68031883239746,14.782559394836426,9210.18644592455,2905.9557395153324,9685.780196736368,47.31664276123047,194.65003967285156,63.91115188598633,45.46868133544922,132.6713409423828,73.00582122802734,1.3671531677246094,0.10299475759585432,0.1958586102249552,12.462,12.618,12.344,,0.037,0.03,UAA,19.08,0.094,18.412,0.03,16.258,0.032,14.522,0.04,,,,,,,1.0,4.237050212285916,3.8929165826488004
77.946825,-69.4328,05114723-6925580,77.94685674325831,-69.43278909430082,0.014751750088426299,1.744908712110391,0.769106790645633,1.906890630722046,0.047093555331230164,0.0442562960088253,0.046666476875543594,0.316110223531723,0.05981984734535217,0.056348852813243866,13.211980819702148,823.0706787109375,0.42541825771331787,17.98079490661621,1.557660698890686,31,0.08563616871833801,false,15.971084594726562,16.943416595458984,14.920748710632324,7700.393441453383,2280.605939105976,8528.229969198,9.521479606628418,808.7391357421875,20.48773956298828,111.31564331054688,24.116043090820312,353.633056640625,1.4036731719970703,0.05615218354803966,1.6832811820409341,12.442,11.373,12.364,,,0.037,UUA,19.242,0.099,18.122,0.044,16.554,0.035,14.716,0.038,,,,,,,1.0,4.374919963982601,3.9466727570338485
77.966916,-67.166054,05115205-6709577,77.96701532742203,-67.16603860286999,-0.006827318131403699,1.7077952020690976,0.18533036046031728,1.7178218364715576,0.010891797952353954,0.01269101444631815,0.01149795763194561,-0.593785285949707,0.012990778312087059,0.01656103879213333,0.12304994463920593,614.9427490234375,0.08703836053609848,8.457850456237793,1.0038645267486572,31,0.02352232113480568,false,12.075100898742676,12.346659660339355,11.59969425201416,278552.09858086536,157308.79662984723,181668.92480313074,170.30291748046875,1635.6273193359375,252.26138305664062,623.5944213867188,273.3148498535156,664.6873779296875,1.2169275283813477,0.14942396243689177,0.4369188585485475,10.748,10.225,10.056,0.021,0.028,0.023,AAA,11.933,0.022,12.732,0.037,12.22,0.049,11.518,0.08,,,,,,,1.0,4.4552756072759205,3.6589218015955725
79.170383,-69.656197,05164089-6939223,79.17042184490033,-69.65616953851375,-0.13381706758595122,2.597774155244426,0.3567055691516665,2.622149705886841,0.1011115089058876,0.10199368000030518,0.09936312586069107,-1.3467477560043335,0.12510919570922852,0.13674721121788025,54.867671966552734,5186.1630859375,0.994148313999176,88.12596130371094,4.100183486938477,95,0.19474731385707855,false,16.031455993652344,16.124614715576172,14.730234146118164,7283.906388239003,4848.097873503113,10163.995772073373,16.621551513671875,438.2205810546875,131.26785278320312,36.932865142822266,90.7594985961914,111.98823547363281,2.060994863510132,0.11016857498765624,8.10891295724341,12.723,12.812,12.632,,0.136,0.099,UBA,17.132,0.235,16.898,0.105,15.622,0.117,14.024,0.146,18.42361640930176,0.3599287867546081,,,,,1.0,4.216355474388952,3.926879774308565
79.815808,-68.934425,05191579-6856039,79.81580638722824,-68.93441502851462,-0.09288682140836456,1.6864507126089265,0.23123924272983598,1.7022302150726318,0.033867381513118744,0.03861413523554802,0.03817642480134964,-2.433093786239624,0.044460538774728775,0.052225466817617416,32.51909255981445,2934.765380859375,0.4119492173194885,109.37844848632812,2.5716497898101807,31,0.07255790382623672,false,12.860636711120605,13.641773223876953,11.985325813293457,135111.40517959438,47720.80622953631,127358.4685232341,112.04193878173828,1205.9002685546875,161.5677947998047,295.3608703613281,279.4626770019531,455.7262268066406,1.2958141565322876,0.03595795616690178,0.4403165531580089,10.795,10.074,9.892,0.023,0.026,0.022,AAA,15.393,0.02,14.714,0.01,13.376,0.01,11.842,0.052,15.146694798687625,0.048908076723650856,15.12520754717071,0.0471402350851873,15.116065079361427,0.052497775637431285,1.0,4.3644050906106076,3.60223613907027
