RA,DEC,ebv_eden,ebv_sf,av_eden,av_sf
74.108788,-69.673508,0.08746,0.1806,0.27724,0.61584
74.114236,-67.933502,0.06067,0.2324,0.19232,0.79248
74.114566,-69.379623,0.08633,0.52307,0.27366,1.78368
74.118794,-69.711594,0.08693,0.15479,0.27556,0.52784
74.127341,-66.302498,0.04195,1.55953,0.13299,5.318
74.145976,-66.875214,0.04485,0.15373,0.14218,0.5242
74.147677,-68.25647,0.07373,0.37647,0.23373,1.28378
74.163857,-67.330376,0.05053,0.19804,0.16017,0.67531
74.166683,-69.698967,0.08668,0.15894,0.27477,0.54197
74.182526,-67.488174,0.05261,0.14608,0.16676,0.49812
74.213229,-66.530151,0.04281,1.64989,0.13572,5.62611
74.227917,-67.086021,0.04747,0.21381,0.15047,0.72909
74.231543,-67.486946,0.05256,0.15156,0.16662,0.51681
74.257486,-67.995209,0.06254,0.27679,0.19824,0.94384
74.284954,-67.046066,0.04703,0.21547,0.14908,0.73474
74.286438,-66.866669,0.04494,0.13941,0.14247,0.47539
74.290445,-67.022011,0.04673,0.21001,0.14812,0.71612
74.295525,-67.340118,0.0505,0.18986,0.16008,0.64743
74.320065,-68.410988,0.07805,1.52876,0.24743,5.21307
74.353067,-68.844727,0.08081,0.72568,0.25617,2.47457
74.420186,-66.786026,0.0448,0.1468,0.142,0.50058
74.432613,-66.857719,0.0452,0.131,0.14327,0.44671
74.434938,-69.521049,0.08626,0.4566,0.27343,1.55702
74.437683,-65.708374,0.03964,0.05849,0.12567,0.19944
74.445788,-69.215889,0.08267,0.58488,0.26205,1.99444
74.447295,-69.391327,0.08535,0.54056,0.27055,1.8433
74.467946,-69.392502,0.0853,0.53611,0.27039,1.82814
74.489212,-69.538612,0.08594,0.40902,0.27244,1.39477
74.512659,-68.906418,0.07816,0.64952,0.24777,2.21485
74.523225,-69.454338,0.08542,0.51841,0.27079,1.76776
74.527298,-67.241653,0.04939,0.23523,0.15656,0.80213
74.537554,-67.306412,0.04997,0.20403,0.15839,0.69574
74.565514,-70.532059,0.06787,0.11709,0.21514,0.39927
74.636575,-70.346024,0.06974,0.18685,0.22106,0.63716
74.668893,-70.527405,0.06714,0.11651,0.21284,0.39729
74.676973,-69.690598,0.08429,0.15374,0.26721,0.52425
74.714423,-67.052444,0.04784,0.1858,0.15164,0.63359
74.717101,-69.425728,0.08385,0.45617,0.26579,1.55552
74.834295,-68.843079,0.0738,0.36083,0.23394,1.23044
74.921413,-69.4561,0.08273,0.41349,0.26227,1.41
74.931386,-68.523003,0.06984,0.16379,0.22141,0.55853
74.952992,-67.818863,0.05567,0.2143,0.17647,0.73078
74.964046,-70.222679,0.07005,0.34197,0.22204,1.16613
74.998596,-67.085793,0.04851,0.19971,0.15379,0.68102
75.031533,-68.449997,0.06736,0.24045,0.21353,0.81995
75.04305,-67.152191,0.04901,0.15637,0.15535,0.53322
75.133394,-67.940735,0.05686,0.29109,0.18024,0.99261
75.136946,-70.496994,0.06528,0.09632,0.20693,0.32845
75.158007,-67.764633,0.05368,0.22734,0.17016,0.77522
75.206093,-68.119324,0.0601,0.38907,0.19051,1.32674
75.206554,-68.434021,0.06498,0.32433,0.20598,1.10595
75.209047,-69.642174,0.08116,0.22614,0.25726,0.77115
75.229871,-66.637321,0.04619,0.12211,0.14643,0.41639
75.24744,-66.644096,0.04627,0.12028,0.14668,0.41017
75.255055,-66.10524,0.04248,0.29404,0.13467,1.00269
75.343363,-70.258026,0.06846,0.13622,0.217,0.46453
75.380222,-66.954361,0.04841,0.19536,0.15345,0.66618
75.386393,-68.220688,0.06054,0.42976,0.1919,1.46549
75.461606,-69.414696,0.07678,0.18842,0.24339,0.64253
75.480705,-70.525101,0.06344,0.13923,0.2011,0.47476
75.508911,-70.1511,0.07048,0.15063,0.22341,0.51366
75.57528,-66.10759,0.04317,0.17195,0.13685,0.58636
75.744805,-65.93792,0.04278,0.30348,0.13561,1.03485
75.767477,-70.950439,0.05959,0.13024,0.18891,0.44412
75.783619,-66.230949,0.04464,0.12692,0.1415,0.43281
75.792006,-70.16497,0.06871,0.20689,0.2178,0.7055
75.849929,-68.925583,0.06656,0.52007,0.21099,1.77342
75.936254,-69.100464,0.06862,0.74355,0.21752,2.53549
75.951584,-66.133018,0.04454,0.12631,0.14119,0.43071
75.956276,-68.934052,0.06633,0.61157,0.21028,2.08546
76.021395,-69.018661,0.06742,0.8316,0.21373,2.83576
76.04151,-67.330482,0.04956,0.64745,0.1571,2.2078
76.051742,-67.416496,0.04981,0.40911,0.15791,1.39508
76.059927,-66.431381,0.04732,0.19144,0.15,0.65281
76.064453,-69.026779,0.06751,0.84618,0.214,2.88546
76.149149,-68.748634,0.0632,0.26137,0.20033,0.89127
76.167037,-68.949463,0.06631,0.63934,0.21021,2.18014
76.209054,-68.13121,0.05492,0.50365,0.17409,1.71745
76.217287,-69.062897,0.06794,0.85145,0.21537,2.90343
76.229829,-68.551895,0.05961,0.54457,0.18898,1.857
76.229918,-68.967377,0.0665,0.6461,0.21082,2.20319
76.304923,-68.553238,0.0594,0.52874,0.18828,1.80301
76.336289,-70.741852,0.05837,0.25114,0.18504,0.8564
76.341489,-67.120789,0.04969,0.24797,0.15753,0.84558
76.371157,-68.965065,0.06629,0.5245,0.21016,1.78855
76.424819,-67.751686,0.05172,0.3054,0.16397,1.0414
76.474828,-68.180702,0.05471,0.67064,0.17343,2.28687
76.492217,-70.534889,0.06011,0.21001,0.19056,0.71615
76.536993,-71.25724,0.05665,0.12097,0.17958,0.41252
76.568824,-68.368561,0.05596,0.55509,0.17741,1.89285
76.580081,-71.470123,0.05631,0.17227,0.17852,0.58744
76.595263,-69.819595,0.07072,0.27469,0.22418,0.93669
76.614421,-68.511215,0.05746,0.74746,0.18214,2.54885
76.614966,-68.364449,0.05573,0.56443,0.17666,1.9247
76.63928,-68.363991,0.05562,0.57068,0.17632,1.94602
76.68745,-68.346352,0.05529,0.57164,0.17526,1.9493
76.690052,-68.986404,0.06623,0.58478,0.20996,1.9941
76.693142,-69.049408,0.06722,0.55353,0.21308,1.88753
76.69987,-70.037064,0.06679,0.49571,0.21172,1.69038
76.782532,-68.888756,0.06457,0.54863,0.20468,1.87083
76.814063,-70.200775,0.06389,0.32215,0.20253,1.09855
76.816581,-68.883507,0.06442,0.58155,0.20423,1.98308
76.828802,-68.427116,0.05527,0.7178,0.17522,2.4477
76.833749,-70.454239,0.06048,0.33881,0.19172,1.15535
76.871172,-68.311821,0.05439,0.58034,0.17241,1.97897
76.878954,-65.3396,0.04075,0.07802,0.12918,0.26606
76.938948,-69.162407,0.06853,0.5005,0.21723,1.70669
76.976827,-69.458702,0.07038,0.45855,0.22312,1.56365
76.977897,-68.676727,0.0602,0.61653,0.19084,2.10235
76.998653,-66.655083,0.05,0.18482,0.15849,0.63022
77.004271,-67.097099,0.05073,0.24462,0.16083,0.83415
77.02987,-66.98938,0.05074,0.17936,0.16086,0.61162
77.076109,-68.779739,0.06204,0.88895,0.19666,3.03134
77.160077,-67.785843,0.05137,0.20507,0.16283,0.69928
77.242485,-68.48764,0.05649,0.94839,0.17907,3.234
77.286327,-68.985405,0.06546,1.10568,0.20752,3.77036
77.333966,-70.457497,0.05977,0.25965,0.18947,0.8854
77.357488,-70.553963,0.05873,0.24342,0.18616,0.83005
77.366182,-68.85215,0.06306,3.07428,0.19991,10.48328
77.418324,-71.04985,0.0562,0.23273,0.17816,0.7936
77.472865,-68.612206,0.05876,0.81045,0.18626,2.76363
77.504119,-68.902481,0.06377,3.47365,0.20215,11.84515
77.527956,-67.315636,0.05283,0.22022,0.16746,0.75096
77.544668,-68.243187,0.05324,0.43205,0.16878,1.47329
77.579111,-65.274826,0.04416,0.06283,0.13997,0.21426
77.660807,-69.715027,0.06808,0.37175,0.21582,1.26766
77.770308,-70.243507,0.06212,0.39964,0.1969,1.36279
77.773078,-68.018791,0.05182,0.35794,0.16427,1.22058
77.904951,-69.304825,0.06854,0.75488,0.21728,2.57413
77.946825,-69.4328,0.06827,0.83252,0.21641,2.83889
77.960234,-69.351288,0.06844,0.93706,0.21695,3.19536
77.964982,-70.576408,0.05944,0.32551,0.18841,1.10997
77.966916,-67.166054,0.05509,0.56307,0.17465,1.92006
78.028352,-67.198875,0.05546,0.58657,0.17581,2.00022
78.141871,-65.826668,0.05143,0.07151,0.16303,0.24384
78.197533,-69.23555,0.06846,1.42462,0.21702,4.85796
78.22591,-69.236984,0.06849,1.54237,0.21712,5.25949
78.285377,-70.139542,0.06342,0.28407,0.20105,0.96868
78.316665,-67.296463,0.05618,0.44467,0.1781,1.51632
78.319998,-69.556137,0.0671,1.28064,0.21272,4.36698
78.37822,-69.539902,0.06699,1.18367,0.21237,4.03632
78.42998,-68.964081,0.06594,0.64485,0.20904,2.19894
78.454106,-67.446625,0.05529,1.2276,0.17528,4.18613
78.471043,-67.376289,0.05605,0.92317,0.17767,3.14801
78.473614,-67.063515,0.05806,0.4714,0.18404,1.60748
78.507998,-67.451942,0.05539,1.25929,0.1756,4.29418
78.518418,-67.264061,0.05733,0.35351,0.18174,1.20548
78.546107,-69.543488,0.06646,0.98366,0.21069,3.35427
78.56421,-68.978951,0.06605,0.63389,0.20939,2.16157
78.578573,-67.263702,0.05757,0.34656,0.18251,1.18175
78.870786,-66.810394,0.05892,0.1679,0.18679,0.57255
78.901303,-69.431702,0.06542,0.7816,0.20737,2.66524
78.933622,-68.991867,0.06542,0.6509,0.20739,2.21956
79.075968,-67.240059,0.0592,0.29668,0.18766,1.01169
79.170383,-69.656197,0.06382,0.6003,0.20231,2.04702
79.386792,-69.752083,0.06307,1.00038,0.19994,3.41129
79.434664,-69.342567,0.06424,2.07693,0.20363,7.08234
79.554313,-69.874611,0.06258,0.91845,0.19839,3.13191
79.557173,-68.49041,0.05721,0.36323,0.18137,1.23861
79.579719,-68.718452,0.06044,0.67473,0.19158,2.30084
79.593344,-69.545151,0.06277,1.60822,0.19899,5.48402
79.594847,-69.488861,0.06298,1.55648,0.19965,5.30758
79.604903,-69.686317,0.06236,1.64984,0.19767,5.62594
79.712597,-72.120125,0.0588,0.08033,0.18639,0.27393
79.815808,-68.934425,0.06368,0.40865,0.20188,1.39348
79.846065,-65.858719,0.05852,0.17004,0.1855,0.57984
80.009071,-68.063393,0.05433,0.60387,0.17222,2.05921
80.035374,-68.918663,0.06346,0.54356,0.20116,1.85353
80.095831,-69.038193,0.06406,0.60125,0.20308,2.05027
80.105058,-69.498871,0.06164,0.89314,0.19541,3.0456
80.180023,-69.487755,0.06153,0.65682,0.19504,2.23974
80.265148,-68.048332,0.05456,1.41409,0.17294,4.82206
80.313532,-69.444946,0.06147,0.29819,0.19487,1.01683
80.325135,-69.513069,0.06102,0.49089,0.19343,1.67392
80.325806,-66.908684,0.05985,0.29528,0.18971,1.00689
80.54487,-69.096001,0.06436,0.57355,0.20401,1.95582
80.574008,-69.353386,0.06157,0.35817,0.19517,1.22136
80.590077,-69.404907,0.06113,0.31465,0.19379,1.07296
80.629679,-65.371346,0.06423,0.11438,0.20362,0.39003
80.637892,-68.277718,0.0572,0.73877,0.18131,2.51919
80.648671,-68.899925,0.06391,0.91176,0.2026,3.10912
80.743821,-65.801697,0.06409,0.15644,0.20316,0.53346
80.802722,-68.781891,0.06327,0.64096,0.20056,2.18568
80.84795,-69.656616,0.05955,1.63914,0.18879,5.58948
80.906945,-68.777267,0.0635,0.56711,0.20129,1.93386
80.984144,-65.937645,0.06382,0.13508,0.20232,0.46063
80.987903,-69.777115,0.0595,0.76697,0.18861,2.61537
80.988021,-69.776245,0.0595,0.77195,0.18861,2.63235
81.00443,-71.160744,0.05905,0.20995,0.18718,0.71593
81.007614,-69.85527,0.05962,0.59975,0.189,2.04513
81.067416,-69.658638,0.05946,2.01568,0.18849,6.87347
81.086366,-67.662697,0.05162,0.32724,0.16363,1.11588
81.107683,-69.514938,0.06006,0.60039,0.19039,2.04734
81.121322,-72.285049,0.06435,0.10699,0.20399,0.36483
81.135044,-68.498512,0.0617,1.29715,0.1956,4.42329
81.156232,-69.532639,0.06,0.65946,0.1902,2.24876
81.184848,-69.630096,0.05958,1.65252,0.18887,5.6351
81.271244,-72.03624,0.06285,0.13376,0.19925,0.45612
81.279504,-66.04464,0.06252,0.56482,0.19817,1.92604
81.284448,-67.644135,0.05125,0.49584,0.16247,1.69083
81.294778,-66.265808,0.06006,1.67639,0.19038,5.7165
81.320819,-69.582993,0.05969,0.73336,0.18922,2.50077
81.351781,-66.568855,0.05861,0.47341,0.18581,1.61433
81.353718,-69.862534,0.05905,1.1187,0.18718,3.81475
81.401093,-69.037949,0.06467,0.63755,0.20502,2.17406
81.40648,-65.975014,0.06275,0.54263,0.19892,1.85038
81.421781,-69.241486,0.06283,0.88329,0.19917,3.012
81.460458,-66.405823,0.05861,0.86184,0.1858,2.93889
81.495743,-66.038406,0.06145,0.92637,0.1948,3.15892
81.505768,-66.761322,0.05716,0.18439,0.18121,0.62877
81.574316,-66.050484,0.06085,0.98811,0.1929,3.36947
81.600296,-68.04702,0.05638,0.40036,0.17873,1.36522
81.662074,-69.423714,0.05996,0.33289,0.19009,1.13514
81.681947,-65.962448,0.06144,0.53725,0.19478,1.83203
81.721598,-69.044411,0.06412,0.58612,0.20327,1.99867
81.732915,-69.980225,0.05804,0.54243,0.18399,1.84969
81.74923,-69.082756,0.06367,0.6241,0.20184,2.12819
81.76531,-66.011261,0.06034,0.57766,0.19128,1.96982
81.775145,-66.746681,0.05544,0.17129,0.17573,0.58411
81.879173,-66.582611,0.05538,0.12699,0.17557,0.43304
81.953638,-66.03801,0.05941,0.39242,0.18832,1.33814
81.97569,-68.328835,0.06325,0.44805,0.20051,1.52784
81.978051,-68.328995,0.06326,0.44822,0.20052,1.52843
82.070179,-69.104988,0.0625,0.76104,0.19812,2.59513
82.091548,-67.296677,0.0513,0.49094,0.16262,1.6741
82.110799,-66.517159,0.0546,0.09777,0.17309,0.3334
82.133568,-69.200859,0.06131,0.34793,0.19437,1.18643
82.140347,-69.147591,0.06194,0.49078,0.19635,1.67356
82.148558,-69.028488,0.0633,0.90454,0.20065,3.08447
82.166598,-69.050812,0.063,0.91972,0.19972,3.13624
82.185051,-69.228806,0.06095,0.31001,0.1932,1.05715
82.187213,-71.970413,0.0656,0.14593,0.20796,0.49761
82.194611,-69.431656,0.05882,0.2298,0.18645,0.78361
82.256902,-66.649391,0.05321,0.10669,0.16869,0.3638
82.258115,-66.221855,0.05657,0.11307,0.17934,0.38556
82.267326,-69.355209,0.0595,0.23181,0.1886,0.79046
82.282834,-66.600044,0.05334,0.10141,0.16908,0.34581
82.339233,-66.535522,0.05347,0.09618,0.16951,0.32797
82.349941,-69.471077,0.05817,0.23302,0.18439,0.79461
82.49221,-69.386147,0.05884,0.2828,0.18653,0.96435
82.510236,-65.933891,0.05767,0.17749,0.18283,0.60524
82.555391,-69.353394,0.0591,0.31852,0.18735,1.08616
82.580741,-65.90361,0.05749,0.15033,0.18226,0.51261
82.606141,-66.959465,0.05112,0.2233,0.16205,0.76145
82.612863,-67.102829,0.05106,0.16888,0.16187,0.57586
82.623667,-66.622704,0.05198,0.10509,0.16476,0.35837
82.656436,-69.722893,0.0563,0.45099,0.17848,1.53787
82.657663,-68.410896,0.06403,1.11035,0.20296,3.78628
82.66349,-69.119286,0.0612,0.81733,0.19399,2.78711
82.67394,-69.192993,0.06048,0.67799,0.19174,2.31195
82.684413,-68.60955,0.06486,1.71337,0.2056,5.84259
82.71537,-67.028183,0.05069,0.16663,0.16068,0.56821
82.717271,-68.693733,0.06429,0.96099,0.2038,3.27699
82.751967,-69.18647,0.0603,0.73999,0.19115,2.52337
82.791314,-67.030815,0.05041,0.14987,0.15981,0.51107
82.840846,-70.957069,0.05812,0.84161,0.18423,2.86989
82.869474,-71.389946,0.06347,0.35572,0.2012,1.213
82.910079,-67.469894,0.05132,0.30123,0.1627,1.02718
82.956683,-71.060585,0.06002,2.05629,0.19026,7.01196
82.982888,-69.023308,0.06082,0.85619,0.1928,2.91959
83.015543,-66.657982,0.05063,0.11722,0.16051,0.39973
83.069673,-66.395912,0.0512,1.10306,0.16232,3.76145
83.086202,-68.846603,0.06191,0.67089,0.19626,2.28772
83.117512,-69.606491,0.05595,0.60593,0.17737,2.06621
83.150667,-69.017799,0.06032,0.9488,0.1912,3.23542
83.15235,-70.806839,0.05585,0.18958,0.17705,0.64646
83.187091,-66.874779,0.04987,0.14422,0.15808,0.49179
83.242337,-67.555969,0.05221,1.15407,0.16552,3.93537
83.25456,-69.374802,0.05769,0.36295,0.18288,1.23766
83.291798,-67.733246,0.05369,1.60998,0.17021,5.49002
83.371852,-67.338905,0.05094,0.43712,0.16149,1.49058
83.400133,-67.500008,0.05208,1.08657,0.1651,3.70521
83.401523,-69.386848,0.05738,0.3988,0.18188,1.35991
83.437062,-67.000183,0.04953,0.15068,0.15702,0.51381
83.475324,-68.799622,0.06025,1.139,0.191,3.88399
83.492801,-68.694839,0.06051,0.91803,0.19182,3.13048
83.504781,-70.712234,0.05447,0.30415,0.17266,1.03714
83.535131,-68.717476,0.06024,1.00971,0.19095,3.44313
83.546271,-69.42907,0.05715,0.44658,0.18117,1.52285
83.578245,-69.438858,0.0571,0.51885,0.18099,1.76929
83.579468,-67.108109,0.04973,0.17149,0.15765,0.58477
83.666828,-67.502647,0.05242,1.3781,0.16616,4.69932
83.724042,-69.133911,0.05832,2.47039,0.18487,8.42401
83.728128,-67.71991,0.05503,0.6697,0.17444,2.28368
83.805197,-69.24292,0.05799,2.68557,0.18382,9.15779
83.863142,-69.231224,0.05788,3.61894,0.18349,12.34057
83.899876,-69.118477,0.05788,3.44504,0.18349,11.74759
83.900594,-68.534393,0.05933,0.37519,0.18809,1.27941
83.935222,-66.882256,0.04904,0.16284,0.15545,0.55528
83.955935,-66.700485,0.04885,0.14943,0.15486,0.50956
84.059698,-69.191147,0.0577,5.12861,0.18289,17.48855
84.073025,-68.963707,0.05793,1.80512,0.18365,6.15545
84.080953,-68.224899,0.05938,0.37454,0.18822,1.2772
84.223679,-70.35643,0.05392,0.54213,0.17092,1.84866
84.236771,-69.271767,0.05778,4.01549,0.18315,13.69282
84.26094,-69.643074,0.0558,2.6422,0.1769,9.0099
84.266308,-69.167656,0.05767,8.51923,0.1828,29.05056
84.289308,-69.324539,0.05759,2.36121,0.18256,8.05174
84.311686,-70.506462,0.05437,0.53164,0.17236,1.81288
84.382455,-70.299202,0.05428,0.9196,0.17208,3.13584
84.392608,-69.45929,0.05681,1.62998,0.18009,5.55822
84.43914,-69.309685,0.05762,3.40048,0.18266,11.59562
84.521252,-69.296501,0.05755,4.41982,0.18245,15.0716
84.576233,-69.067322,0.05731,26.408,0.18166,90.05127
84.611746,-69.764206,0.05514,3.87947,0.1748,13.22898
84.661939,-69.13736,0.05732,24.81779,0.18171,84.62867
84.677308,-69.017288,0.05717,18.20906,0.18123,62.09291
84.679486,-69.025673,0.05718,20.51977,0.18127,69.9724
84.690958,-66.614372,0.04898,0.31486,0.15526,1.07366
84.721164,-70.717834,0.05727,0.7309,0.18153,2.49236
84.738261,-68.948074,0.05717,6.38099,0.18121,21.75917
84.76943,-67.879074,0.05935,0.36826,0.18815,1.25575
84.77477,-69.274086,0.05714,6.50496,0.18112,22.1819
84.783639,-70.337944,0.05528,1.07018,0.17524,3.64931
84.834334,-69.107307,0.05713,21.31507,0.18111,72.68439
84.916091,-69.20118,0.05695,8.47819,0.18054,28.91064
84.916984,-69.742706,0.05512,12.72924,0.17472,43.4067
84.949506,-69.267471,0.05679,4.82555,0.18001,16.45512
84.979328,-67.15332,0.05243,0.3124,0.1662,1.06529
85.004564,-69.581306,0.05567,7.86411,0.17647,26.81663
85.03308,-67.099304,0.05213,0.27242,0.16524,0.92895
85.053551,-69.581863,0.0556,6.83799,0.17625,23.31755
85.067588,-66.67672,0.04954,0.18788,0.15705,0.64068
85.072987,-69.515961,0.05585,4.3449,0.17706,14.81609
85.074858,-69.468552,0.05606,3.36807,0.17771,11.48513
85.080661,-69.689636,0.05522,10.03174,0.17503,34.20824
85.088533,-69.3116,0.05646,2.47878,0.17899,8.45263
85.137987,-67.211502,0.05344,0.31276,0.1694,1.0665
85.145193,-69.66127,0.05524,7.13965,0.17512,24.34619
85.241643,-69.23159,0.05643,2.27795,0.17889,7.7678
85.244159,-69.25267,0.05637,2.01155,0.17869,6.85939
85.249355,-69.644539,0.05518,3.75346,0.17492,12.79929
85.279678,-71.507668,0.06728,0.26072,0.21327,0.88905
85.284794,-67.3564,0.05576,0.23786,0.17676,0.81109
85.288253,-69.180138,0.05652,2.72251,0.17916,9.28378
85.289906,-69.179497,0.05652,2.72194,0.17916,9.28181
85.313089,-69.241997,0.0563,1.91074,0.17847,6.51562
85.320522,-69.169754,0.05651,2.70476,0.17914,9.22323
85.375419,-69.325356,0.05594,1.16724,0.17733,3.9803
85.417021,-68.606743,0.05672,0.48689,0.1798,1.66028
85.419263,-69.368065,0.05575,0.93909,0.17674,3.20229
85.436136,-69.587502,0.05509,0.99283,0.17463,3.38555
85.453935,-69.297897,0.05595,1.19663,0.17735,4.08049
85.465791,-70.423386,0.05663,0.85127,0.17951,2.90284
85.500693,-69.212509,0.05624,1.90824,0.17827,6.50711
85.507777,-68.714325,0.05679,0.85971,0.18003,2.93162
85.532318,-69.280785,0.05599,1.28642,0.1775,4.3867
85.537535,-69.216705,0.05623,1.82577,0.17825,6.22588
85.549741,-69.207756,0.05627,1.9417,0.17836,6.62121
85.564934,-68.176895,0.05704,0.32355,0.1808,1.1033
85.576602,-68.461136,0.0561,0.28209,0.17783,0.96194
85.58733,-69.487892,0.05518,0.61256,0.17491,2.08881
85.603976,-68.371994,0.05604,0.27084,0.17766,0.92356
85.605136,-69.479073,0.05518,0.59687,0.17491,2.03531
85.629423,-68.268906,0.05638,0.3572,0.17871,1.21807
85.649797,-69.069824,0.05671,2.86542,0.17978,9.77109
85.68147,-68.231514,0.05631,0.39667,0.17851,1.35263
85.692075,-67.812019,0.05818,0.4868,0.18442,1.65998
85.763473,-67.468979,0.05707,0.31408,0.18091,1.071
85.824277,-69.69725,0.05445,1.18531,0.17262,4.0419
85.885111,-68.3144,0.05578,0.49205,0.17682,1.6779
85.92611,-68.58667,0.05616,0.50079,0.17802,1.70768
86.007315,-67.633423,0.0571,0.28755,0.18102,0.98055
86.014336,-69.902939,0.05427,0.72637,0.17204,2.47694
86.050507,-69.228134,0.0562,1.46479,0.17815,4.99495
86.116863,-69.801651,0.05393,1.19139,0.17096,4.06262
86.136478,-67.576225,0.05655,0.31105,0.17926,1.06068
86.164983,-66.87178,0.05107,0.14479,0.1619,0.49372
86.201296,-71.041496,0.06364,0.39731,0.20173,1.35483
86.20323,-69.539848,0.05427,1.28717,0.17203,4.38926
86.210766,-67.494606,0.05603,0.42159,0.1776,1.43762
86.31922,-68.99778,0.05677,1.01066,0.17997,3.44636
86.332,-67.509865,0.05563,0.34626,0.17635,1.18075
86.368152,-67.688766,0.05584,0.30738,0.177,1.04818
86.476941,-67.333168,0.05428,0.3439,0.17206,1.1727
86.499385,-71.228409,0.06537,0.24667,0.20723,0.84113
86.507263,-66.990051,0.05177,0.2088,0.1641,0.712
86.528952,-67.713066,0.05495,0.21893,0.1742,0.74654
86.529825,-67.78405,0.05489,0.24232,0.17399,0.82631
86.542931,-68.006226,0.05442,0.28172,0.17252,0.96065
86.560745,-67.568611,0.05465,0.24211,0.17324,0.82561
86.660324,-68.772453,0.05538,0.6662,0.17555,2.27175
86.675929,-68.008675,0.05388,0.23418,0.1708,0.79856
86.717654,-66.478897,0.04868,0.15128,0.15433,0.51587
86.875798,-69.451698,0.0538,1.37575,0.17053,4.69131
87.000617,-66.89904,0.05039,0.13188,0.15972,0.4497
87.108805,-67.466377,0.0519,0.11732,0.16452,0.40004
87.212245,-68.168159,0.05142,0.29525,0.16299,1.00682
87.261889,-70.041725,0.05254,1.73545,0.16654,5.9179
87.564943,-67.729652,0.0494,0.09292,0.15661,0.31685
87.747479,-67.471336,0.04914,0.09995,0.15576,0.34084
87.893788,-67.519714,0.04847,0.09345,0.15365,0.31865
88.22397,-69.48793,0.05025,0.17806,0.15929,0.60718
88.257561,-69.996269,0.05125,0.12485,0.16247,0.42573
89.12085,-69.366364,0.04924,0.11779,0.15608,0.40167
89.406794,-68.133484,0.0458,0.10324,0.14519,0.35206
89.45843,-68.462112,0.04614,0.09838,0.14627,0.33548
90.085395,-70.364693,0.06537,0.10546,0.20721,0.35962
90.110404,-69.621155,0.05376,0.10287,0.17043,0.35077
90.603388,-68.215889,0.04664,0.07043,0.14783,0.24015
91.330144,-69.310341,0.05003,0.07873,0.1586,0.26846
