RA,DEC,overall_mean,overall_median,overall_mean_mag,overall_median_mag,offset_flag,chi_squared_68,chi2_threshold_68,chi_flag_68,chi_squared_95,chi2_threshold_95,chi_flag_95,chi_squared_997,chi2_threshold_997,chi_flag_997,amplitude_5,lower_percentile_5,upper_percentile_5,mag_amplitude_5,amplitude_1,lower_percentile_1,upper_percentile_1,mag_amplitude_1,largest_amp,best_period,alarm_level_flag,std_amplitude,logT,logL
7.521702,-73.913918,10.311394408047692,10.31918243024229,13.8669936669659,13.865935413489524,0.0,163834.4699897408,2785.1662132524916,0.0,163834.4699897408,2874.134190638807,0.0,163834.4699897408,2959.1867350271564,0.0,0.6925586258088234,9.956297817189654,10.648856442998476,0.0729999999999986,1.0833832962351515,9.744959152656552,10.828342448891703,0.1147408643569765,1.4347401721891728,2.2546201058554836,0.0,0.2156334171116621,3.7731406018682785,4.026600492146291
7.746443,-73.741425,8.216994256978742,8.213630010930606,14.113502688406244,14.113766969556716,0.0,23362.341221141975,2340.2568840359204,0.0,23362.341221141975,2421.902882832582,0.0,23362.341221141975,2500.096772515748,0.0,0.5485679143617626,7.945354365715656,8.493922280077419,0.0726314488682948,0.8780818514099265,7.766030793158827,8.644112644568754,0.1169100000000007,1.1372183000270937,28.584579294336375,1.0,0.1405857089849504,3.7708465510721783,4.010041520214789
7.925977,-73.53167,3.7446376458663417,3.743518467438104,14.96737599190094,14.967000000000002,0.0,17530.6115245252,2327.1672721856025,0.0,17530.6115245252,2408.5877442112724,0.0,17530.6115245252,2486.570382788624,0.0,0.4926710956426587,3.495,3.987671095642659,0.1437146803800946,0.7762365740466901,3.3694617630510946,4.145698337097785,0.2250049901942876,0.991786410269015,201.54708472066625,0.0,0.0715782769731489,3.6347791705249826,4.044608418030504
7.948884,-73.599243,4.383920773464371,4.384264469602897,14.795906043473543,14.79550618993722,0.0,12931.49206727408,2344.2844061177343,0.0,12931.49206727408,2425.9996699502126,0.0,12931.49206727408,2504.258440308519,0.0,0.4366186546707267,4.169138799504128,4.605757454174855,0.1083458164710329,0.7014468972835672,4.029309673018828,4.730756570302395,0.1742398942969014,0.9253151336692014,481.2353185510351,0.0,0.0793747366973713,3.6290985955803414,4.026778011235634
7.980047,-73.578545,3.0508875279881247,3.0477859457908716,15.189939100570182,15.19003810503309,0.0,11658.083926269228,2346.298158231631,0.0,11658.083926269228,2428.048032118826,0.0,11658.083926269228,2506.339221784087,0.0,0.4158991767283577,2.8544263214167884,3.270325498145146,0.1479999999999979,0.6797448713460805,2.723035103187025,3.4027799745331055,0.242213892817972,0.8549007125096395,282.08961684975844,0.0,0.0724700829995179,3.60928920229464,4.036388455838606
7.981742,-73.585571,5.584488201593248,5.582236283281537,14.533180284627967,14.533177980119516,0.0,26322.038067433234,2365.42850808631,0.0,26322.038067433234,2447.506434606942,0.0,26322.038067433234,2526.1049121771484,0.0,0.5997963240925417,5.293775352887784,5.893571676980326,0.1167521958198865,0.896179296143524,5.157074825263488,6.053254121407012,0.1741702355491501,1.3431044229249691,963.750879628878,0.0,0.0405424764578139,3.617613145232212,4.323310793338593
8.228736,-73.821953,6.753290417232638,6.238660360953485,14.360736477016594,14.41250378031075,0.0,1019282.3886334592,2392.612832516904,0.0,1019282.3886334592,2475.154650314557,0.0,1019282.3886334592,2554.1876573386194,0.0,5.55801908167924,4.744610073307244,10.302629154986484,0.8415436981842905,6.247079169856184,4.518619001846741,10.765698171702924,0.9422570671349018,8.65548152802409,15.836137953837914,0.0,0.7332878673013207,3.79498098679828,4.03439240577564
8.560188,-73.619049,4.146184968099275,4.149907198187983,14.85660296835384,14.85523121149444,0.0,30290.33415234964,2014.9497632007576,0.0,30290.33415234964,2090.7894487834265,0.0,30290.33415234964,2163.5446645749457,0.0,0.4894920130369211,3.900068448746743,4.389560461783664,0.1280349823091935,0.7349419715396519,3.759074885477824,4.494016857017476,0.1940851978059967,0.9775739663853796,6.9017019001918465,1.0,0.159719025052903,3.617888734270881,4.098910276301404
8.637665,-73.873337,25.140864274570983,25.133,12.899205928237128,12.899,0.0,20130.82184963621,656.202321606502,0.0,20130.82184963621,699.9629762509568,0.0,20130.82184963621,742.6776242919044,0.0,1.0109999999999992,24.631,25.642,0.0429999999999992,1.463199999999997,24.3882,25.8514,0.0631999999999983,2.401,345.6511763094278,1.0,0.3551042962630699,3.87934638199243,4.206011752897837
8.763608,-73.549622,5.831962012614965,5.829741861543312,14.4859572828414,14.485889639790289,0.0,18967.635579420552,1729.768508665598,0.0,18967.635579420552,1800.1187228901035,0.0,18967.635579420552,1867.7322763220384,0.0,0.5364456520530281,5.567829887413301,6.104275539466329,0.0999620989749523,0.839945478677107,5.441048686517407,6.280994165194514,0.1559742693987189,1.0647151730397164,388.6442267030881,0.0,0.0713291651988147,3.626271506057682,4.272655917772488
