RA,DEC,mag_amplitude_1,logT,logT_std,logL,logL_std
7.746443,-73.741425,0.097010320712771,3.778176583489546,0.0006765618968225,3.9625101528770807,0.0068122515008604
7.925977,-73.53167,0.1878490319384216,3.646506650641312,0.0109507549455972,3.9895348782229783,0.0063697662793183
7.980047,-73.578545,0.1982187815575162,3.6283557180259254,0.0009205720884436,3.996245289190244,0.0072876986884943
8.228736,-73.821953,0.9391982151808822,3.79070728732768,0.0111043916955548,3.928721340723477,0.0261390064264666
9.124077,-73.918602,0.0881089634685885,3.875232052301631,0.0020393426376136,3.9321249696806686,0.0063506012030707
9.818972,-72.032875,1.0821478052880489,3.738889514690274,0.0052011712491005,3.9617417686374328,0.0071059753443746
10.191936,-73.717102,0.988635105482306,3.6989700043360183,0.0,3.9551550146356313,0.0070317341575564
10.745516,-73.29184,0.0919847724632276,3.800928333148497,0.0123136742195983,3.996610762213909,0.0057779140864068
11.045316,-73.212608,0.1522524076865909,3.702742788748585,0.008443644278317,3.969174617448316,0.0065904629479699
11.210925,-72.885483,0.169017554487322,3.612073575471071,0.0128288006311561,3.969266555635036,0.0090197697772742
11.476636,-72.93116,0.1480600562743568,3.646550753640341,0.0109274079830454,3.956514391771476,0.0083191278169149
11.624906,-72.593178,,3.60388020836629,0.0067674182284541,3.425841586208822,0.03430686009768
11.793363,-72.96051,1.2164379299211865,3.7769062997422873,0.0196344449027235,3.943475580263229,0.0087614042958874
11.805479,-72.704842,0.3200952414279125,3.62812827515688,0.0025684425464996,3.992852471378352,0.0077714084237948
11.938212,-73.307259,0.0877563090935389,3.889983429782197,0.0311345108764359,3.9245298674207874,0.0202899443541349
11.955413,-73.095612,0.0821321050089451,3.849774014484713,0.0259090344693986,3.988310756170636,0.0197194916235631
11.992086,-72.815269,0.0894506778521595,3.828969076293444,0.0163874774456892,3.9832999461598617,0.0067521057849514
12.078882,-73.249702,0.094624733249196,4.01359657580991,0.025607756848517,4.322704297880158,0.0299745224164957
12.144304,-73.154884,0.1545104953534188,3.6592528482011737,0.0121826775591528,3.9761991212304695,0.0064044961119392
12.302837,-73.392799,0.1012322221294077,3.9585973259538183,0.026687963695211,3.9851448961434737,0.0221475601947263
12.319302,-73.147079,0.0908997178506876,3.907560489522481,0.0323850294904636,3.9445830753343727,0.0130422392575087
12.488276,-72.405502,0.0873011138220629,4.00675369380285,0.0476448500566923,3.9815141759735058,0.0361576811956886
12.501577,-72.983681,0.0862521797925452,3.8523823884039694,0.0176277502490437,3.943227061863965,0.007229381055149
12.549769,-73.354309,0.0950000000000006,3.919412841005734,0.0351621887934149,3.94373319784264,0.0189516899079379
12.56634,-73.169647,0.0739775781227045,3.877341105479695,0.0238189610711266,3.915934252860685,0.0112834174723783
12.569629,-73.138657,0.0934239279652242,3.958846870740757,0.0543850270541708,3.9482892880783655,0.0297831057529748
12.620275,-73.120697,0.0942804527677108,4.016140866452694,0.0269486002098349,4.012769471962073,0.0115016355114322
12.816462,-73.159111,0.0575903587791106,3.9241176881132622,0.0259345437392245,3.9830864023418,0.0196919565618277
12.833997,-73.136757,0.1273744478954572,3.628657087954774,0.0026273025405571,3.956806445130942,0.0074141247755848
12.857086,-72.763344,0.1842522802662767,3.677773430772585,0.0052720118017265,3.968032499157145,0.0060644598167871
12.921972,-72.933441,0.139394403547767,3.6392996825489936,0.0126748689862,3.944357782529693,0.0081757579065345
13.038654,-72.99086,0.1038498728396799,3.9241836273381807,0.0248203592097347,3.9893076488718218,0.0135755504603117
13.051069,-72.727928,0.2422199572253127,3.6425733275515912,0.0129958356642042,3.975636095962597,0.0078360365131566
13.068365,-73.705978,0.2123584151255872,3.628388930050312,0.0,3.9929106995981103,0.0074765281105524
13.089044,-72.665497,0.0952067978779851,3.64033482541598,0.013238583032207,3.985716437936581,0.0112440788995902
13.201415,-72.968979,0.1722832135077432,3.654638516372621,0.0057963757016315,3.9983687132003825,0.0082995843212459
13.241423,-72.580956,0.2051610060482378,3.8898421327921224,0.0279698436292698,3.940693133073328,0.0103185093700759
13.279305,-72.171394,0.3434734414309606,3.629748440863553,0.0057206538798468,3.9911922073132367,0.0075128959781514
13.350006,-73.11042,0.1723907200369545,3.6020599913279625,0.0,3.5343418701966787,0.0217671012667388
13.358685,-72.489899,0.0918213581254718,3.926485215477119,0.0552703982743814,3.873772465821239,0.0210993022293247
13.407487,-72.422089,0.0997217834166779,3.6482331199001017,0.0113399317425546,3.99323974557836,0.0072558506046325
13.42474,-72.908089,0.3581708883231709,3.651433091479493,0.0103689280164852,3.9578785299012336,0.0062371132078803
13.446713,-73.248802,0.0895854642642124,3.841093430549869,0.0181071872885927,3.9967785394378943,0.0099590143476569
13.477901,-72.437256,0.282969895316933,3.641377424600907,0.0124844902630248,3.968162801428403,0.008875052208896
13.567612,-72.239929,0.0516295331640996,3.929128873443736,0.0438979397047788,3.998478146534489,0.023495498255444
13.610954,-72.679138,0.0923347161867305,3.780097588545369,0.0172318669483464,3.933461059765895,0.006287507368853
13.672227,-73.240891,0.0970147690161589,3.839729375206388,0.0166238899519401,3.992979595003779,0.0057757239849808
13.693553,-72.46489,0.0687486450671617,3.8586965700379823,0.0184759610613196,3.974659004531137,0.0145515195651813
13.699284,-71.76387,0.1200335066304028,3.692157050281709,0.0102134359925318,3.9747000165348254,0.0082538323547249
13.699347,-71.414688,0.0851884146615891,3.9007998417920695,0.0053397211580418,3.977939728429732,0.0078563200707476
13.712406,-73.099899,0.1852684801658668,3.6476396561839257,0.010415452829228,3.982781660132696,0.0070850602045979
13.761648,-72.768044,0.8654223471938973,3.741874164735567,0.012642535359742,3.9731200494792582,0.008441967402333
13.995879,-71.522568,0.1872233866164325,3.6371218243645496,0.011904795931142,3.972232566788302,0.0080789683135691
14.061519,-72.42244,0.2200197529745384,3.6343613756603856,0.0108023973878553,3.982804281019066,0.006564317946114
14.276385,-72.254517,0.0848577457145509,3.8697112329390846,0.0311588813979804,3.9625219899155697,0.0311741297062059
14.472133,-72.412888,1.511921433323268,3.702654519481246,0.0088189926292762,3.9379015236584984,0.0089250019968055
14.733524,-71.976097,0.2433374132668717,3.642251772666174,0.0126354700100436,3.9947444804128343,0.007581235167003
14.739664,-72.288078,0.1643544541717307,3.633137558756194,0.0098958861569254,3.947696060645002,0.0069655065947838
15.056647,-72.352814,0.3547847504273846,3.649161982895361,0.0106483134880661,3.978939610152079,0.007388410728015
15.267479,-72.440582,0.0865923018569745,3.9511310098010095,0.0464967334876379,3.910837792742425,0.0305821543043235
15.554542,-72.939476,0.1356172056837703,3.628388930050312,0.0,3.976323261830598,0.0065182667068239
15.739019,-73.128609,0.2881767280850393,3.6283838206734105,0.000361253499915,3.98223813595552,0.0077479024579955
16.050177,-72.978088,0.262585348858023,3.6450856098005664,0.0115918224402614,3.955209180737754,0.0075617824938734
16.101214,-72.178276,0.1238864768662573,3.6387836786784624,0.012391716925706,3.987316035217126,0.0064720118014181
16.197788,-72.044441,0.1712077152446145,3.651624438913455,0.0068400054922845,3.9754141132122385,0.0064268386984032
16.230061,-72.513527,0.2473199999999984,3.628399148623785,0.0005108204681292,3.9972514302082423,0.0066548903449813
16.457567,-72.369637,0.0760000000000005,3.909543995052471,0.0125689538659304,3.979662011304818,0.0102536921968103
16.537387,-72.402466,0.063911165161878,4.003577922241088,0.0202031016818132,4.619365328430443,0.0240380390406112
16.571746,-72.462975,0.1401265025573437,4.146128035678238,0.0,4.475759239497163,0.0063499808339287
16.791081,-73.498528,0.166970591541542,3.63582290691173,0.0114356682765206,3.978020879776949,0.0074933513319565
17.226705,-73.999603,0.1857323873806464,3.632930304128357,0.0097509361196236,3.953361620088343,0.0070058021255147
19.917681,-73.335297,0.1030520477978473,3.628925080385592,0.003658476189503,3.95567685853668,0.0076564499668424
70.332642,-70.115997,0.1752520415049137,3.628388930050312,0.0,3.9650648691652415,0.0071852190702192
70.956826,-69.304626,0.0936929093235026,3.8919261417133706,0.0056734056532594,3.8558836685012543,0.0062614903075383
71.327625,-69.27739,0.3765372769259034,3.7745260894663657,0.0072920619345649,3.920937314708432,0.0079710772258639
71.533928,-68.915482,0.1845500000000015,3.6375597713612073,0.0120264118220784,3.9693457212222465,0.0071683051077301
72.030049,-69.468002,0.0688296437928297,3.9137436710806814,0.0198790286522532,3.9441803331148537,0.0097539872289842
72.255617,-68.976868,0.0700085046340799,3.7669999375100782,0.0119525387690864,3.924154483655199,0.0077814836610905
72.268664,-68.907272,0.0758960508375938,3.874380335170227,0.0190342555213911,3.9801846455653154,0.0060564410706111
72.30168,-69.456535,,4.013647081897578,0.0669813496395977,5.140207033117717,0.0479344434455679
72.329389,-69.431839,0.1240915539897642,4.060980983566012,0.0612108141561576,4.769945835391747,0.0552143300056192
72.513294,-68.259689,0.9691210740617696,3.7377311996882847,0.0089799412758024,3.885766164575488,0.0096607248851917
72.569551,-69.969131,0.0673020534233401,3.845386439855033,0.0021619357462401,3.92831807087247,0.0069712102484585
72.654389,-69.99234,0.0649085443644814,3.9295772865907,0.007189659733209,3.965867883416578,0.0122913144397134
72.667214,-69.712425,0.0694559714025331,3.903209401555717,0.0138121852557519,3.965724525983743,0.0063879189158053
72.810664,-68.962128,0.0807599999999997,3.920880853623266,0.0300598276902775,3.9170689400941097,0.0159594266446431
72.937915,-69.77256,0.1001978897684772,4.0587571236805875,0.0356558658138416,4.331307832916707,0.0489007650335953
73.073257,-66.912819,0.0684745014641983,3.8853173925306113,0.0187343577370686,3.9338748000997046,0.0063546826854964
73.245894,-69.880737,0.1289084012595651,3.683269984913083,0.0102149959565898,3.9883912218765474,0.0078284934443961
73.291444,-66.960022,0.0985480319674607,3.9131208118583096,0.047415164827359,3.974006793020448,0.029154519035056
73.297462,-68.648354,0.0515199999999982,4.146128035678238,0.0,4.413067670228865,0.0142624001681443
73.523972,-69.765968,0.0879999999999991,3.989688925279139,0.0444129783334959,3.9289695951012784,0.0349649545659306
73.566326,-66.301208,0.0816879936993135,3.9395092687226674,0.0485494646820252,3.897681092122281,0.0270195481658741
73.573663,-67.093658,0.0469759396160878,4.025238257559775,0.0465839713496619,4.191580063179854,0.049201081961807
73.678207,-69.285744,0.0769838572011831,3.984854598525712,0.0478419595866015,3.956681727838452,0.0359592030078286
73.691707,-68.962776,0.1006599999999995,4.015067262726395,0.045673960313361,4.460447786459059,0.0447043133318254
73.738997,-66.752464,,4.023814003516829,0.0690408787123016,5.051768535282604,0.0661568727414099
73.764138,-68.222588,0.0907572233929574,3.877163940897159,0.0201269564604659,3.9988028117410135,0.0058770876768048
73.770646,-69.798615,0.0781961226331198,3.878892166550336,0.0081469721782374,3.941359870856186,0.0058746047096184
73.7762,-67.475845,0.8931864576153146,3.69884621276754,0.0016352127124282,3.8752895553484623,0.0084375306214292
73.919471,-69.87233,0.1074495078871606,4.008253023247588,0.040748880479519,4.275578430291714,0.0390739763693414
73.970039,-69.706245,0.0616853645044823,4.036189588754199,0.0362172459925074,4.4050132637650545,0.047418061477702
74.073144,-66.305267,0.0842824232155088,4.047189168538258,0.0645907137726725,4.156105605541028,0.0630067655205404
74.127341,-66.302498,0.0730336599761276,3.9130054185947984,0.0564251524015457,3.997564763915971,0.0225927822940383
