star_idx,ra,dec,hr_zone,priority,cepheid_like,spikes_irregular,regular_spikes,long_trend,unknown,unclear_irregular,regular,lc_issues,two_dips,big_spike,selected,eclipsing_binary_cands,overall_median,overall_mean_mag,overall_median_mag,offset_flag,chi_squared_68,chi2_threshold_68,chi_flag_68,chi_squared_95,chi2_threshold_95,chi_flag_95,chi_squared_997,chi2_threshold_997,chi_flag_997,amplitude_5,lower_percentile_5,upper_percentile_5,mag_amplitude_5,amplitude_1,lower_percentile_1,upper_percentile_1,mag_amplitude_1,largest_amp,largest_amp_mag,best_period,alarm_level_flag,std_amplitude,logT,logT_std,logL,logL_std,binary,SIMBAD_maintype,SIMBAD_othertypes,teff,teff_std
10,8.763859,-74.203384,RSG,high,0,1,0,0,0,0,0,0,0,0,0,0,8.281491554953298,14.10482262235299,14.105,0.0,64258.74579244948,2364.4216608289503,0.0,64258.74579244948,2446.482354791217,0.0,64258.74579244948,2525.0646905555236,0.0,0.9147092857959986,7.850569885020716,8.765279170816715,0.1197719086431554,1.332987954223813,7.635095878610765,8.968083832834578,0.1742730837577504,1.7500207965394583,0.2304635035184041,1355.3446084613795,0.0,0.052964559437532,3.62836593738087,0.0007660976264524,4.458575774715526,0.0068907867846603,True,RedSG_Candidate,*|MIR|NIR|s?r,4249.775,7.496624240283091
11,8.989162,-73.734062,RSG,low,0,0,0,0,1,0,0,0,0,0,0,0,4.5577817035488,14.754047765104277,14.753098797465675,0.0,10953.295206044251,1678.3566019108127,0.0,10953.295206044251,1747.6701974086996,0.0,10953.295206044251,1814.3128412769624,0.0,0.408544052535535,4.345807901021068,4.754351953556603,0.0979317536577877,0.5909979271580506,4.257557117906728,4.848555045064779,0.1409850535619874,0.6905791701318389,0.1649850535619865,1225.5267735799555,0.0,0.0162346244550017,3.628388930050312,0.0,4.122827140700638,0.0075675318188794,True,,,4250.0,0.0
12,9.124077,-73.918602,,,0,0,0,0,0,0,0,0,0,0,0,0,10.783840825791009,13.818286197786184,13.818,0.0,24881.774426618984,1687.4297487976212,0.0,24881.774426618984,1756.9274280263048,0.0,24881.774426618984,1823.7424861770728,0.0,0.6184633867959857,10.472989451752962,11.091452838548948,0.0621471518348464,0.8761883272051456,10.343811672794857,11.22,0.0881089634685885,0.9943475795347414,0.0997189634685913,409.83167752346264,1.0,0.0689957161554357,3.875232052301631,0.0020393426376136,3.9321249696806686,0.0063506012030707,False,Star,*|MIR|NIR|s?b|V*,7502.95,35.232052168444575
13,9.380191,-74.411057,RSG,low,0,0,0,0,1,0,0,0,0,0,0,0,3.7302808488492554,14.969681745790377,14.970944084284222,0.0,53374.88757715188,1940.3952913381395,0.0,53374.88757715188,2014.8395533673336,0.0,53374.88757715188,2086.28773527547,0.0,0.4209099465526806,3.542363995619789,3.96327394217247,0.1218723076028887,0.6100999596133305,3.4373800372759127,4.047479996889243,0.1777124103355625,0.7017491452124336,0.2048412585022898,404.45539920373074,0.0,0.0158545612487471,3.6489695471959407,0.0092576502946509,4.004694033707391,0.0078412702977577,False,RedSG_Candidate,*|MIR|NIR|s?r,4456.25,94.99177595981664
14,9.508638,-73.630348,instability_strip,high,1,0,0,0,0,0,0,0,0,0,0,0,10.057235307103106,13.893860711029578,13.893836499353256,0.0,28851.56098737701,1731.7845352575391,0.0,28851.56098737701,1802.175082622015,0.0,28851.56098737701,1869.826412763617,0.0,0.6864966238733459,9.73225,10.418746623873346,0.0744225722393352,0.989223428870039,9.591902130046655,10.581125558916694,0.1069800035497134,1.2554357805693002,0.136436570347552,216.3294385622902,0.0,0.0766871661848774,3.7366295244041985,0.0077842670853849,4.147166510607319,0.009035347519209,True,Star,*|MIR|NIR,5452.925,97.73788607801993
15,9.563685,-73.017746,RSG,low,0,0,0,0,1,0,0,0,0,0,0,0,4.724,14.714215613844656,14.714,0.0,16522.611538854868,1710.6157839751406,0.0,16522.611538854868,1780.5816455961028,0.0,16522.611538854868,1847.8352085630183,0.0,0.5333365954387608,4.467,5.00033659543876,0.1221479281660773,0.7711415731331499,4.340520000000001,5.1116615731331505,0.177444446966037,0.9380698692674504,0.2159765866832632,900.5464996288789,0.0,0.0030250094707238,3.628414476033196,0.0008074071445398,4.163638367992337,0.0074193172983087,True,RedSG_Candidate,*|MIR|NIR|Pe*|s?r,4250.25,7.901740314639554
16,9.57867,-73.525597,,,0,0,0,0,0,0,0,0,0,0,0,0,6.9757423367941875,14.270832590505073,14.291,0.0,476941.0090232499,1752.952250022822,0.0,476941.0090232499,1823.7648751333663,0.0,476941.0090232499,1891.8115314257736,0.0,3.4822297822637776,5.691370217736221,9.1736,0.5184138336195936,4.030103863332746,5.452176136667253,9.48228,0.6011455446547096,6.341438398980827,1.0899811614434416,36.975922795733894,0.0,0.4690101578574401,3.698893996150776,0.0013885850571928,4.009150087554691,0.0074156316170204,False,ClassicalCep,*|cC*|Ce*|NIR|V*,4999.125,15.9838785968863
17,9.818972,-72.032875,,,0,0,0,0,0,0,0,0,0,0,0,0,7.321312224942988,14.168448932748737,14.238578230209862,0.0,1614582.0962451163,2810.323510531799,0.0,1614582.0962451163,2899.687364240881,0.0,1614582.0962451163,2985.110742118677,0.0,7.923303635744108,5.4849706243759835,13.408274260120091,0.9704217697901392,8.97691576318185,5.253308409825111,14.23022417300696,1.0821478052880489,9.415355648194051,1.149827419465625,18.901204676925097,0.0,1.10978818047381,3.738889514690274,0.0052011712491005,3.9617417686374328,0.0071059753443746,True,ClassicalCep,*|cC*|Ce*|NIR|V*,5481.375,65.6457110175524
18,10.190774,-72.673569,RSG,low,0,1,0,0,0,0,0,0,0,0,0,0,5.394664726891028,14.569396994048828,14.57025550357906,0.0,18083.17285234367,1708.599657661933,0.0,18083.17285234367,1778.5249352331505,0.0,18083.17285234367,1845.740486646389,0.0,0.5699803229973481,5.126018309766095,5.695998632763443,0.114907021749989,0.8097176186094739,5.020593687126798,5.830311305736272,0.1621378479151918,1.0582349652336545,0.2139999999999986,345.588391348741,0.0,0.055747694393906,3.628335278594595,0.0011696130358897,4.248980747294931,0.0083762646043351,True,RedSG_Candidate,*|MIR|NIR|Pe*|s?r,4249.475,11.444403654188363
19,10.191936,-73.717102,,,0,0,0,0,0,0,0,0,0,0,0,0,7.619,14.162946898531796,14.195000000000002,0.0,1096167.1965422218,1752.952250022822,0.0,1096167.1965422218,1823.7648751333663,0.0,1096167.1965422218,1891.8115314257736,0.0,6.86953001147747,5.416625679298524,12.286155690775994,0.8887992815612265,7.72448205865351,5.201001693429583,12.925483752083093,0.988635105482306,9.08904526051825,1.1639999999999997,28.44771192261796,0.0,0.7036820144102817,3.6989700043360183,0.0,3.9551550146356313,0.0070317341575564,True,ClassicalCep,*|cC*|Ce*|MIR|NIR|V*|V*?,5000.0,0.0
20,10.512744,-73.888428,RSG,low,0,0,0,0,1,0,0,0,0,0,0,0,4.098139245585381,14.868797850784055,14.86847548910755,0.0,13301.724671361617,1701.5431398952364,0.0,13301.724671361617,1771.3261828974978,0.0,13301.724671361617,1838.408515670421,0.0,0.4467222057497331,3.880527794250267,4.32725,0.1185749593028617,0.6374209596072804,3.791099083682826,4.428520043290106,0.1692500000000016,0.7672707315321174,0.2029999999999994,255.2832567709104,0.0,0.0453726885621463,3.6283761564953494,0.000571116312502,4.090954281485321,0.0074001192187775,True,,,4249.875,5.588772226527039
