star_idx,ra,dec,hr_zone,priority,cepheid_like,spikes_irregular,regular_spikes,long_trend,unknown,unclear_irregular,regular,lc_issues,two_dips,big_spike,selected,eclipsing_binary_cands,overall_median,overall_mean_mag,overall_median_mag,offset_flag,chi_squared_68,chi2_threshold_68,chi_flag_68,chi_squared_95,chi2_threshold_95,chi_flag_95,chi_squared_997,chi2_threshold_997,chi_flag_997,amplitude_5,lower_percentile_5,upper_percentile_5,mag_amplitude_5,amplitude_1,lower_percentile_1,upper_percentile_1,mag_amplitude_1,largest_amp,largest_amp_mag,best_period,alarm_level_flag,std_amplitude,logT,logT_std,logL,logL_std,binary,SIMBAD_maintype,SIMBAD_othertypes,teff,teff_std
364,18.861405,-73.337494,RSG,low,0,0,0,0,1,0,0,0,0,0,0,0,13.465715056192098,13.576789248775622,13.577000000000002,0.0,53981.69947010824,1718.6801936226675,0.0,53981.69947010824,1788.8081508893777,0.0,53981.69947010824,1856.2135349214168,0.0,1.1203320097550886,12.9176,14.037932009755089,0.0900000000000016,1.5880005034161258,12.673946562271995,14.261947065688124,0.1284218406783353,1.9133251150263015,0.1545094502433563,169.6851917288897,0.0,0.1161887167570672,3.639145194969605,0.0123650306459679,4.209388813795776,0.0080716360769048,True,,,4356.575,124.03837863742014
365,18.869048,-73.260292,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,26.100289289609393,12.857757784053415,12.85837728251545,0.0,94682.24252728724,1733.800552448407,0.0,94682.24252728724,1804.2314092986587,0.0,94682.24252728724,1871.920494010162,0.0,1.3184691267817072,25.4796456258647,26.79811475264641,0.0549999999999997,1.9156956115648036,25.157460082439812,27.073155694004615,0.0799843200143577,2.3675664968239047,0.0980000000000025,285.2674430323953,0.0,0.1597493624714485,3.92334636117711,0.0540707170395702,4.336005653208532,0.0217079688444553,True,Supergiant,*|HV*|MIR|NIR|Pe*|s?b|sg*,8381.975,1043.5762307445489
366,19.104533,-73.146667,,,0,0,0,0,0,0,0,0,0,0,0,0,5.143465502053855,14.622329170425852,14.621746315316106,0.0,12303.264597903051,1699.5269702707694,0.0,12303.264597903051,1769.2693202476455,0.0,12303.264597903051,1836.3135394698893,0.0,0.4437804879450722,4.921301598382458,5.36508208632753,0.0939139826286048,0.6330868943962829,4.835844990917389,5.468931885313672,0.1331657748426167,0.7549999999999999,0.1590000000000007,51.56128029821242,1.0,0.0822420489920089,3.633061745365233,0.0097909566600403,4.175050184568161,0.0100804110982797,True,,,4295.975,96.850655005529
367,19.219859,-73.216873,RSG,low,0,0,0,0,1,0,0,0,0,0,0,0,6.347458472089699,14.39342662840044,14.3935870181922,0.0,12621.5139659646,1697.5107909740975,0.0,12621.5139659646,1767.2124235893375,0.0,12621.5139659646,1834.2185064831856,0.0,0.4297486860178603,6.1501,6.57984868601786,0.07318584181351,0.6146543250321708,6.048057900021766,6.662712225053936,0.1049853442344979,0.7551875795088083,0.1287996271559315,1005.9939961083528,0.0,0.037474513716979,3.628388930050312,0.0,4.065520626957905,0.0079097107202835,True,,,4250.0,0.0
368,19.275741,-73.647217,RSG,medium,0,0,0,0,1,0,0,0,0,0,0,0,4.508,14.76571675698137,14.765,0.0,11933.282735300549,1696.5026976932566,0.0,11933.282735300549,1766.183962487929,0.0,11933.282735300549,1833.1709686631627,0.0,0.4007128336194787,4.309552212423911,4.71026504604339,0.0961353937419406,0.6050178289370995,4.2088,4.8138178289371,0.1453812362451643,0.692208319026065,0.1672707874838845,1143.4831283804972,0.0,0.0145383763951798,3.6283378335761185,0.001141475921594,4.183787775665749,0.0073169706333772,False,,,4249.5,11.169153951844338
369,19.3377,-73.595901,,,0,0,0,0,0,0,0,0,0,0,0,0,13.889212890234305,13.54382975000433,13.54336481870173,0.0,28157.298964298378,1715.6560578936517,0.0,28157.298964298378,1785.7232743033878,0.0,28157.298964298378,1853.0717675640533,0.0,0.6035788393143644,13.580971160685635,14.18455,0.0473482498005672,0.8914606762375676,13.420148440986006,14.311609117223574,0.0699999999999985,1.0840895972199842,0.0850019998426958,353.94162785507876,1.0,0.072231371875339,3.796813614878096,0.0039110495195501,4.15456816188898,0.007358041246934,False,Star,*|NIR|s?b,6263.45,56.405651312612285
370,19.345612,-73.35466,RSG,medium,0,1,0,0,0,0,0,0,0,0,0,0,6.067054767617115,14.443564417536262,14.443,0.0,21407.826022934463,1707.591590908408,0.0,21407.826022934463,1777.496567404518,0.0,21407.826022934463,1844.6931045702272,0.0,0.5549596712528153,5.773241737912732,6.328201409165548,0.0994544396323036,0.7898880088385347,5.660161693613254,6.450049702451789,0.1420833475246787,0.9416441932978225,0.1685447304492893,98.53359915336743,0.0,0.113758642221923,3.628452792190255,0.001275551460325,4.297881395126105,0.0074074857438085,True,,,4250.625,12.48436522214886
371,19.363246,-72.677254,,,0,0,0,0,0,0,0,0,0,0,0,0,6.244263756766412,14.41120172104912,14.411014954004814,0.0,12882.44065623261,1706.583521754081,0.0,12882.44065623261,1776.4681911344137,0.0,12882.44065623261,1843.645708398749,0.0,0.4336722852608581,6.032327714739142,6.466,0.0759850459951874,0.6220379668037639,5.939311340738286,6.5613493075420495,0.1078978633256202,0.7260354362210597,0.1266073751522096,13.987513057441118,1.0,0.1133232514053226,3.6766936096248664,0.0,4.097444852878612,0.0077699142180512,True,RedSG_Candidate,*|MIR|NIR|s?r,4750.0,0.0
372,19.417553,-73.202896,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,11.63471586319386,13.735894851375232,13.73572072695078,0.0,30814.57367120845,1733.800552448407,0.0,30814.57367120845,1804.2314092986587,0.0,30814.57367120845,1871.920494010162,0.0,0.6549673947764614,11.307941382453988,11.96290877723045,0.0608464086895548,0.9629225292878214,11.160104243916397,12.123026773204218,0.0900000000000016,1.158818425591564,0.1080000000000023,234.375228263215,0.0,0.0755141344622566,3.8503659053412886,0.007270860564033,4.018685701553184,0.0090039133909074,True,Supergiant,*|MIR|NIR|s?b|sg*,7085.425,118.62259217788154
373,19.435629,-73.481575,RSG,medium,0,0,0,0,1,0,0,0,0,0,0,0,5.266496339277824,14.596025807262611,14.596,0.0,10714.800489800904,1675.332175337651,0.0,10714.800489800904,1744.5842981854942,0.0,10714.800489800904,1811.169366355695,0.0,0.373203567259206,5.086697350321402,5.459900917580608,0.0770596219486368,0.5322373250116161,5.000712972826561,5.532950297838177,0.1097435475106518,0.623503332008446,0.1290000000000013,1225.1961324065064,0.0,0.0138223885010502,3.644391809198129,0.0118323545516485,4.154369914809229,0.0097496587701731,False,,,4409.525,120.13752276037658
374,19.470878,-73.62368,,,0,0,0,0,0,0,0,0,0,0,0,0,10.061134617578,13.825479281760009,13.893572370460085,0.0,1590458.1609130865,1756.98407974507,0.0,1590458.1609130865,1827.8768088790337,0.0,1590458.1609130865,1895.998492328558,0.0,8.449374472434364,8.125572548313663,16.574947020748027,0.7738729534944913,9.268729175484172,7.9466,17.21532917548417,0.838827629539912,9.86474537935878,0.8987459069889798,22.653357787995382,0.0,0.787081266523418,3.7964355588101744,0.0044631246620443,4.231722837611886,0.0106906367710993,False,ClassicalCep,*|cC*|Ce*|MIR|NIR|s?b|V*|V*?,6258.0,64.31174076325411
375,19.917681,-73.335297,,,0,0,0,0,0,0,0,0,0,0,0,0,6.614569448215474,14.34901020432483,14.348988268290253,0.0,15830.203307039275,1703.5592998648242,0.0,15830.203307039275,1773.383011599805,0.0,15830.203307039275,1840.5034351864565,0.0,0.4351813272966698,6.3970626315146415,6.832243958811311,0.0711870190493186,0.6290225865452124,6.296185169628433,6.925207756173646,0.1030520477978473,0.7535786015974573,0.1239999999999987,1325.2559025881635,0.0,0.0061458767470692,3.628925080385592,0.003658476189503,3.95567685853668,0.0076564499668424,True,,,4255.25,35.84602488421833
376,19.928189,-73.5327,RSG,low,0,0,0,0,1,0,0,0,0,0,0,0,3.2679980512819986,15.116081223301723,15.114708431386878,0.0,8498.500285382568,1674.324028207482,0.0,8498.500285382568,1743.555647744715,0.0,8498.500285382568,1810.121512384332,0.0,0.3411733025974008,3.086817386687184,3.427990689284585,0.1137626283341095,0.4716908482374271,3.015829151762573,3.48752,0.1574235853878072,0.5569361760179841,0.1854065708352763,29.31465407582088,0.0,0.0795242212378646,3.628388930050312,0.0,4.012479248514523,0.0066199431937034,False,RedSG_Candidate,*|MIR|NIR|s?r,4250.0,0.0
377,68.923506,-72.361092,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,27.696,12.794070533463367,12.794,0.0,78856.24984665393,1385.882574862013,0.0,78856.24984665393,1448.9700260657703,0.0,78856.24984665393,1509.7814275310063,0.0,1.4201739261374442,26.999,28.419173926137443,0.0557807044292246,1.967223490694426,26.77428907948419,28.741512570178617,0.0770822718358328,2.4009920642475713,0.0937834951688625,395.2872461483366,0.0,0.1001371071144971,3.881873747256835,0.010450487407223,4.196261535514174,0.0062311538565025,False,Star,*|HV*|MIR|NIR,7618.575,183.32681030062133
378,69.807742,-71.735428,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,18.63624010770458,13.22450520545788,13.22422697301984,0.0,71976.87279114728,4027.2342139488505,0.0,71976.87279114728,4133.990702938463,0.0,71976.87279114728,4235.707061515462,0.0,0.9178775869461298,18.1645403693158,19.082417956261928,0.053863781089241,1.336059189476302,17.962396339058646,19.298455528534948,0.0781906500615452,1.5670000000000002,0.0911321806157516,465.5350669275924,0.0,0.0268757941522664,3.8136510304168887,0.003912349032673,4.092860716864579,0.008252882765709,False,Star,*|MIR|NIR,6511.05,58.65490175594875
379,70.332642,-70.115997,,,0,0,0,0,0,0,0,0,0,0,0,0,3.8121887521449263,14.94708610917264,14.947,0.0,12567.81811987612,2613.070556190792,0.0,12567.81811987612,2699.2810565560167,0.0,12567.81811987612,2781.7505803695676,0.0,0.4255892818307938,3.599,4.024589281830794,0.1220182144316446,0.6164260366549508,3.5055007594203103,4.121926796075261,0.1752520415049137,0.7083357287165475,0.2029999999999994,1366.065321091132,0.0,0.002567537897451,3.628388930050312,0.0,3.9650648691652415,0.0071852190702192,False,,,4250.0,0.0
380,70.510723,-70.524918,RSG,medium,0,1,0,0,0,0,0,0,0,0,0,0,27.994684314571355,12.782635169695466,12.782169895363667,0.0,210189.7348926569,2674.465457560375,0.0,210189.7348926569,2761.6698181140073,0.0,210189.7348926569,2845.0703196231943,0.0,2.0976814961234105,26.930338449440903,29.028019945564314,0.0810797924953519,3.075037706774122,26.472127272335527,29.54716497910965,0.1190199706383321,3.692622193745681,0.1438173315964288,341.6936853553001,0.0,0.1347909186565725,3.65321010102152,0.0004178954166395,4.095017822616781,0.0076448963680972,True,,,4499.975,4.330054849537128
381,70.779561,-70.458649,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,19.72603482474824,13.162765682061467,13.162653674011516,0.0,103157.86023667268,2680.5040527387614,0.0,103157.86023667268,2767.805547027382,0.0,103157.86023667268,2851.297036788175,0.0,1.1977108956597924,19.132875437030197,20.33058633268999,0.0657835912486106,1.8469802598268252,18.84000652503216,20.686986784858984,0.1012022953193199,2.1783944198710437,0.1202290647873027,393.1028283984607,0.0,0.0707593161743407,3.904666866954974,0.0051109208612144,4.02951590276652,0.007812068239637,False,Star,*|MIR|NIR,8029.1,94.48909990046472
382,70.956826,-69.304626,,,0,0,0,0,0,0,0,0,0,0,0,0,13.355,13.584193501198431,13.586,0.0,34647.12582344804,1240.5557511121133,0.0,34647.12582344804,1300.304177756021,0.0,34647.12582344804,1357.9885360823612,0.0,0.8047953761344271,13.024404623865571,13.8292,0.0649999999999995,1.1524490620040382,12.84605005267306,13.9984991146771,0.0936929093235026,1.4297957971528137,0.1159999999999996,325.2000015776476,0.0,0.1024390477283552,3.8919261417133706,0.0056734056532594,3.8558836685012543,0.0062614903075383,False,Star,*|MIR|NIR,7796.975,101.8557773275527
383,71.327625,-69.27739,,,0,0,0,0,0,0,0,0,0,0,0,0,12.078241736447383,13.682823439021137,13.69556807685239,0.0,384605.55081864336,1270.8383884796883,0.0,384605.55081864336,1331.298083214285,0.0,384605.55081864336,1389.6485406717318,0.0,3.747196261962962,10.601264409990986,14.348460671953948,0.3288272307409574,4.3118396646025285,10.399284922062316,14.711124586664845,0.3765372769259034,7.485082680711318,0.7435680768523873,21.071012417749795,0.0,0.5013166939483343,3.7745260894663657,0.0072920619345649,3.920937314708432,0.0079710772258639,False,ClassicalCep,*|cC*|Ce*|NIR|V*,5950.125,99.90612781506448
384,71.40502,-70.251076,,,0,0,0,0,0,0,0,0,0,0,0,0,7.459,14.150079583460606,14.218,0.0,1022576.5271189312,1189.0671526945005,0.0,1022576.5271189312,1247.5860080633754,0.0,1022576.5271189312,1304.11889724358,0.0,10.638242013005652,4.90394254394194,15.542184556947593,1.2524161970512484,12.461801307334529,4.588179846289171,17.0499811536237,1.4251467000768887,13.956141665878349,1.770474848717848,28.404826977396652,0.0,2.5136505125846864,3.753316809160845,0.0117398050806909,4.016654987148372,0.021916362826981,True,ClassicalCep,*|cC*|Ce*|NIR|V*|V*?,5666.525,153.17693813038568
385,71.533928,-68.915482,,,0,0,0,0,0,0,0,0,0,0,0,0,3.7680397438205304,14.961240546610767,14.960000000000004,0.0,9741.935694726197,1231.470282379101,0.0,9741.935694726197,1291.0036240695777,0.0,9741.935694726197,1348.4865578870072,0.0,0.4543500588044691,3.5322871995871687,3.986637258391638,0.1315499999999989,0.6396256324760685,3.4453414920333945,4.084967124509463,0.1845500000000015,0.7879999999999998,0.2269999999999985,736.9441446098195,0.0,0.0235980703304146,3.6375597713612073,0.0120264118220784,3.9693457212222465,0.0071683051077301,False,Star,*|NIR,4340.7,120.2019550589756
386,71.888462,-69.242455,hot_dim,medium,0,1,0,0,0,0,0,0,0,0,0,0,34.325,12.560122818668274,12.561,0.0,99649.38414773696,1251.6597849501518,0.0,99649.38414773696,1311.6700165684597,0.0,99649.38414773696,1369.59955310342,0.0,1.7339007485966178,33.545088148594246,35.278988897190864,0.0550000000000014,2.4580286935235236,33.17070993166058,35.628738625184106,0.0770000000000017,3.0149386538463148,0.0961040322174948,402.4868845123177,0.0,0.2162202387309671,3.912429320222425,0.0222049712212801,4.264632759271761,0.0082841030577799,False,Star,*|MIR|NIR,8173.9,417.92199032833867
387,71.975142,-69.179344,hot_dim,low,0,0,0,0,1,0,0,0,0,0,0,0,37.7583343471565,12.456905600800797,12.45768851058937,0.0,143485.4568399866,1256.706919026041,0.0,143485.4568399866,1316.8357653873793,0.0,143485.4568399866,1374.8763839964822,0.0,2.165719758796584,36.8204135630146,38.98613332181118,0.0619999999999993,2.858706847926129,36.52553315207387,39.384240000000005,0.0816885105893714,3.5047834685787933,0.100688510589368,908.5858861705748,0.0,0.1925271421855892,3.930164250434478,0.0327823996638787,4.266258627332317,0.0185150019921417,False,Star,*|MIR|NIR,8514.6,642.7183208840402
388,72.030049,-69.468002,,,0,0,0,0,0,0,0,0,0,0,0,0,17.054730126683857,13.319511771109296,13.320067815963112,0.0,25227.496241605084,1233.4893028658928,0.0,25227.496241605084,1293.0705102339912,0.0,25227.496241605084,1350.5982696294325,0.0,0.7266660967374996,16.716621013334063,17.443287110071562,0.0460305171834019,1.0720248095137137,16.55966341833029,17.631688227844005,0.0688296437928297,1.3421484369122574,0.0860678159631138,902.280824101402,0.0,0.0149532661169039,3.9137436710806814,0.0198790286522532,3.9441803331148537,0.0097539872289842,False,ChemPec*,*|MIR|NIR|Pe*,8198.675,375.27922188018886
389,72.255617,-68.976868,,,0,0,0,0,0,0,0,0,0,0,0,0,10.906397171663563,13.806069032252733,13.80585046340816,0.0,10081.834977724771,1221.3749429314807,0.0,10081.834977724771,1280.6683599535725,0.0,10081.834977724771,1337.9266080078105,0.0,0.4949630973026817,10.659056132300028,11.154019229602708,0.0490425231704083,0.7023877279438651,10.554624340934552,11.257012068878415,0.0700085046340799,0.8265272661067851,0.0828504634081603,382.75141094239456,0.0,0.0633425977594599,3.7669999375100782,0.0119525387690864,3.924154483655199,0.0077814836610905,False,,,5847.9,160.94436927087568
390,72.268664,-68.907272,,,0,0,0,0,0,0,0,0,0,0,0,0,15.93367065052052,13.393376947983912,13.394000000000002,0.0,22959.01833650062,1238.5367854388478,0.0,22959.01833650062,1298.2374843056466,0.0,22959.01833650062,1355.877146073219,0.0,0.7434492090329083,15.594593465009906,16.338042674042814,0.0506496822650355,1.1206384981395363,15.397072890633156,16.517711388772693,0.0758960508375938,1.3395520206654703,0.091000000000001,333.6933126783496,0.0,0.1585001302176239,3.874380335170227,0.0190342555213911,3.9801846455653154,0.0060564410706111,False,Star,*|MIR|NIR,7488.25,328.1949687304789
391,72.30168,-69.456535,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.013647081897578,0.0669813496395977,5.140207033117717,0.0479344434455679,False,,,10319.225,1591.5367257386806
392,72.306186,-69.787003,RSG,medium,0,1,0,0,0,0,0,0,0,0,0,0,9.3848626439275,13.969821614192549,13.968866888285952,0.0,21449.59439254397,1246.61255483995,0.0,21449.59439254397,1306.5039301097129,0.0,21449.59439254397,1364.3221585212534,0.0,0.7149412459792277,9.004009541477066,9.718950787456292,0.0830798670284274,1.0603974757749466,8.84724,9.907637475774946,0.1231331117140452,1.2936121573654908,0.150133111714048,596.8634713328977,0.0,0.0809241669288655,3.6284808885570983,0.0015297185784522,4.181097537028158,0.0089192342704751,False,Star,*|NIR,4250.9,14.972975656161337
393,72.329389,-69.431839,,,0,0,0,0,0,0,0,0,0,0,0,0,87.43977860126185,11.547039461739727,11.546,0.0,577344.0052790225,1264.7821352501387,0.0,577344.0052790225,1325.100266317982,0.0,577344.0052790225,1383.31814948174,0.0,6.956675056104231,83.79902494389577,90.7557,0.0873850088075798,9.94035953027371,82.30141000428412,92.24176953455785,0.1240915539897642,12.689959763872892,0.1584277875639799,392.7285977026556,0.0,1.179095509941808,4.060980983566012,0.0612108141561576,4.769945835391747,0.0552143300056192,False,Star,*|MIR|NIR,11507.5,1621.9028176805168
394,72.47404,-69.754547,,,0,0,0,0,0,0,0,0,0,0,0,0,38.47853256264377,12.39478157853348,12.437052919871467,0.0,1436669.4851257757,1195.1251820124878,0.0,1436669.4851257757,1253.7900693415477,0.0,1436669.4851257757,1310.4597133016389,0.0,14.16183279374733,35.56795,49.72978279374733,0.3633312041670944,16.553288362897433,35.27257,51.825858362897435,0.4175886862817481,17.534,0.4450000000000003,27.09806187231363,0.0,2.5252402175492277,3.7599849526858464,0.0056264391202427,4.073179550635474,0.0090469265083485,False,ClassicalCep,*|cC*|Ce*|NIR|V*,5754.2,74.54770284857878
395,72.485769,-69.755859,instability_strip,high,1,0,0,0,0,0,0,0,0,0,0,0,41.408,12.337536712132833,12.357,0.0,794932.988483694,1234.4988072158003,0.0,794932.988483694,1294.103932595816,0.0,794932.988483694,1351.654090908318,0.0,8.346017716305582,39.33642219834374,47.68243991464932,0.2090400420233429,9.917862249922656,38.77738324004787,48.695245489970524,0.2477599999999977,11.060000000000002,0.2779999999999987,27.106042433807,0.0,1.3835310690476976,3.6708300871150175,0.0100955589206763,4.413686825436931,0.0075470696725232,False,Star,*|NIR,4686.3,108.93718373448066
396,72.513294,-68.259689,,,0,0,0,0,0,0,0,0,0,0,0,0,9.773,13.82525737294805,13.925,0.0,1004031.7808096574,1211.2792048241554,0.0,1004031.7808096574,1270.3316942301424,0.0,1004031.7808096574,1327.3643181826617,0.0,9.80495,7.887449999999999,17.6924,0.8774493267111847,11.102839502765296,7.69967,18.802509502765297,0.9691210740617696,14.425136907925548,1.541000000000002,22.2694867246587,0.0,1.671015012691505,3.7377311996882847,0.0089799412758024,3.885766164575488,0.0096607248851917,False,ClassicalCep,*|cC*|Ce*|MIR|NIR|V*,5466.775,113.03693809989724
397,72.569551,-69.969131,,,0,0,0,0,0,0,0,0,0,0,0,0,21.12077226560909,13.087494993858542,13.088,0.0,26896.063109888,1234.4988072158003,0.0,26896.063109888,1294.103932595816,0.0,26896.063109888,1351.654090908318,0.0,0.906108390235186,20.722430123715444,21.62853851395063,0.0464000000000002,1.300141770928711,20.513257305495053,21.813399076423764,0.0673020534233401,1.546335399013646,0.078999999999997,323.9589681429342,0.0,0.1474573411719783,3.845386439855033,0.0021619357462401,3.92831807087247,0.0069712102484585,False,Star,*|MIR|NIR,7004.65,34.86943503987411
398,72.572915,-69.397163,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,26.655210669952417,12.83539621663018,12.835432369228592,0.0,99641.55026381405,1255.697499865518,0.0,99641.55026381405,1315.802642536041,0.0,99641.55026381405,1373.821062748217,0.0,1.87499000116145,25.741545255324677,27.616535256486127,0.076151329230008,2.645978798841501,25.32699238632334,27.97297118516484,0.1074826818454326,3.4459329283512794,0.141,346.74216541645103,0.0,0.3296980573214582,3.969637197040949,0.0472486144735196,4.160748792145423,0.0322033320587074,False,Star,*|MIR|NIR,9324.75,1014.4764351624932
399,72.593866,-69.332047,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,31.36315458406665,12.658117381136645,12.659000000000002,0.0,75676.17676956876,1246.61255483995,0.0,75676.17676956876,1306.5039301097129,0.0,75676.17676956876,1364.3221585212534,0.0,1.5668469595072416,30.61275304049276,32.1796,0.0545006669444809,2.290168251600967,30.26223174839903,32.5524,0.079235633597257,2.8782200233045394,0.0996258336805997,344.8181820305801,0.0,0.3426857282163733,3.989302951464522,0.0485352465081754,4.200529437909651,0.0382373908387796,False,Star,*|MIR|NIR,9756.7,1090.374985956666
400,72.654389,-69.99234,,,0,0,0,0,0,0,0,0,0,0,0,0,56.92569395637844,12.011945753295016,12.011860180025014,0.0,105294.50194500368,1251.6597849501518,0.0,105294.50194500368,1311.6700165684597,0.0,105294.50194500368,1369.59955310342,0.0,2.29602267272584,55.80004221627548,58.09606488900132,0.0440000000000022,3.415359286290943,55.21241707899829,58.62777636528923,0.0649085443644814,4.020494417225933,0.076720360050027,327.4680589778476,1.0,0.3525046027537321,3.9295772865907,0.007189659733209,3.965867883416578,0.0122913144397134,False,Star,*|NIR,8503.1,140.767148156095
401,72.662716,-69.983589,,,0,0,0,0,0,0,0,0,0,0,0,0,173.826,10.797143074581433,10.8,0.0,247962.4825461379,672.4103099171411,0.0,247962.4825461379,716.6943099407163,0.0,247962.4825461379,759.8988634870607,0.0,6.554399999999987,171.4122,177.9666,0.0410000000000003,8.883160000000004,170.10407999999998,178.98724,0.055439999999999,11.633999999999986,0.0730000000000021,318.01076442714793,1.0,1.6834794729376583,3.69831807354274,0.0037980105441436,4.175295139750686,0.01462158351942,False,Star,*|NIR,4992.5,43.660622991432454
402,72.667214,-69.712425,,,0,0,0,0,0,0,0,0,0,0,0,0,18.715019714246164,13.219453206544566,13.219599968574215,0.0,22567.807981719496,1231.470282379101,0.0,22567.807981719496,1291.0036240695777,0.0,22567.807981719496,1348.4865578870072,0.0,0.7803442284300992,18.3284401854409,19.108784413871,0.0455500000000004,1.188639536772058,18.13018046322794,19.31882,0.0694559714025331,1.352999999999998,0.0779999999999994,1284.7551514691136,0.0,0.0911638191277379,3.903209401555717,0.0138121852557519,3.965724525983743,0.0063879189158053,False,Star,*|MIR|NIR,8002.2,254.49982318264975
403,72.732719,-69.431274,hot_bright,high,0,1,0,0,0,0,0,0,0,0,0,0,173.62650000000002,10.805025449101796,10.801,0.0,1005555.5265018728,683.5518321571049,0.0,1005555.5265018728,728.1919358564525,0.0,1005555.5265018728,771.729845288967,0.0,21.849899999999963,161.45600000000002,183.3059,0.1379999999999999,26.479600000000033,159.57902,186.05862,0.1669900000000002,33.024,0.2069999999999989,210.4620826934043,0.0,6.140445266111879,3.842563998245669,0.0168115217358107,5.004093462964242,0.0069601717168767,False,YellowSG,*|Em*|MIR|NIR|s*y,6959.275,269.39325228186397
404,72.782142,-70.277702,hot_dim,medium,0,0,0,0,1,0,0,0,0,0,0,0,44.04,12.289368055555558,12.29,0.0,55712.40522654801,590.3293290442592,0.0,55712.40522654801,631.8933765526929,0.0,55712.40522654801,672.5518945880037,0.0,1.8627500000000057,43.24175,45.1045,0.0452500000000011,2.2929999999999993,42.983,45.276,0.0562500000000003,2.989999999999995,0.0730000000000004,338.5030716007962,0.0,0.2702452589778405,3.89879509079385,0.0066351474650582,4.341248102711135,0.0060204910170945,False,ChemPec*,*|MIR|NIR|Pe*,7921.275,121.02117325079938
405,72.806542,-69.194733,hot_dim,low,0,0,0,0,0,0,0,1,0,0,0,0,28.008448025691735,12.782681743251844,12.782,0.0,72814.66516410194,1236.5178041529502,0.0,72814.66516410194,1296.1707359641634,0.0,72814.66516410194,1353.7656644240546,0.0,1.6883325565535117,27.148867443446488,28.8372,0.0650964761701775,2.429229026452166,26.761409954997937,29.1906389814501,0.0942765650211772,3.0397450615926047,0.1183215872339271,143.84905021124607,0.0,0.4564532524523935,3.954688638435354,0.0504469993855894,4.175055932784059,0.0231872059901351,False,Star,*|MIR|NIR,9009.25,1046.5010451499795
406,72.810664,-68.962128,,,0,0,0,0,0,0,0,0,0,0,0,0,15.51,13.422489817172623,13.4239054667232,0.0,24615.64224319556,1246.61255483995,0.0,24615.64224319556,1306.5039301097129,0.0,24615.64224319556,1364.3221585212534,0.0,0.795911319343249,15.1592,15.95511131934325,0.0550945332768009,1.1579200000000007,14.9706,16.12852,0.0807599999999997,1.3791200725033192,0.096,335.3765933962466,0.0,0.1154497250213601,3.920880853623266,0.0300598276902775,3.9170689400941097,0.0159594266446431,False,Star,*|MIR|NIR,8334.525,576.8767410591278
407,72.937831,-69.504936,hot_dim,low,0,0,0,0,0,0,0,1,0,0,0,0,42.1905,12.33744089984376,12.337,0.0,104085.43569576758,1233.4893028658928,0.0,104085.43569576758,1293.0705102339912,0.0,104085.43569576758,1350.5982696294325,0.0,2.122999742384934,41.09290025761507,43.215900000000005,0.0544792660825148,3.087758129626714,40.53503187037329,43.62279,0.0798367889408844,3.708494619242586,0.0949999999999988,1161.4636297914765,0.0,0.4076516402087821,3.898649776696187,0.0206240338115211,4.331189094057293,0.0073820829376638,False,Star,*|MIR|NIR,7918.625,376.04435825444847
408,72.937915,-69.77256,,,0,0,0,0,0,0,0,0,0,0,0,0,30.264002466479475,12.697639733140823,12.69790978626553,0.0,101619.93503602225,1264.7821352501387,0.0,101619.93503602225,1325.100266317982,0.0,101619.93503602225,1383.31814948174,0.0,1.957771636554007,29.3184266870889,31.276198323642905,0.0700902137344723,2.801212549937148,28.871223190081928,31.672435740019075,0.1001978897684772,3.3677176387958667,0.1210000000000022,313.48259495333616,0.0,0.3280899513329616,4.0587571236805875,0.0356558658138416,4.331307832916707,0.0489007650335953,False,Star,*|MIR|NIR,11448.725,939.9479370555584
409,72.941734,-68.886284,,,0,0,0,0,0,0,0,0,0,0,0,0,15.94130941951186,13.3937406520223,13.393319420684076,0.0,19503.614646541224,1235.5083076432018,0.0,19503.614646541224,1295.1373411668544,0.0,19503.614646541224,1352.7098891637038,0.0,0.7315347527735998,15.576066888694184,16.307601641467784,0.0500000000000024,1.0752836829378332,15.418593223840208,16.49387690677804,0.0737815246889272,1.25962936589646,0.0859999999999985,292.87933099369235,1.0,0.1522321406201059,3.824527712150142,0.0177055885277092,4.049842427018559,0.0066565760614952,False,Star,*|MIR|NIR,6676.175,272.1784697124297
