ra_1,dec_1,2MASS,Jmag,Jmag_err,Hmag,Hmag_err,Kmag,Kmag_err,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg,J_org,K_org,SOURCE_ID,ra_2,dec_2,parallax,pmra,pmdec,pm,ra_error,dec_error,parallax_error,parallax_over_error,pmra_error,pmdec_error,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,ruwe,astrometric_params_solved,astrometric_sigma5d_max,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_bp_mean_flux,phot_rp_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,Separation,covariance
9.490297,-73.511185,00375767-7330402,11.66994890510949,0.026,11.267,0.022,11.141109489051097,0.021,AAA,222,111,000,0,0,11.728,11.166,4688821127099069440,9.490384308642351,-73.51093185487738,0.1084801916696085,0.8280982419459212,-0.7779399639486816,1.1361942291259766,0.1125061959028244,0.087734617292881,0.104594312608242,1.0371519327163696,0.125472292304039,0.1492165923118591,-0.4044632911682129,152.6121368408203,0.0,0.0,0.974982976913452,95,0.220740333199501,False,17.386825561523438,,,2090.3397892611897,,,5.025625228881836,415.936279296875,,,,,,2,,,,0.9156785444568982,6.413696237710299
9.27237,-73.437759,00370536-7326159,11.18194890510949,0.022,10.611,0.025,10.438109489051094,0.025,AAA,222,111,000,0,0,11.24,10.463,4688837104407671552,9.272378547396922,-73.43779198560748,0.0140906157456148,0.5288269911753501,-1.2317031365035689,1.3404293060302734,0.0096459919586777,0.0090092215687036,0.0102114314213395,1.3798863887786863,0.0120866131037473,0.0121589135378599,1.6238734722137451,387.5536193847656,0.0,0.0,1.0613783597946167,31,0.0174371283501386,False,13.095433235168455,13.858325004577637,12.24762725830078,108836.18129806082,39091.91077403744,100024.72033815044,431.0967712402344,252.4634552001953,578.8922119140625,67.52882385253906,912.6224365234376,109.60142517089844,1.2782204151153564,0,1.6106977462768557,0.7628917694091797,0.8478059768676758,0.1190716959309617,0.8964364200781972
6.639692,-73.274483,00263352-7316281,13.34194890510949,0.024,13.34,0.032,13.273109489051096,0.039,AAA,222,111,000,0,0,13.4,13.298,4688708427160343680,6.63964701879571,-73.27450562266709,-0.0431826714873784,0.4318960433799164,-1.214713581091767,1.289210319519043,0.0127874445170164,0.0111725023016333,0.0136805875226855,-3.1564924716949463,0.0162792336195707,0.0140162101015448,-1.893916368484497,401.9012756347656,0.0565070919692516,2.2117950916290283,0.9236166477203368,31,0.0227095633745193,False,13.58950901031494,13.627013206481934,13.509177207946776,69046.72310374856,48373.952210978176,31295.899573881343,36.35174179077149,1899.4061279296875,36.98682403564453,1307.869873046875,19.95212745666504,1568.549560546875,1.153854250907898,0,0.1178359985351562,0.0375041961669921,0.080331802368164,0.0938321955645427,2.004989886202073
9.800761,-72.943527,00391218-7256366,10.34794890510949,0.024,9.698,0.023,9.492109489051094,0.021,AAA,222,111,000,0,0,10.406,9.517,4688921423208211456,9.80078218627399,-72.94353815562219,-0.0013351824820843,0.6312269067746887,-1.356769825865268,1.4964196681976318,0.0130468970164656,0.0113701084628701,0.0133895426988601,-0.099718302488327,0.01652835868299,0.0155754769220948,7.1310200691223145,671.9063110351562,0.098196767270565,11.349424362182615,1.3062716722488403,31,0.023374130949378,False,12.449161529541016,13.265501022338867,11.580665588378906,197370.3844366835,67486.43070997448,184880.79778302257,260.37109375,758.034912109375,358.323486328125,188.3394012451172,650.9943237304688,283.99755859375,1.2786478996276855,0,1.684835433959961,0.8163394927978516,0.8684959411621094,0.0459708274450561,1.4434063432238675
8.648353,-72.544128,00343560-7232388,10.79194890510949,,12.829,0.054,9.975109489051096,,UAU,20,10,0c0,0,0,10.85,10.0,4689170943603803904,8.648403624972953,-72.54408505977769,-0.1208791993725496,0.5767958948621718,-1.279647328549549,1.4036349058151243,0.0397473201155662,0.0470459312200546,0.0504741631448268,-2.3948729038238525,0.0517442785203456,0.0639318525791168,-1.87688410282135,234.36412048339844,0.0,0.0,0.9106051921844482,95,0.094607725739479,False,16.194982528686523,16.910043716430664,15.128604888916016,6265.46977600663,2351.793464134035,7042.329861232259,13.416236877441406,467.0065002441406,100.62960815429688,23.370790481567383,196.48065185546875,35.84235763549805,1.4993486404418943,0,1.7814388275146484,0.7150611877441406,1.0663776397705078,0.1639672091635345,0.639765979892488
10.431021,-73.72332,00414344-7343239,10.01094890510949,0.024,9.602,0.024,9.466109489051094,0.019,AAA,222,111,000,0,0,10.069,9.491,4685821487608191104,10.431045294245092,-73.72330701368578,-0.0026192266799898,0.7161176462745426,-1.2993666899957153,1.4836368560791016,0.0125060239806771,0.0109897889196872,0.0128967408090829,-0.2030921429395675,0.0151045490056276,0.0142930289730429,0.7839668989181519,843.71484375,0.1059216931462287,13.60025691986084,1.0289361476898191,31,0.0214899275451898,False,11.721548080444336,12.219632148742676,11.009600639343262,385769.3031228518,176833.3675334503,312836.7660055755,3345.671142578125,115.30400848388672,6474.69189453125,27.31147193908691,7132.79541015625,43.85892868041992,1.269334077835083,0,1.210031509399414,0.4980840682983398,0.7119474411010742,0.0527873640101021,0.3067328856272416
12.490582,-73.66832,00495773-7340059,12.545948905109489,0.024,12.432,0.03,12.364109489051094,0.032,AAA,222,111,000,0,0,12.604,12.389,4685860000565390720,12.490882685610334,-73.66838909546763,-0.0444755797103185,0.5795145429739533,-1.227492011837993,1.3574143648147583,0.0189514383673667,0.0188506208360195,0.020279100164771,-2.1931731700897217,0.0235763080418109,0.0240133740007877,-1.9318161010742188,1718.10205078125,0.2021342515945434,41.53506851196289,0.925445020198822,31,0.0340198650956153,False,12.723939895629885,12.68903923034668,12.716646194458008,153239.47595283805,114762.80417851402,64938.14348046161,135.6743621826172,1129.4652099609375,302.8230285644531,378.9764709472656,228.38706970214844,284.3337097167969,1.1726804971694946,0,-0.0276069641113281,-0.0349006652832031,0.007293701171875,0.3930961804554497,0.4790129617156199
12.631599,-73.478493,00503158-7328425,10.83994890510949,0.021,10.853,0.025,10.768109489051094,0.025,AAA,222,111,000,0,0,10.898,10.793,4685876050900066176,12.631598268892176,-73.47849259825232,-0.0418829827815662,0.5701728392327163,-1.2609414262775671,1.38386070728302,0.0155727630481123,0.0158745236694812,0.0167046450078487,-2.507265567779541,0.0195026788860559,0.0201047323644161,-1.070669174194336,1563.05078125,0.1653813570737838,33.923763275146484,0.9592209458351136,31,0.0289108883589506,False,11.141892433166504,11.193116188049316,10.99631404876709,657945.0883260455,455166.6852529574,316688.60524003685,903.3458862304688,728.3423461914062,1858.4014892578125,244.92376708984375,1156.869140625,273.74627685546875,1.1731302738189695,0,0.1968021392822265,0.0512237548828125,0.145578384399414,0.0016284871497202,0.6405120308003781
14.110164,-73.473137,00562643-7328232,10.44894890510949,0.024,9.81,0.021,9.599109489051097,0.025,AAA,222,111,000,0,0,10.507,9.624,4685702323711912320,14.11014327536504,-73.47314661606073,0.0419706121321048,0.6697430817246823,-1.36192681561268,1.5176957845687866,0.010381830856204,0.0097397668287158,0.0113162798807024,3.7088699340820312,0.0126726506277918,0.0123828006908297,2.598912000656128,607.0175170898438,0.073631465435028,6.127233505249023,1.0952129364013672,31,0.0180185809731483,False,12.379746437072754,13.23955249786377,11.482337951660156,210401.09784844884,69118.73753136657,202405.8314019976,1290.7908935546875,163.00169372558594,1553.917236328125,44.48031997680664,3021.19189453125,66.995361328125,1.2905092239379885,0,1.7572145462036133,0.8598060607910156,0.8974084854125977,0.04060581412587,1.367311893294535
10.798535,-73.386368,00431164-7323109,11.61394890510949,0.023,11.647,0.03,11.471109489051097,0.025,AAA,222,111,000,0,0,11.672,11.496,4685844611714603264,10.798535879795214,-73.3863240047968,-0.0921559592543981,0.715990987314046,-1.2966940438582464,1.4812355041503906,0.0141776213422417,0.0132605172693729,0.0152051318436861,-6.060845851898193,0.0177371799945831,0.0176821742206811,-2.400350570678711,1431.2559814453125,0.1499186009168625,30.53058433532715,0.9136931300163268,31,0.0251300949603319,False,11.933382034301758,11.961577415466309,11.823018074035645,317390.62352609093,224277.59630798048,147894.1541664388,694.6290893554688,456.9210205078125,1432.572021484375,156.55589294433594,1062.2000732421875,139.23379516601562,1.1725984811782837,0,0.138559341430664,0.0281953811645507,0.1103639602661132,0.1583853203565803,0.2787969540522457
